County,County Name,AEA,District #,District Name,Grade8.Not Proficient,Grade8.Proficient,Grade8.Total Tested,Grade8.% Proficient
90,Wapello,15,657,Eddyville-Blakesburg- Fremont CSD,21,53,74,71.6
77,Polk,11,720,Bondurant-Farrar Comm School District,21,109,130,83.8
8,Boone,11,729,Boone Comm School District,34,96,130,73.8
84,Sioux,12,747,Boyden-Hull Comm School District,10,44,54,81.5
41,Hancock,7,819,West Hancock Comm School District,7,36,43,83.7
79,Poweshiek,7,846,Brooklyn-Guernsey-Malcom Comm School District,7,25,32,78.1
95,Winnebago,7,873,North Iowa Comm School District,4,15,19,78.9
29,Des Moines,15,882,Burlington Comm School District,74,174,248,70.2
15,Cass,13,914,CAM Comm School District,12,46,58,79.3
48,Iowa,7,916,CAL Comm School District,4,10,14,71.4
23,Clinton,9,918,Calamus-Wheatland Comm School District,8,28,36,77.8
23,Clinton,9,936,Camanche Comm School District,18,59,77,76.6
90,Wapello,15,977,Cardinal Comm School District,11,26,37,70.3
91,Warren,11,981,Carlisle Comm School District,24,115,139,82.7
14,Carroll,11,999,Carroll Comm School District,22,90,112,80.4
7,Black Hawk,7,1044,Cedar Falls Comm School District,75,290,365,79.5
57,Linn,10,1053,Cedar Rapids Comm School District,311,772,1083,71.3
57,Linn,10,1062,Center Point-Urbana Comm School District,18,95,113,84.1
4,Appanoose,15,1071,Centerville Comm School District,24,78,102,76.5
56,Lee,15,1079,Central Lee Comm School District,15,53,68,77.9
22,Clayton,1,1080,Central Comm School District,4,26,30,86.7
23,Clinton,9,1082,Central DeWitt School District,10,77,87,88.5
57,Linn,10,1089,Central City Comm School District,6,23,29,79.3
27,Decatur,13,1093,Central Decatur Comm School District,11,35,46,76.1
60,Lyon,12,1095,Central Lyon Comm School District,8,46,54,85.2
59,Lucas,15,1107,Chariton Comm School District,20,54,74,73
34,Floyd,7,1116,Charles City Comm School District,27,86,113,76.1
24,Crawford,12,1134,Charter Oak-Ute Comm School District,5,15,20,75
18,Cherokee,12,1152,Cherokee Comm School District,14,52,66,78.8
73,Page,13,1197,Clarinda Comm School District,19,45,64,70.3
99,Wright,5,1206,Clarion-Goldfield-Dows Comm School District,13,55,68,80.9
20,Clarke,13,1211,Clarke Comm School District,23,65,88,73.9
12,Butler,7,1215,Clarksville Comm School District,7,13,20,65
21,Clay,5,1218,Clay Central-Everly Comm School District,3,17,20,85
52,Johnson,10,1221,Clear Creek Amana Comm School District,48,117,165,70.9
17,Cerro Gordo,7,1233,Clear Lake Comm School District,18,77,95,81.1
23,Clinton,9,1278,Clinton Comm School District,58,167,225,74.2
50,Jasper,11,1332,Colfax-Mingo Comm School District,10,35,45,77.8
57,Linn,10,1337,College Comm School District,102,296,398,74.4
85,Story,11,1350,Collins-Maxwell Comm School District,4,18,22,81.8
85,Story,11,1359,Colo-NESCO Comm School District,6,22,28,78.6
58,Louisa,9,1368,Columbus Comm School District,18,33,51,64.7
14,Carroll,11,1413,Coon Rapids-Bayard Comm School District,9,19,28,67.9
2,Adams,13,1431,Corning Comm School District,0,0,0,
78,Pottawattamie,13,1476,Council Bluffs Comm School District,191,411,602,68.3
88,Union,13,1503,Creston Comm School District,26,80,106,75.5
25,Dallas,11,1576,Dallas Center-Grimes Comm School District,35,165,200,82.5
29,Des Moines,15,1602,Danville Comm School District,11,35,46,76.1
82,Scott,9,1611,Davenport Comm School District,367,611,978,62.5
26,Davis,15,1619,Davis County Comm School District,21,53,74,71.6
96,Winneshiek,1,1638,Decorah Community School District,12,110,122,90.2
23,Clinton,9,1675,Delwood Comm School District,0,0,0,
24,Crawford,12,1701,Denison Comm School District,17,113,130,86.9
9,Bremer,7,1719,Denver Comm School District,5,57,62,91.9
77,Polk,11,1737,Des Moines Independent Comm School District,771,1188,1959,60.6
80,Ringgold,13,1782,Diagonal Comm School District,small N,small N,small N,small N
38,Grundy,7,1791,Dike-New Hartford Comm School District,6,57,63,90.5
31,Dubuque,1,1863,Dubuque Comm School District,216,567,783,72.4
7,Black Hawk,7,1908,Dunkerton Comm School District,12,22,34,64.7
43,Harrison,13,1917,Boyer Valley Comm School District,8,29,37,78.4
16,Cedar,9,1926,Durant Comm School District,12,38,50,76
99,Wright,5,1944,Eagle Grove Comm School District,18,29,47,61.7
61,Madison,11,1953,Earlham Comm School District,5,35,40,87.5
10,Buchanan,7,1963,East Buchanan Comm School District,8,39,47,83
49,Jackson,9,1965,Easton Valley Comm School District,6,29,35,82.9
64,Marshall,7,1968,East Marshall Comm School District,9,36,45,80
88,Union,13,1970,East Union Comm School District,5,37,42,88.1
3,Allamakee,1,1972,Eastern Allamakee Comm School District,4,14,18,77.8
97,Woodbury,12,1975,River Valley Comm School District,9,31,40,77.5
28,Delaware,1,1989,Edgewood-Colesburg Comm School District,11,26,37,70.3
42,Hardin,7,2007,Eldora-New Providence Comm School District,0,0,0,
74,Palo Alto,5,2088,Emmetsburg Comm School District,22,37,59,62.7
48,Iowa,10,2097,English Valleys Comm School District,4,17,21,81
73,Page,13,2113,Essex Comm School District,5,12,17,70.6
32,Emmet,5,2124,Estherville Lincoln Central Com Sch Dist,31,54,85,63.5
83,Shelby,11,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,10,11,21,52.4
51,Jefferson,15,2169,Fairfield Comm School District,27,98,125,78.4
95,Winnebago,7,2295,Forest City Comm School District,17,66,83,79.5
94,Webster,5,2313,Fort Dodge Comm School District,100,144,244,59
56,Lee,15,2322,Fort Madison Comm School District,40,89,129,69
36,Fremont,13,2369,Fremont-Mills Comm School District,9,21,30,70
47,Ida,12,2376,Galva-Holstein Comm School District,0,0,0,
41,Hancock,7,2403,Garner-Hayfield-Ventura Comm School District,20,50,70,71.4
60,Lyon,12,2457,George-Little Rock Comm School District,11,20,31,64.5
85,Story,11,2466,Gilbert Comm School District,6,111,117,94.9
46,Humboldt,5,2493,Gilmore City-Bradgate Comm School District,0,0,0,
38,Grundy,7,2502,Gladbrook-Reinbeck Comm School District,7,24,31,77.4
65,Mills,13,2511,Glenwood Comm School District,29,124,153,81
14,Carroll,11,2520,Glidden-Ralston Comm School District,5,13,18,72.2
74,Palo Alto,5,2556,Graettinger-Terril Comm School District,3,21,24,87.5
1,Adair,13,2673,Nodaway Valley Comm School District,12,43,55,78.2
86,Tama,7,2682,GMG Comm School District,7,29,36,80.6
79,Poweshiek,7,2709,Grinnell-Newburg Comm School District,19,82,101,81.2
15,Cass,13,2718,Griswold Comm School District,8,27,35,77.1
38,Grundy,7,2727,Grundy Center Comm School District,11,31,42,73.8
39,Guthrie,11,2754,Guthrie Center Comm School District,0,0,0,
22,Clayton,1,2763,Clayton Ridge Comm School District,14,37,51,72.5
48,Iowa,10,2766,H-L-V Comm School District,3,21,24,87.5
36,Fremont,13,2772,Hamburg Comm School District,small N,small N,small N,small N
35,Franklin,7,2781,Hampton-Dumont Comm School District,16,57,73,78.1
83,Shelby,13,2826,Harlan Comm School District,22,113,135,83.7
89,Van Buren,15,2834,Harmony Comm School District,0,0,0,
30,Dickinson,5,2846,Harris-Lake Park Comm School District,8,26,34,76.5
71,O'Brien,12,2862,Hartley-Melvin-Sanborn Comm School District,19,23,42,54.8
92,Washington,10,2977,Highland Comm School District,14,26,40,65
75,Plymouth,12,2988,Hinton Comm School District,1,44,45,97.8
45,Howard,1,3029,Howard-Winneshiek Comm School District,20,56,76,73.7
42,Hardin,7,3033,Hubbard-Radcliffe Comm School District,15,45,60,75
7,Black Hawk,7,3042,Hudson Comm School District,17,47,64,73.4
46,Humboldt,5,3060,Humboldt Comm School District,23,83,106,78.3
10,Buchanan,7,3105,Independence Comm School District,32,58,90,64.4
91,Warren,11,3114,Indianola Comm School District,50,236,286,82.5
61,Madison,11,3119,Interstate 35 Comm School District,13,37,50,74
52,Johnson,10,3141,Iowa City Comm School District,180,716,896,79.9
42,Hardin,7,3150,Iowa Falls Comm School District,16,76,92,82.6
48,Iowa,10,3154,Iowa Valley Comm School District,13,20,33,60.6
14,Carroll,13,3168,IKM-Manning Comm School District,13,32,45,71.1
9,Bremer,7,3186,Janesville Consolidated School District,5,21,26,80.8
37,Greene,5,3195,Greene County Comm School District,20,79,99,79.8
10,Buchanan,7,3204,Jesup Comm School District,10,50,60,83.3
77,Polk,11,3231,Johnston Comm School District,67,447,514,87
56,Lee,15,3312,Keokuk Comm School District,38,67,105,63.8
54,Keokuk,15,3330,Keota Comm School District,7,20,27,74.1
75,Plymouth,12,3348,Kingsley-Pierson Comm School District,10,28,38,73.7
63,Marion,11,3375,Knoxville Comm School District,21,87,108,80.6
95,Winnebago,7,3420,Lake Mills Comm School District,11,41,52,78.8
27,Decatur,13,3465,Lamoni Comm School District,8,21,29,72.4
76,Pocahontas,5,3537,Laurens-Marathon Comm School District,6,7,13,53.8
97,Woodbury,12,3555,Lawton-Bronson Comm School District,5,37,42,88.1
75,Plymouth,12,3600,Le Mars Comm School District,28,134,162,82.7
87,Taylor,13,3609,Lenox Comm School District,5,22,27,81.5
78,Pottawattamie,13,3645,Lewis Central Comm School District,66,128,194,66
16,Cedar,10,3691,North Cedar Comm School District,15,34,49,69.4
57,Linn,10,3715,Linn-Mar Comm School District,96,442,538,82.2
57,Linn,10,3744,Lisbon Comm School District,9,41,50,82
43,Harrison,13,3798,Logan-Magnolia Comm School District,6,37,43,86
52,Johnson,10,3816,Lone Tree Comm School District,10,29,39,74.4
58,Louisa,9,3841,Louisa-Muscatine Comm School District,19,40,59,67.8
55,Kossuth,5,3897,LuVerne Comm School District,0,0,0,
50,Jasper,11,3906,Lynnville-Sully Comm School District,4,34,38,89.5
8,Boone,11,3942,Madrid Comm School District,12,50,62,80.6
65,Mills,13,3978,East Mills Comm School District,7,24,31,77.4
13,Calhoun,5,4023,Manson Northwest Webster Comm School District,12,36,48,75
67,Monona,12,4033,Maple Valley-Anthon Oto Comm School District,11,23,34,67.6
49,Jackson,9,4041,Maquoketa Comm School District,32,67,99,67.7
28,Delaware,1,4043,Maquoketa Valley Comm School District,9,47,56,83.9
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn Comm School District,0,0,0,
57,Linn,10,4086,Marion Independent School District,30,123,153,80.4
64,Marshall,7,4104,Marshalltown Comm School District,140,188,328,57.3
91,Warren,11,4122,Martensdale-St Marys Comm School District,11,32,43,74.4
17,Cerro Gordo,7,4131,Mason City Comm School District,63,169,232,72.8
84,Sioux,12,4149,MOC-Floyd Valley Comm School District,16,60,76,78.9
29,Des Moines,15,4203,Mediapolis Comm School District,12,42,54,77.8
63,Marion,11,4212,Melcher-Dallas Comm School District,7,19,26,73.1
53,Jones,10,4269,Midland Comm School District,4,26,30,86.7
92,Washington,10,4271,Mid-Prairie Comm School District,22,71,93,76.3
43,Harrison,13,4356,Missouri Valley Comm School District,20,50,70,71.4
22,Clayton,1,4419,MFL MarMac Comm School District,13,33,46,71.7
79,Poweshiek,7,4437,Montezuma Comm School District,8,24,32,75
53,Jones,10,4446,Monticello Comm School District,16,77,93,82.8
4,Appanoose,15,4491,Moravia Comm School District,8,23,31,74.2
93,Wayne,13,4505,Mormon Trail Comm School District,8,8,16,50
58,Louisa,15,4509,Morning Sun Comm School District,5,10,15,66.7
4,Appanoose,15,4518,Moulton-Udell Comm School District,4,12,16,75
80,Ringgold,13,4527,Mount Ayr Comm School District,12,34,46,73.9
44,Henry,15,4536,Mount Pleasant Comm School District,50,91,141,64.5
57,Linn,10,4554,Mount Vernon Comm School District,6,91,97,93.8
20,Clarke,13,4572,Murray Comm School District,8,15,23,65.2
70,Muscatine,9,4581,Muscatine Comm School District,91,282,373,75.6
9,Bremer,7,4599,Nashua-Plainfield Comm School District,11,34,45,75.6
85,Story,11,4617,Nevada Comm School District,22,93,115,80.9
11,Buena Vista,5,4644,Newell-Fonda Comm School District,4,24,28,85.7
19,Chickasaw,1,4662,New Hampton Comm School District,14,54,68,79.4
44,Henry,15,4689,New London Comm School District,6,27,33,81.8
50,Jasper,11,4725,Newton Comm School District,56,156,212,73.6
98,Worth,7,4772,Central Springs Comm School District,9,31,40,77.5
23,Clinton,9,4773,Northeast Comm School District,6,51,57,89.5
33,Fayette,1,4774,North Fayette Comm School District,0,0,0,
40,Hamilton,5,4775,Northeast Hamilton Comm School District,0,0,0,
62,Mahaska,15,4776,North Mahaska Comm School District,4,24,28,85.7
57,Linn,10,4777,North Linn Comm School District,12,45,57,78.9
55,Kossuth,5,4778,North Kossuth Comm School District,16,30,46,65.2
77,Polk,11,4779,North Polk Comm School District,12,115,127,90.6
82,Scott,9,4784,North Scott Comm School District,47,182,229,79.5
86,Tama,7,4785,North Tama County Comm School District,7,29,36,80.6
96,Winneshiek,1,4787,North Winneshiek Comm School District,1,9,10,90
98,Worth,7,4788,Northwood-Kensett Comm School District,10,30,40,75
91,Warren,11,4797,Norwalk Comm School District,17,146,163,89.6
81,Sac,5,4860,Odebolt-Arthur Comm School District,13,54,67,80.6
33,Fayette,1,4869,Oelwein Comm School District,35,48,83,57.8
8,Boone,11,4878,Ogden Comm School District,15,38,53,71.7
30,Dickinson,5,4890,Okoboji Comm School District,11,52,63,82.5
53,Jones,10,4905,Olin Consolidated School District,0,0,0,
1,Adair,13,4978,Orient-Macksburg Comm School District,small N,small N,small N,small N
66,Mitchell,7,4995,Osage Comm School District,27,32,59,54.2
62,Mahaska,15,5013,Oskaloosa Comm School District,68,107,175,61.1
90,Wapello,15,5049,Ottumwa Comm School District,97,175,272,64.3
39,Guthrie,11,5121,Panorama Comm School District,17,46,63,73
37,Greene,5,5139,Paton-Churdan Comm School District,3,9,12,75
50,Jasper,11,5160,PCM Comm School District,17,68,85,80
54,Keokuk,15,5163,Pekin Comm School District,12,38,50,76
63,Marion,11,5166,Pella Comm School District,28,134,162,82.7
25,Dallas,11,5184,Perry Comm School District,26,68,94,72.3
82,Scott,9,5250,Pleasant Valley Comm School District,36,280,316,88.6
63,Marion,11,5256,Pleasantville Comm School District,5,40,45,88.9
76,Pocahontas,5,5283,Pocahontas Area Comm School District,10,41,51,80.4
3,Allamakee,1,5310,Postville Comm School District,23,23,46,50
94,Webster,5,5325,,0,0,0,
69,Montgomery,13,5463,Red Oak Comm School District,18,52,70,74.3
75,Plymouth,12,5486,Remsen-Union Comm School District,3,12,15,80
45,Howard,1,5508,Riceville Comm School District,4,21,25,84
78,Pottawattamie,13,5510,Riverside Comm School District,12,29,41,70.7
84,Sioux,12,5607,Rock Valley Comm School District,14,40,54,74.1
85,Story,11,5643,Roland-Story Comm School District,15,64,79,81
34,Floyd,7,5697,Rudd-Rockford-Marble Rk Comm School District,10,26,36,72.2
74,Palo Alto,5,5724,Ruthven-Ayrshire Comm School District,3,10,13,76.9
66,Mitchell,7,5751,St Ansgar Comm School District,3,47,50,94
77,Polk,11,5805,Saydel Comm School District,19,69,88,78.4
81,Sac,5,5823,Schaller-Crestland Comm School District,6,36,42,85.7
24,Crawford,12,5832,Schleswig Comm School District,6,12,18,66.7
97,Woodbury,12,5877,Sergeant Bluff-Luton Comm School District,18,105,123,85.4
93,Wayne,15,5895,Seymour Comm School District,8,9,17,52.9
17,Cerro Gordo,7,5922,West Fork CSD,8,42,50,84
71,O'Brien,12,5949,Sheldon Comm School District,10,60,70,85.7
73,Page,13,5976,Shenandoah Comm School District,21,47,68,69.1
72,Osceola,12,5994,Sibley-Ocheyedan Comm School District,20,46,66,69.7
36,Fremont,13,6003,Sidney Comm School District,7,24,31,77.4
54,Keokuk,15,6012,Sigourney Comm School District,7,37,44,84.1
84,Sioux,12,6030,Sioux Center Comm School District,11,67,78,85.9
11,Buena Vista,5,6035,Sioux Central Comm School District,10,45,55,81.8
97,Woodbury,12,6039,Sioux City Comm School District,220,702,922,76.1
13,Calhoun,5,6091,South Central Calhoun Comm School District,10,50,60,83.3
52,Johnson,10,6093,Solon Comm School District,11,95,106,89.6
91,Warren,11,6094,Southeast Warren Comm School District,7,30,37,81.1
40,Hamilton,5,6095,South Hamilton Comm School District,14,45,59,76.3
94,Webster,5,6096,Southeast Webster Grand Comm School District,17,53,70,75.7
73,Page,13,6097,South Page Comm School District,small N,small N,small N,small N
86,Tama,7,6098,South Tama County,27,78,105,74.3
71,O'Brien,12,6099,South O'Brien Comm School District,8,36,44,81.8
96,Winneshiek,1,6100,South Winneshiek Comm School District,4,18,22,81.8
77,Polk,11,6101,Southeast Polk Comm School District,129,381,510,74.7
21,Clay,5,6102,Spencer Comm School District,30,107,137,78.1
30,Dickinson,5,6120,Spirit Lake Comm School District,14,61,75,81.3
57,Linn,10,6138,Springville Comm School District,9,20,29,69
69,Montgomery,13,6165,Stanton Comm School District,8,12,20,60
33,Fayette,1,6175,Starmont Comm School District,14,26,40,65
11,Buena Vista,5,6219,Storm Lake Comm School District,52,113,165,68.5
40,Hamilton,5,6246,Stratford Comm School District,0,0,0,
39,Guthrie,11,6264,West Central Valley Comm School District,9,48,57,84.2
9,Bremer,7,6273,Sumner-Fredericksburg Comm School District,9,48,57,84.2
16,Cedar,10,6408,Tipton Comm School District,27,54,81,66.7
78,Pottawattamie,13,6453,Treynor Comm School District,6,54,60,90
78,Pottawattamie,13,6460,Tri-Center Comm School District,13,44,57,77.2
54,Keokuk,15,6462,Tri-County Comm School District,5,12,17,70.6
9,Bremer,7,6471,Tripoli Comm School District,11,27,38,71.1
96,Winneshiek,1,6509,Turkey Valley Comm School District,2,13,15,86.7
63,Marion,11,6512,Twin Cedars Comm School District,7,15,22,68.2
46,Humboldt,5,6516,Twin Rivers Comm School District,0,0,0,
78,Pottawattamie,13,6534,Underwood Comm School District,19,41,60,68.3
7,Black Hawk,7,6536,Union Comm School District,18,60,78,76.9
8,Boone,11,6561,United Comm School District,0,0,0,
77,Polk,11,6579,Urbandale Comm School District,55,239,294,81.3
33,Fayette,1,6591,Valley Comm School District,18,64,82,78
89,Van Buren,15,6592,Van Buren Comm School District,11,37,48,77.1
25,Dallas,11,6615,Van Meter Comm School District,7,38,45,84.4
69,Montgomery,13,6651,Villisca Comm School District,15,27,42,64.3
6,Benton,10,6660,Vinton-Shellsburg Comm School District,11,91,102,89.2
44,Henry,15,6700,Waco Comm School District,8,21,29,72.4
81,Sac,5,6741,East Sac County Comm School District,18,42,60,70
58,Louisa,15,6759,Wapello Comm School District,18,31,49,63.3
9,Bremer,7,6762,Wapsie Valley Comm School District,9,42,51,82.4
92,Washington,10,6768,Washington Comm School District,37,72,109,66.1
7,Black Hawk,7,6795,Waterloo Comm School District,227,435,662,65.7
25,Dallas,11,6822,Waukee Comm School District,83,595,678,87.8
9,Bremer,7,6840,Waverly-Shell Rock Comm School District,32,143,175,81.7
93,Wayne,15,6854,Wayne Comm School District,12,24,36,66.7
40,Hamilton,5,6867,Webster City Comm School District,31,86,117,73.5
74,Palo Alto,5,6921,West Bend-Mallard Comm School District,6,24,30,80
16,Cedar,10,6930,West Branch Comm School District,19,45,64,70.3
29,Des Moines,15,6937,West Burlington Ind School District,16,50,66,75.8
33,Fayette,1,6943,West Central Comm School District,2,12,14,85.7
28,Delaware,1,6950,West Delaware County Comm School District,23,111,134,82.8
77,Polk,11,6957,West Des Moines Comm School District,95,570,665,85.7
31,Dubuque,1,6961,Western Dubuque Comm School District,42,180,222,81.1
43,Harrison,13,6969,West Harrison Comm School District,5,21,26,80.8
70,Muscatine,9,6975,West Liberty Comm School District,22,51,73,69.9
60,Lyon,12,6983,West Lyon Comm School District,15,50,65,76.9
64,Marshall,7,6985,West Marshall Comm School District,14,59,73,80.8
67,Monona,12,6987,West Monona Comm School District,20,28,48,58.3
84,Sioux,12,6990,West Sioux Comm School District,12,45,57,78.9
97,Woodbury,12,6992,Westwood Comm School District,5,23,28,82.1
67,Monona,12,7002,Whiting Comm School District,3,11,14,78.6
48,Iowa,10,7029,Williamsburg Comm School District,15,61,76,80.3
70,Muscatine,9,7038,Wilton Comm School District,19,40,59,67.8
44,Henry,15,7047,Winfield-Mt Union Comm School District,7,24,31,77.4
61,Madison,11,7056,Winterset Comm School District,20,77,97,79.4
43,Harrison,13,7092,Woodbine Comm School District,7,27,34,79.4
97,Woodbury,12,7098,Woodbury Central Comm School District,9,42,51,82.4
25,Dallas,11,7110,Woodward-Granger Comm School District,5,55,60,91.7
,,,,,,,,
,,,,Total,8061,25313,33374,75.8
