County,County Name,AEA,District #,District Name,Grade8.Not Proficient,Grade8.Proficient,Grade8.Total Tested,Grade8.% Proficient
91,Warren,11,4122,Martensdale-St Marys,5,36,41,87.8
17,Cerro Gordo,7,4131,Mason City,48,206,254,81.1
84,Sioux,12,4149,MOC-Floyd Valley,6,76,82,92.7
29,Des Moines,15,4203,Mediapolis,3,50,53,94.3
63,Marion,11,4212,Melcher-Dallas,6,13,19,68.4
53,Jones,10,4269,Midland,13,26,39,66.7
92,Washington,10,4271,Mid-Prairie,14,71,85,83.5
43,Harrison,13,4356,Missouri Valley,9,43,52,82.7
22,Clayton,1,4419,MFL MarMac,9,52,61,85.2
79,Poweshiek,7,4437,Montezuma,12,23,35,65.7
53,Jones,10,4446,Monticello,14,62,76,81.6
4,Appanoose,15,4491,Moravia,12,17,29,58.6
93,Wayne,13,4505,Mormon Trail,6,9,15,60
58,Louisa,15,4509,Morning Sun,7,7,14,50
4,Appanoose,15,4518,Moulton-Udell,1,10,11,90.9
80,Ringgold,13,4527,Mount Ayr,12,33,45,73.3
44,Henry,15,4536,Mount Pleasant,29,121,150,80.7
57,Linn,10,4554,Mount Vernon,13,79,92,85.9
20,Clarke,13,4572,Murray,2,27,29,93.1
70,Muscatine,9,4581,Muscatine,119,225,344,65.4
19,Chickasaw,7,4599,Nashua-Plainfield,7,38,45,84.4
85,Story,11,4617,Nevada,21,88,109,80.7
11,Buena Vista,5,4644,Newell-Fonda,9,18,27,66.7
19,Chickasaw,1,4662,New Hampton,15,65,80,81.3
44,Henry,15,4689,New London,6,27,33,81.8
50,Jasper,11,4725,Newton,53,143,196,73
98,Worth,7,4772,Central Springs,3,51,54,94.4
23,Clinton,9,4773,Northeast,1,59,60,98.3
33,Fayette,1,4774,North Fayette,0,0,0,
40,Hamilton,5,4775,Northeast Hamilton,5,6,11,54.5
62,Mahaska,15,4776,North Mahaska,8,17,25,68
57,Linn,10,4777,North Linn,14,40,54,74.1
55,Kossuth,5,4778,North Kossuth,8,32,40,80
77,Polk,11,4779,North Polk,12,94,106,88.7
82,Scott,9,4784,North Scott,36,186,222,83.8
86,Tama,7,4785,North Tama County,8,25,33,75.8
96,Winneshiek,1,4787,North Winneshiek,2,15,17,88.2
98,Worth,7,4788,Northwood-Kensett,9,21,30,70
91,Warren,11,4797,Norwalk,18,173,191,90.6
81,Sac,5,4860,Odebolt-Arthur,13,49,62,79
33,Fayette,1,4869,Oelwein,29,62,91,68.1
8,Boone,11,4878,Ogden,7,45,52,86.5
30,Dickinson,5,4890,Okoboji,10,56,66,84.8
53,Jones,10,4905,Olin Consolidated,0,0,0,
1,Adair,13,4978,Orient-Macksburg,5,8,13,61.5
66,Mitchell,7,4995,Osage,16,53,69,76.8
62,Mahaska,15,5013,Oskaloosa,33,118,151,78.1
90,Wapello,15,5049,Ottumwa,94,199,293,67.9
39,Guthrie,11,5121,Panorama,6,46,52,88.5
37,Greene,5,5139,Paton-Churdan,5,13,18,72.2
50,Jasper,11,5160,PCM,13,78,91,85.7
54,Keokuk,15,5163,Pekin,5,39,44,88.6
63,Marion,11,5166,Pella,10,133,143,93
25,Dallas,11,5184,Perry,32,76,108,70.4
82,Scott,9,5250,Pleasant Valley,37,281,318,88.4
63,Marion,11,5256,Pleasantville,18,38,56,67.9
76,Pocahontas,5,5283,Pocahontas Area,22,37,59,62.7
3,Allamakee,1,5310,Postville,6,21,27,77.8
94,Webster,5,5325,Prairie Valley,0,0,0,
2,Adams,13,5328,Prescott,small N,small N,small N,small N
69,Montgomery,13,5463,Red Oak,23,62,85,72.9
75,Plymouth,12,5486,Remsen-Union,2,16,18,88.9
45,Howard,1,5508,Riceville,6,10,16,62.5
78,Pottawattamie,13,5510,Riverside,7,30,37,81.1
84,Sioux,12,5607,Rock Valley,7,43,50,86
85,Story,11,5643,Roland-Story,17,73,90,81.1
34,Floyd,7,5697,Rudd-Rockford-Marble Rk,9,34,43,79.1
74,Palo Alto,5,5724,Ruthven-Ayrshire,4,11,15,73.3
66,Mitchell,7,5751,St Ansgar,8,37,45,82.2
77,Polk,11,5805,Saydel,30,62,92,67.4
81,Sac,5,5823,Schaller-Crestland,12,38,50,76
24,Crawford,12,5832,Schleswig,6,14,20,70
97,Woodbury,12,5877,Sergeant Bluff-Luton,16,97,113,85.8
93,Wayne,15,5895,Seymour,1,15,16,93.8
17,Cerro Gordo,7,5922,West Fork CSD,16,31,47,66
71,O'Brien,12,5949,Sheldon,8,65,73,89
73,Page,13,5976,Shenandoah,10,49,59,83.1
72,Osceola,12,5994,Sibley-Ocheyedan,6,42,48,87.5
36,Fremont,13,6003,Sidney,4,21,25,84
54,Keokuk,15,6012,Sigourney,6,33,39,84.6
84,Sioux,12,6030,Sioux Center,15,65,80,81.3
11,Buena Vista,5,6035,Sioux Central,10,28,38,73.7
97,Woodbury,12,6039,Sioux City,240,606,846,71.6
13,Calhoun,5,6091,South Central Calhoun,10,55,65,84.6
52,Johnson,10,6093,Solon,11,90,101,89.1
91,Warren,11,6094,Southeast Warren,6,27,33,81.8
40,Hamilton,5,6095,South Hamilton,6,51,57,89.5
94,Webster,5,6096,Southeast Webster Grand,13,32,45,71.1
73,Page,13,6097,South Page,small N,small N,small N,small N
86,Tama,7,6098,South Tama County,17,80,97,82.5
71,O'Brien,12,6099,South O'Brien,3,29,32,90.6
96,Winneshiek,1,6100,South Winneshiek,5,24,29,82.8
77,Polk,11,6101,Southeast Polk,96,383,479,80
21,Clay,5,6102,Spencer,34,110,144,76.4
30,Dickinson,5,6120,Spirit Lake,6,86,92,93.5
57,Linn,10,6138,Springville,5,19,24,79.2
69,Montgomery,13,6165,Stanton,6,15,21,71.4
33,Fayette,1,6175,Starmont,3,25,28,89.3
11,Buena Vista,5,6219,Storm Lake,56,80,136,58.8
40,Hamilton,5,6246,Stratford,0,0,0,
39,Guthrie,11,6264,West Central Valley,14,41,55,74.5
9,Bremer,7,6273,Sumner-Fredericksburg,7,69,76,90.8
16,Cedar,10,6408,Tipton,6,49,55,89.1
78,Pottawattamie,13,6453,Treynor,5,51,56,91.1
78,Pottawattamie,13,6460,Tri-Center,6,49,55,89.1
54,Keokuk,15,6462,Tri-County,3,9,12,75
9,Bremer,7,6471,Tripoli,10,23,33,69.7
96,Winneshiek,1,6509,Turkey Valley,5,18,23,78.3
63,Marion,11,6512,Twin Cedars,9,18,27,66.7
46,Humboldt,5,6516,Twin Rivers,0,0,0,
78,Pottawattamie,13,6534,Underwood,16,47,63,74.6
7,Black Hawk,7,6536,Union,17,80,97,82.5
8,Boone,11,6561,United,0,0,0,
77,Polk,11,6579,Urbandale,55,230,285,80.7
33,Fayette,1,6591,Valley,17,61,78,78.2
89,Van Buren,15,6592,Van Buren,9,37,46,80.4
25,Dallas,11,6615,Van Meter,0,49,49,100
17,Cerro Gordo,7,6633,Ventura,16,59,75,78.7
69,Montgomery,13,6651,Villisca,9,30,39,76.9
6,Benton,10,6660,Vinton-Shellsburg,13,87,100,87
44,Henry,15,6700,Waco,7,24,31,77.4
81,Sac,5,6741,East Sac County,16,57,73,78.1
78,Pottawattamie,13,6750,Walnut,0,0,0,
58,Louisa,15,6759,Wapello,15,43,58,74.1
9,Bremer,7,6762,Wapsie Valley,9,51,60,85
92,Washington,10,6768,Washington,38,100,138,72.5
7,Black Hawk,7,6795,Waterloo,235,380,615,61.8
25,Dallas,11,6822,Waukee,68,524,592,88.5
9,Bremer,7,6840,Waverly-Shell Rock,24,145,169,85.8
93,Wayne,15,6854,Wayne,3,27,30,90
40,Hamilton,5,6867,Webster City,16,105,121,86.8
74,Palo Alto,5,6921,West Bend-Mallard,6,24,30,80
16,Cedar,10,6930,West Branch,7,54,61,88.5
29,Des Moines,15,6937,West Burlington Ind,20,44,64,68.8
33,Fayette,1,6943,West Central,0,19,19,100
28,Delaware,1,6950,West Delaware County,11,89,100,89
77,Polk,11,6957,West Des Moines,91,512,603,84.9
31,Dubuque,1,6961,Western Dubuque,15,203,218,93.1
43,Harrison,13,6969,West Harrison,7,13,20,65
70,Muscatine,9,6975,West Liberty,17,77,94,81.9
60,Lyon,12,6983,West Lyon,14,44,58,75.9
64,Marshall,7,6985,West Marshall,3,67,70,95.7
67,Monona,12,6987,West Monona,3,27,30,90
84,Sioux,12,6990,West Sioux,17,32,49,65.3
97,Woodbury,12,6992,Westwood,11,24,35,68.6
67,Monona,12,7002,Whiting,4,11,15,73.3
48,Iowa,10,7029,Williamsburg,8,70,78,89.7
70,Muscatine,9,7038,Wilton,8,44,52,84.6
44,Henry,15,7047,Winfield-Mt Union,12,13,25,52
61,Madison,11,7056,Winterset,24,98,122,80.3
43,Harrison,13,7092,Woodbine,9,20,29,69
97,Woodbury,12,7098,Woodbury Central,4,45,49,91.8
25,Dallas,11,7110,Woodward-Granger,12,36,48,75
,,,,,,,,
,,,,State,"7,341","25,099","32,440",77.4
