,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
County,County Name,AEA,District #,District Name,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,,
74,Palo Alto,05,2556,Graettinger-Terril,5,21,26,80.8,,7,19,26,73.1,,8,9,17,52.9,,6,18,24,75,,6,13,19,68.4,,6,20,26,76.9,,7,15,22,68.2,,,
01,Adair,13,2673,Nodaway Valley,14,39,53,73.6,,7,29,36,80.6,,13,34,47,72.3,,18,38,56,67.9,,5,43,48,89.6,,12,47,59,79.7,,4,38,42,90.5,,,
86,Tama,07,2682,GMG,9,23,32,71.9,,3,25,28,89.3,,9,29,38,76.3,,6,27,33,81.8,,6,32,38,84.2,,1,40,41,97.6,,5,19,24,79.2,,,
79,Poweshiek,07,2709,Grinnell-Newburg,10,94,104,90.4,,14,90,104,86.5,,14,81,95,85.3,,15,94,109,86.2,,11,102,113,90.3,,21,104,125,83.2,,10,93,103,90.3,,,
15,Cass,13,2718,Griswold,7,28,35,80,,0,25,25,100,,5,31,36,86.1,,3,30,33,90.9,,2,21,23,91.3,,13,29,42,69,,3,28,31,90.3,,,
38,Grundy,07,2727,Grundy Center,4,51,55,92.7,,6,37,43,86,,9,46,55,83.6,,5,43,48,89.6,,0,42,42,100,,4,46,50,92,,3,42,45,93.3,,,
39,Guthrie,11,2754,Guthrie Center,4,31,35,88.6,,3,35,38,92.1,,4,38,42,90.5,,9,33,42,78.6,,2,28,30,93.3,,3,32,35,91.4,,4,25,29,86.2,,,
22,Clayton,01,2763,Clayton Ridge,3,36,39,92.3,,14,32,46,69.6,,5,34,39,87.2,,8,35,43,81.4,,7,38,45,84.4,,12,36,48,75,,5,49,54,90.7,,,
48,Iowa,10,2766,H-L-V,8,19,27,70.4,,3,21,24,87.5,,0,19,19,100,,5,19,24,79.2,,0,24,24,100,,6,18,24,75,,6,18,24,75,,,
36,Fremont,13,2772,Hamburg,4,10,14,71.4,,9,11,20,55,,11,14,25,56,,13,12,25,48,,5,18,23,78.3,,7,19,26,73.1,,0,0,0,,,,
35,Franklin,07,2781,Hampton-Dumont,18,55,73,75.3,,16,51,67,76.1,,8,86,94,91.5,,11,55,66,83.3,,14,64,78,82.1,,13,79,92,85.9,,3,83,86,96.5,,,
83,Shelby,13,2826,Harlan,15,70,85,82.4,,24,77,101,76.2,,11,87,98,88.8,,19,91,110,82.7,,6,94,100,94,,18,93,111,83.8,,5,119,124,96,,,
89,Van Buren,15,2834,Harmony,7,20,27,74.1,,6,15,21,71.4,,7,11,18,61.1,,0,13,13,100,,4,18,22,81.8,,6,7,13,53.8,,3,14,17,82.4,,,
30,Dickinson,05,2846,Harris-Lake Park,5,24,29,82.8,,2,22,24,91.7,,2,23,25,92,,5,28,33,84.8,,2,19,21,90.5,,0,22,22,100,,0,19,19,100,,,
71,O'Brien,12,2862,Hartley-Melvin-Sanborn,9,45,54,83.3,,8,37,45,82.2,,11,25,36,69.4,,13,27,40,67.5,,4,35,39,89.7,,4,45,49,91.8,,4,36,40,90,,,
92,Washington,10,2977,Highland,8,43,51,84.3,,8,40,48,83.3,,6,43,49,87.8,,8,36,44,81.8,,4,42,46,91.3,,6,40,46,87,,5,28,33,84.8,,,
75,Plymouth,12,2988,Hinton,6,41,47,87.2,,7,45,52,86.5,,8,49,57,86,,5,37,42,88.1,,3,41,44,93.2,,10,46,56,82.1,,5,50,55,90.9,,,
45,Howard,01,3029,Howard-Winneshiek,9,45,54,83.3,,14,62,76,81.6,,18,57,75,76,,16,44,60,73.3,,20,54,74,73,,20,72,92,78.3,,8,84,92,91.3,,,
42,Hardin,07,3033,Hubbard-Radcliffe,1,15,16,93.8,,5,16,21,76.2,,2,15,17,88.2,,10,53,63,84.1,,9,43,52,82.7,,15,57,72,79.2,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson,8,47,55,85.5,,9,36,45,80,,12,39,51,76.5,,8,52,60,86.7,,6,41,47,87.2,,5,37,42,88.1,,3,51,54,94.4,,,
46,Humboldt,05,3060,Humboldt,11,80,91,87.9,,8,90,98,91.8,,9,78,87,89.7,,17,63,80,78.8,,3,97,100,97,,14,92,106,86.8,,6,91,97,93.8,,,
10,Buchanan,07,3105,Independence,7,78,85,91.8,,7,80,87,92,,14,74,88,84.1,,8,77,85,90.6,,18,87,105,82.9,,12,75,87,86.2,,16,76,92,82.6,,,
91,Warren,11,3114,Indianola,32,200,232,86.2,,20,207,227,91.2,,22,207,229,90.4,,46,224,270,83,,28,207,235,88.1,,32,225,257,87.5,,21,247,268,92.2,,,
61,Madison,11,3119,Interstate 35,8,58,66,87.9,,7,49,56,87.5,,14,42,56,75,,11,36,47,76.6,,12,46,58,79.3,,18,53,71,74.6,,13,48,61,78.7,,,
52,Johnson,10,3141,Iowa City,231,711,942,75.5,,193,675,868,77.8,,197,723,920,78.6,,191,664,855,77.7,,161,671,832,80.6,,232,659,891,74,,111,682,793,86,,,
42,Hardin,07,3150,Iowa Falls,22,58,80,72.5,,10,56,66,84.8,,10,53,63,84.1,,small N,small N,small N,small N,,16,78,94,83,,25,76,101,75.2,,8,73,81,90.1,,,
48,Iowa,10,3154,Iowa Valley,3,33,36,91.7,,1,34,35,97.1,,2,37,39,94.9,,3,25,28,89.3,,3,40,43,93,,2,32,34,94.1,,4,29,33,87.9,,,
24,Crawford,13,3168,IKM-Manning,6,39,45,86.7,,6,34,40,85,,14,37,51,72.5,,17,24,41,58.5,,5,34,39,87.2,,5,49,54,90.7,,6,43,49,87.8,,,
09,Bremer,07,3186,Janesville Consolidated,5,16,21,76.2,,8,18,26,69.2,,4,22,26,84.6,,2,24,26,92.3,,1,19,20,95,,3,23,26,88.5,,3,22,25,88,,,
37,Greene,05,3195,Greene County,23,62,85,72.9,,12,67,79,84.8,,20,51,71,71.8,,19,76,95,80,,19,64,83,77.1,,9,64,73,87.7,,11,80,91,87.9,,,
10,Buchanan,07,3204,Jesup,22,63,85,74.1,,14,57,71,80.3,,14,60,74,81.1,,5,54,59,91.5,,7,70,77,90.9,,17,51,68,75,,7,45,52,86.5,,,
77,Polk,11,3231,Johnston,30,416,446,93.3,,45,409,454,90.1,,29,418,447,93.5,,26,466,492,94.7,,12,455,467,97.4,,30,448,478,93.7,,35,404,439,92,,,
56,Lee,15,3312,Keokuk,26,89,115,77.4,,24,82,106,77.4,,23,86,109,78.9,,23,69,92,75,,28,97,125,77.6,,46,79,125,63.2,,41,86,127,67.7,,,
54,Keokuk,15,3330,Keota,2,25,27,92.6,,2,18,20,90,,0,11,11,100,,2,23,25,92,,3,23,26,88.5,,2,16,18,88.9,,0,15,15,100,,,
75,Plymouth,12,3348,Kingsley-Pierson,4,24,28,85.7,,7,34,41,82.9,,11,15,26,57.7,,10,28,38,73.7,,0,24,24,100,,5,27,32,84.4,,3,41,44,93.2,,,
63,Marion,11,3375,Knoxville,42,76,118,64.4,,42,71,113,62.8,,24,90,114,78.9,,15,98,113,86.7,,16,106,122,86.9,,15,98,113,86.7,,16,110,126,87.3,,,
95,Winnebago,07,3420,Lake Mills,6,34,40,85,,5,38,43,88.4,,5,30,35,85.7,,8,45,53,84.9,,4,44,48,91.7,,4,32,36,88.9,,2,42,44,95.5,,,
27,Decatur,13,3465,Lamoni,8,14,22,63.6,,10,18,28,64.3,,4,24,28,85.7,,5,22,27,81.5,,3,19,22,86.4,,4,14,18,77.8,,4,11,15,73.3,,,
76,Pocahontas,05,3537,Laurens-Marathon,8,8,16,50,,1,20,21,95.2,,2,11,13,84.6,,7,7,14,50,,9,11,20,55,,3,12,15,80,,6,16,22,72.7,,,
97,Woodbury,12,3555,Lawton-Bronson,0,39,39,100,,5,30,35,85.7,,5,36,41,87.8,,2,35,37,94.6,,2,43,45,95.6,,6,40,46,87,,1,47,48,97.9,,,
75,Plymouth,12,3600,Le Mars,14,124,138,89.9,,10,108,118,91.5,,18,114,132,86.4,,5,148,153,96.7,,11,138,149,92.6,,19,115,134,85.8,,24,124,148,83.8,,,
87,Taylor,13,3609,Lenox,3,22,25,88,,1,34,35,97.1,,5,30,35,85.7,,0,25,25,100,,4,30,34,88.2,,6,24,30,80,,2,26,28,92.9,,,
78,Pottawattamie,13,3645,Lewis Central,71,143,214,66.8,,60,142,202,70.3,,60,166,226,73.5,,61,132,193,68.4,,42,189,231,81.8,,70,147,217,67.7,,40,182,222,82,,,
16,Cedar,10,3691,North Cedar,5,45,50,90,,8,38,46,82.6,,14,40,54,74.1,,15,39,54,72.2,,15,43,58,74.1,,30,40,70,57.1,,13,47,60,78.3,,,
57,Linn,10,3715,Linn-Mar,58,468,526,89,,55,438,493,88.8,,55,444,499,89,,65,465,530,87.7,,50,444,494,89.9,,79,391,470,83.2,,45,385,430,89.5,,,
57,Linn,10,3744,Lisbon,11,44,55,80,,15,33,48,68.8,,4,30,34,88.2,,7,44,51,86.3,,5,30,35,85.7,,5,34,39,87.2,,0,33,33,100,,,
43,Harrison,13,3798,Logan-Magnolia,2,40,42,95.2,,3,41,44,93.2,,3,37,40,92.5,,3,38,41,92.7,,6,45,51,88.2,,7,39,46,84.8,,5,36,41,87.8,,,
52,Johnson,10,3816,Lone Tree,7,20,27,74.1,,8,28,36,77.8,,13,28,41,68.3,,16,25,41,61,,4,24,28,85.7,,11,27,38,71.1,,11,16,27,59.3,,,
58,Louisa,09,3841,Louisa-Muscatine,9,41,50,82,,14,41,55,74.5,,11,51,62,82.3,,12,47,59,79.7,,14,52,66,78.8,,22,33,55,60,,10,57,67,85.1,,,
55,Kossuth,05,3897,LuVerne,small N,small N,small N,small N,,5,14,19,73.7,,small N,small N,small N,small N,,2,10,12,83.3,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully,6,23,29,79.3,,5,37,42,88.1,,7,26,33,78.8,,5,30,35,85.7,,0,23,23,100,,4,37,41,90.2,,0,31,31,100,,,
08,Boone,11,3942,Madrid,5,51,56,91.1,,5,33,38,86.8,,4,36,40,90,,9,52,61,85.2,,2,38,40,95,,12,40,52,76.9,,12,39,51,76.5,,,
65,Mills,13,3978,East Mills,10,28,38,73.7,,4,31,35,88.6,,6,24,30,80,,6,26,32,81.3,,5,23,28,82.1,,6,25,31,80.6,,14,25,39,64.1,,,
13,Calhoun,05,4023,Manson Northwest Webster,11,34,45,75.6,,11,34,45,75.6,,11,39,50,78,,6,41,47,87.2,,2,40,42,95.2,,13,28,41,68.3,,1,55,56,98.2,,,
67,Monona,12,4033,Maple Valley-Anthon Oto,13,35,48,72.9,,14,30,44,68.2,,8,28,36,77.8,,13,17,30,56.7,,9,35,44,79.5,,17,27,44,61.4,,9,37,46,80.4,,,
49,Jackson,09,4041,Maquoketa,11,51,62,82.3,,19,54,73,74,,13,60,73,82.2,,29,40,69,58,,17,82,99,82.8,,43,75,118,63.6,,9,111,120,92.5,,,
28,Delaware,01,4043,Maquoketa Valley,6,41,47,87.2,,2,41,43,95.3,,1,47,48,97.9,,6,48,54,88.9,,6,37,43,86,,8,41,49,83.7,,5,53,58,91.4,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn,2,23,25,92,,0,31,31,100,,5,25,30,83.3,,1,21,22,95.5,,3,24,27,88.9,,2,17,19,89.5,,1,30,31,96.8,,,
57,Linn,10,4086,Marion Independent,22,119,141,84.4,,20,129,149,86.6,,27,103,130,79.2,,23,125,148,84.5,,16,106,122,86.9,,18,119,137,86.9,,23,114,137,83.2,,,
64,Marshall,07,4104,Marshalltown,102,221,323,68.4,,96,229,325,70.5,,100,200,300,66.7,,88,209,297,70.4,,84,224,308,72.7,,108,193,301,64.1,,68,228,296,77,,,
91,Warren,11,4122,Martensdale-St Marys,13,27,40,67.5,,4,26,30,86.7,,5,29,34,85.3,,2,41,43,95.3,,3,36,39,92.3,,5,36,41,87.8,,4,36,40,90,,,
17,Cerro Gordo,07,4131,Mason City,73,204,277,73.6,,68,183,251,72.9,,76,182,258,70.5,,64,177,241,73.4,,37,216,253,85.4,,48,206,254,81.1,,49,206,255,80.8,,,
84,Sioux,12,4149,MOC-Floyd Valley,11,94,105,89.5,,7,91,98,92.9,,12,85,97,87.6,,11,65,76,85.5,,5,89,94,94.7,,6,76,82,92.7,,6,96,102,94.1,,,
29,Des Moines,15,4203,Mediapolis,2,54,56,96.4,,10,42,52,80.8,,9,44,53,83,,5,40,45,88.9,,4,38,42,90.5,,3,50,53,94.3,,10,57,67,85.1,,,
63,Marion,11,4212,Melcher-Dallas,2,15,17,88.2,,4,23,27,85.2,,5,18,23,78.3,,5,19,24,79.2,,3,18,21,85.7,,6,13,19,68.4,,7,11,18,61.1,,,
53,Jones,10,4269,Midland,8,21,29,72.4,,6,22,28,78.6,,7,21,28,75,,4,29,33,87.9,,5,27,32,84.4,,13,26,39,66.7,,7,19,26,73.1,,,
92,Washington,10,4271,Mid-Prairie,17,73,90,81.1,,14,82,96,85.4,,18,80,98,81.6,,18,74,92,80.4,,9,76,85,89.4,,14,71,85,83.5,,11,68,79,86.1,,,
43,Harrison,13,4356,Missouri Valley,13,40,53,75.5,,14,33,47,70.2,,16,36,52,69.2,,19,51,70,72.9,,8,42,50,84,,9,43,52,82.7,,16,47,63,74.6,,,
22,Clayton,01,4419,MFL MarMac,16,46,62,74.2,,10,40,50,80,,18,35,53,66,,14,37,51,72.5,,3,39,42,92.9,,9,52,61,85.2,,2,60,62,96.8,,,
79,Poweshiek,07,4437,Montezuma,4,29,33,87.9,,9,23,32,71.9,,11,24,35,68.6,,5,30,35,85.7,,3,32,35,91.4,,12,23,35,65.7,,2,20,22,90.9,,,
53,Jones,10,4446,Monticello,7,64,71,90.1,,26,62,88,70.5,,28,50,78,64.1,,15,63,78,80.8,,11,53,64,82.8,,14,62,76,81.6,,6,76,82,92.7,,,
04,Appanoose,15,4491,Moravia,3,24,27,88.9,,3,27,30,90,,6,17,23,73.9,,6,28,34,82.4,,7,18,25,72,,12,17,29,58.6,,5,21,26,80.8,,,
93,Wayne,13,4505,Mormon Trail,5,13,18,72.2,,5,12,17,70.6,,4,14,18,77.8,,9,7,16,43.8,,3,8,11,72.7,,6,9,15,60,,3,11,14,78.6,,,
58,Louisa,15,4509,Morning Sun,1,12,13,92.3,,4,14,18,77.8,,2,13,15,86.7,,3,13,16,81.3,,small N,small N,small N,small N,,7,7,14,50,,2,9,11,81.8,,,
04,Appanoose,15,4518,Moulton-Udell,9,11,20,55,,4,8,12,66.7,,3,8,11,72.7,,5,9,14,64.3,,1,9,10,90,,1,10,11,90.9,,0,18,18,100,,,
80,Ringgold,13,4527,Mount Ayr,7,31,38,81.6,,7,44,51,86.3,,4,30,34,88.2,,3,41,44,93.2,,3,44,47,93.6,,12,33,45,73.3,,3,33,36,91.7,,,
44,Henry,15,4536,Mount Pleasant,16,95,111,85.6,,22,111,133,83.5,,26,84,110,76.4,,42,95,137,69.3,,25,117,142,82.4,,29,121,150,80.7,,22,123,145,84.8,,,
57,Linn,10,4554,Mount Vernon,4,85,89,95.5,,10,82,92,89.1,,9,72,81,88.9,,11,81,92,88,,8,92,100,92,,13,79,92,85.9,,5,90,95,94.7,,,
20,Clarke,13,4572,Murray,3,17,20,85,,5,22,27,81.5,,5,17,22,77.3,,5,22,27,81.5,,2,14,16,87.5,,2,27,29,93.1,,5,20,25,80,,,
70,Muscatine,09,4581,Muscatine,78,293,371,79,,114,244,358,68.2,,110,225,335,67.2,,122,249,371,67.1,,93,288,381,75.6,,119,225,344,65.4,,78,242,320,75.6,,,
19,Chickasaw,07,4599,Nashua-Plainfield,7,33,40,82.5,,3,36,39,92.3,,6,37,43,86,,9,37,46,80.4,,1,34,35,97.1,,7,38,45,84.4,,3,41,44,93.2,,,
85,Story,11,4617,Nevada,11,100,111,90.1,,17,92,109,84.4,,18,83,101,82.2,,24,90,114,78.9,,12,85,97,87.6,,21,88,109,80.7,,9,84,93,90.3,,,
11,Buena Vista,05,4644,Newell-Fonda,3,26,29,89.7,,15,27,42,64.3,,15,28,43,65.1,,3,20,23,87,,5,22,27,81.5,,9,18,27,66.7,,5,30,35,85.7,,,
19,Chickasaw,01,4662,New Hampton,13,56,69,81.2,,11,66,77,85.7,,9,45,54,83.3,,9,59,68,86.8,,4,59,63,93.7,,15,65,80,81.3,,11,70,81,86.4,,,
44,Henry,15,4689,New London,4,23,27,85.2,,4,41,45,91.1,,5,35,40,87.5,,8,25,33,75.8,,5,38,43,88.4,,6,27,33,81.8,,6,34,40,85,,,
50,Jasper,11,4725,Newton,29,170,199,85.4,,29,169,198,85.4,,31,152,183,83.1,,53,146,199,73.4,,33,176,209,84.2,,53,143,196,73,,36,142,178,79.8,,,
98,Worth,07,4772,Central Springs,8,42,50,84,,6,38,44,86.4,,5,58,63,92.1,,4,33,37,89.2,,3,45,48,93.8,,3,51,54,94.4,,7,46,53,86.8,,,
23,Clinton,09,4773,Northeast,5,52,57,91.2,,5,37,42,88.1,,3,45,48,93.8,,3,55,58,94.8,,1,56,57,98.2,,1,59,60,98.3,,3,72,75,96,,,
33,Fayette,01,4774,North Fayette,2,45,47,95.7,,4,51,55,92.7,,14,32,46,69.6,,4,46,50,92,,0,0,0,,,0,0,0,,,10,67,77,87,,,
40,Hamilton,05,4775,Northeast Hamilton,8,9,17,52.9,,small N,small N,small N,small N,,6,9,15,60,,small N,small N,small N,small N,,small N,small N,small N,small N,,5,6,11,54.5,,small N,small N,small N,small N,,,
62,Mahaska,15,4776,North Mahaska,0,24,24,100,,3,39,42,92.9,,2,32,34,94.1,,4,26,30,86.7,,6,33,39,84.6,,8,17,25,68,,5,29,34,85.3,,,
57,Linn,10,4777,North Linn,5,34,39,87.2,,2,42,44,95.5,,5,49,54,90.7,,9,48,57,84.2,,4,46,50,92,,14,40,54,74.1,,7,38,45,84.4,,,
55,Kossuth,05,4778,North Kossuth,0,22,22,100,,4,13,17,76.5,,5,19,24,79.2,,10,14,24,58.3,,4,43,47,91.5,,8,32,40,80,,0,0,0,,,,
77,Polk,11,4779,North Polk,8,104,112,92.9,,2,112,114,98.2,,5,88,93,94.6,,12,107,119,89.9,,7,81,88,92,,12,94,106,88.7,,7,77,84,91.7,,,
82,Scott,09,4784,North Scott,12,190,202,94.1,,24,192,216,88.9,,22,175,197,88.8,,20,196,216,90.7,,11,202,213,94.8,,36,186,222,83.8,,11,202,213,94.8,,,
86,Tama,07,4785,North Tama County,4,32,36,88.9,,3,28,31,90.3,,0,34,34,100,,1,35,36,97.2,,8,33,41,80.5,,8,25,33,75.8,,1,36,37,97.3,,,
96,Winneshiek,01,4787,North Winneshiek,1,18,19,94.7,,2,11,13,84.6,,4,9,13,69.2,,0,12,12,100,,1,10,11,90.9,,2,15,17,88.2,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett,6,31,37,83.8,,4,25,29,86.2,,3,27,30,90,,9,29,38,76.3,,6,22,28,78.6,,9,21,30,70,,3,38,41,92.7,,,
91,Warren,11,4797,Norwalk,21,168,189,88.9,,22,192,214,89.7,,12,175,187,93.6,,17,136,153,88.9,,16,189,205,92.2,,18,173,191,90.6,,13,197,210,93.8,,,
81,Sac,05,4860,Odebolt-Arthur,0,27,27,100,,4,24,28,85.7,,4,13,17,76.5,,13,59,72,81.9,,11,68,79,86.1,,13,49,62,79,,0,0,0,,,,
33,Fayette,01,4869,Oelwein,21,62,83,74.7,,15,61,76,80.3,,17,50,67,74.6,,19,60,79,75.9,,13,52,65,80,,29,62,91,68.1,,13,68,81,84,,,
08,Boone,11,4878,Ogden,6,46,52,88.5,,4,31,35,88.6,,8,36,44,81.8,,3,42,45,93.3,,4,48,52,92.3,,7,45,52,86.5,,5,45,50,90,,,
30,Dickinson,05,4890,Okoboji,2,61,63,96.8,,4,70,74,94.6,,14,62,76,81.6,,15,41,56,73.2,,2,54,56,96.4,,10,56,66,84.8,,8,52,60,86.7,,,
53,Jones,10,4905,Olin Consolidated,0,0,0,,,small N,small N,small N,small N,,2,10,12,83.3,,2,8,10,80,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg,0,14,14,100,,2,10,12,83.3,,6,5,11,45.5,,2,9,11,81.8,,small N,small N,small N,small N,,5,8,13,61.5,,1,9,10,90,,,
66,Mitchell,07,4995,Osage,6,51,57,89.5,,11,58,69,84.1,,4,53,57,93,,8,52,60,86.7,,5,65,70,92.9,,16,53,69,76.8,,7,64,71,90.1,,,
62,Mahaska,15,5013,Oskaloosa,50,116,166,69.9,,43,105,148,70.9,,41,124,165,75.2,,77,100,177,56.5,,36,114,150,76,,33,118,151,78.1,,28,117,145,80.7,,,
90,Wapello,15,5049,Ottumwa,88,193,281,68.7,,81,233,314,74.2,,82,216,298,72.5,,71,207,278,74.5,,54,233,287,81.2,,94,199,293,67.9,,90,185,275,67.3,,,
39,Guthrie,11,5121,Panorama,8,38,46,82.6,,11,37,48,77.1,,23,37,60,61.7,,8,52,60,86.7,,6,43,49,87.8,,6,46,52,88.5,,14,46,60,76.7,,,
37,Greene,05,5139,Paton-Churdan,small N,small N,small N,small N,,0,11,11,100,,0,10,10,100,,2,11,13,84.6,,1,11,12,91.7,,5,13,18,72.2,,1,9,10,90,,,
50,Jasper,11,5160,PCM,14,56,70,80,,16,60,76,78.9,,16,43,59,72.9,,13,67,80,83.8,,8,71,79,89.9,,13,78,91,85.7,,6,61,67,91,,,
54,Keokuk,15,5163,Pekin,0,34,34,100,,2,55,57,96.5,,4,36,40,90,,9,44,53,83,,4,47,51,92.2,,5,39,44,88.6,,12,35,47,74.5,,,
63,Marion,11,5166,Pella,20,129,149,86.6,,24,147,171,86,,23,120,143,83.9,,38,116,154,75.3,,13,143,156,91.7,,10,133,143,93,,9,154,163,94.5,,,
25,Dallas,11,5184,Perry,37,73,110,66.4,,16,74,90,82.2,,36,87,123,70.7,,24,73,97,75.3,,18,122,140,87.1,,32,76,108,70.4,,32,94,126,74.6,,,
82,Scott,09,5250,Pleasant Valley,33,275,308,89.3,,17,277,294,94.2,,14,292,306,95.4,,15,265,280,94.6,,20,284,304,93.4,,37,281,318,88.4,,16,271,287,94.4,,,
63,Marion,11,5256,Pleasantville,3,45,48,93.8,,8,40,48,83.3,,6,38,44,86.4,,9,36,45,80,,9,44,53,83,,18,38,56,67.9,,13,41,54,75.9,,,
76,Pocahontas,05,5283,Pocahontas Area,3,28,31,90.3,,10,30,40,75,,7,36,43,83.7,,4,33,37,89.2,,7,39,46,84.8,,22,37,59,62.7,,5,57,62,91.9,,,
03,Allamakee,01,5310,Postville,11,38,49,77.6,,16,25,41,61,,16,28,44,63.6,,5,40,45,88.9,,11,25,36,69.4,,6,21,27,77.8,,8,23,31,74.2,,,
94,Webster,05,5325,Prairie Valley,3,32,35,91.4,,0,29,29,100,,0,0,0,,,0,0,0,,,small N,small N,small N,small N,,0,0,0,,,5,40,45,88.9,,,
02,Adams,13,5328,Prescott,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,small N,small N,small N,small N,,0,0,0,,,,
69,Montgomery,13,5463,Red Oak,13,58,71,81.7,,9,61,70,87.1,,12,66,78,84.6,,13,57,70,81.4,,10,65,75,86.7,,23,62,85,72.9,,6,66,72,91.7,,,
75,Plymouth,12,5486,Remsen-Union,5,17,22,77.3,,5,21,26,80.8,,2,16,18,88.9,,1,21,22,95.5,,0,18,18,100,,2,16,18,88.9,,0,24,24,100,,,
45,Howard,01,5508,Riceville,1,21,22,95.5,,4,12,16,75,,3,22,25,88,,2,23,25,92,,4,19,23,82.6,,6,10,16,62.5,,3,13,16,81.3,,,
78,Pottawattamie,13,5510,Riverside,5,37,42,88.1,,4,45,49,91.8,,6,25,31,80.6,,7,35,42,83.3,,8,37,45,82.2,,7,30,37,81.1,,2,41,43,95.3,,,
84,Sioux,12,5607,Rock Valley,8,53,61,86.9,,8,47,55,85.5,,15,35,50,70,,10,34,44,77.3,,5,49,54,90.7,,7,43,50,86,,11,53,64,82.8,,,
85,Story,11,5643,Roland-Story,10,73,83,88,,10,66,76,86.8,,16,46,62,74.2,,14,68,82,82.9,,8,62,70,88.6,,17,73,90,81.1,,2,64,66,97,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk,2,25,27,92.6,,2,21,23,91.3,,4,25,29,86.2,,6,27,33,81.8,,5,20,25,80,,9,34,43,79.1,,5,33,38,86.8,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire,0,11,11,100,,2,11,13,84.6,,2,10,12,83.3,,4,7,11,63.6,,0,12,12,100,,4,11,15,73.3,,1,12,13,92.3,,,
66,Mitchell,07,5751,St Ansgar,5,33,38,86.8,,1,35,36,97.2,,2,30,32,93.8,,7,44,51,86.3,,6,34,40,85,,8,37,45,82.2,,2,48,50,96,,,
77,Polk,11,5805,Saydel,16,52,68,76.5,,18,71,89,79.8,,28,49,77,63.6,,27,53,80,66.3,,12,80,92,87,,30,62,92,67.4,,30,73,103,70.9,,,
81,Sac,05,5823,Schaller-Crestland,11,23,34,67.6,,5,20,25,80,,5,24,29,82.8,,8,35,43,81.4,,1,43,44,97.7,,12,38,50,76,,0,0,0,,,,
24,Crawford,12,5832,Schleswig,3,16,19,84.2,,2,15,17,88.2,,4,8,12,66.7,,4,17,21,81,,1,12,13,92.3,,6,14,20,70,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton,12,77,89,86.5,,13,102,115,88.7,,20,94,114,82.5,,31,84,115,73,,15,104,119,87.4,,16,97,113,85.8,,13,92,105,87.6,,,
93,Wayne,15,5895,Seymour,4,13,17,76.5,,9,11,20,55,,0,16,16,100,,0,19,19,100,,3,15,18,83.3,,1,15,16,93.8,,2,12,14,85.7,,,
17,Cerro Gordo,07,5922,West Fork CSD,7,29,36,80.6,,8,38,46,82.6,,10,34,44,77.3,,6,39,45,86.7,,10,28,38,73.7,,16,31,47,66,,4,46,50,92,,,
71,O'Brien,12,5949,Sheldon,9,56,65,86.2,,11,55,66,83.3,,7,59,66,89.4,,3,66,69,95.7,,4,46,50,92,,8,65,73,89,,7,56,63,88.9,,,
73,Page,13,5976,Shenandoah,11,60,71,84.5,,8,44,52,84.6,,25,47,72,65.3,,15,52,67,77.6,,13,45,58,77.6,,10,49,59,83.1,,9,72,81,88.9,,,
72,Osceola,12,5994,Sibley-Ocheyedan,10,55,65,84.6,,6,53,59,89.8,,5,45,50,90,,9,57,66,86.4,,8,38,46,82.6,,6,42,48,87.5,,10,48,58,82.8,,,
36,Fremont,13,6003,Sidney,3,15,18,83.3,,6,18,24,75,,2,12,14,85.7,,7,16,23,69.6,,2,22,24,91.7,,4,21,25,84,,2,20,22,90.9,,,
54,Keokuk,15,6012,Sigourney,3,26,29,89.7,,11,33,44,75,,7,32,39,82.1,,5,33,38,86.8,,2,33,35,94.3,,6,33,39,84.6,,7,28,35,80,,,
84,Sioux,12,6030,Sioux Center,14,82,96,85.4,,25,65,90,72.2,,15,53,68,77.9,,12,61,73,83.6,,8,67,75,89.3,,15,65,80,81.3,,4,54,58,93.1,,,
11,Buena Vista,05,6035,Sioux Central,0,33,33,100,,7,34,41,82.9,,9,24,33,72.7,,10,24,34,70.6,,14,30,44,68.2,,10,28,38,73.7,,4,35,39,89.7,,,
97,Woodbury,12,6039,Sioux City,264,754,1018,74.1,,239,691,930,74.3,,257,705,962,73.3,,224,687,911,75.4,,177,682,859,79.4,,240,606,846,71.6,,170,605,775,78.1,,,
