,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
County,County Name,AEA,District #,District Name,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,,
78,Pottawattamie,13,6534,Underwood,4,44,48,91.7,,12,34,46,73.9,,9,49,58,84.5,,10,44,54,81.5,,14,44,58,75.9,,16,47,63,74.6,,6,52,58,89.7,,,
07,Black Hawk,07,6536,Union,14,67,81,82.7,,6,48,54,88.9,,15,71,86,82.6,,22,55,77,71.4,,21,78,99,78.8,,22,75,97,77.3,,10,70,80,87.5,,,
08,Boone,11,6561,United,1,23,24,95.8,,3,27,30,90,,0,16,16,100,,1,14,15,93.3,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale,45,212,257,82.5,,29,232,261,88.9,,43,219,262,83.6,,52,207,259,79.9,,50,246,296,83.1,,53,232,285,81.4,,67,236,303,77.9,,,
33,Fayette,01,6591,Valley,5,20,25,80,,7,21,28,75,,8,18,26,69.2,,7,23,30,76.7,,15,53,68,77.9,,15,63,78,80.8,,0,0,0,,,,
89,Van Buren,15,6592,Van Buren,10,17,27,63,,4,34,38,89.5,,12,25,37,67.6,,12,29,41,70.7,,4,35,39,89.7,,6,40,46,87,,11,30,41,73.2,,,
25,Dallas,11,6615,Van Meter,9,32,41,78,,4,43,47,91.5,,6,38,44,86.4,,9,37,46,80.4,,5,42,47,89.4,,4,45,49,91.8,,1,50,51,98,,,
17,Cerro Gordo,07,6633,Ventura,small N,small N,small N,small N,,2,10,12,83.3,,small N,small N,small N,small N,,1,16,17,94.1,,17,51,68,75,,20,55,75,73.3,,0,0,0,,,,
69,Montgomery,13,6651,Villisca,4,10,14,71.4,,6,19,25,76,,4,14,18,77.8,,14,26,40,65,,8,33,41,80.5,,12,27,39,69.2,,0,0,0,,,,
06,Benton,10,6660,Vinton-Shellsburg,12,99,111,89.2,,17,101,118,85.6,,18,86,104,82.7,,13,87,100,87,,18,86,104,82.7,,24,76,100,76,,23,103,126,81.7,,,
44,Henry,15,6700,Waco,7,20,27,74.1,,4,26,30,86.7,,5,20,25,80,,9,17,26,65.4,,9,27,36,75,,10,21,31,67.7,,0,19,19,100,,,
81,Sac,05,6741,East Sac County,19,55,74,74.3,,15,48,63,76.2,,13,44,57,77.2,,8,46,54,85.2,,3,56,59,94.9,,8,65,73,89,,19,45,64,70.3,,,
78,Pottawattamie,13,6750,Walnut,small N,small N,small N,small N,,small N,small N,small N,small N,,2,9,11,81.8,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
58,Louisa,15,6759,Wapello,12,19,31,61.3,,12,22,34,64.7,,7,20,27,74.1,,10,35,45,77.8,,15,40,55,72.7,,18,40,58,69,,10,35,45,77.8,,,
09,Bremer,07,6762,Wapsie Valley,13,47,60,78.3,,13,44,57,77.2,,17,44,61,72.1,,10,42,52,80.8,,11,44,55,80,,10,50,60,83.3,,8,41,49,83.7,,,
92,Washington,10,6768,Washington,31,59,90,65.6,,31,70,101,69.3,,25,75,100,75,,30,67,97,69.1,,27,105,132,79.5,,48,90,138,65.2,,15,92,107,86,,,
07,Black Hawk,07,6795,Waterloo,345,409,754,54.2,,297,429,726,59.1,,222,499,721,69.2,,240,431,671,64.2,,229,420,649,64.7,,225,393,618,63.6,,198,420,618,68,,,
25,Dallas,11,6822,Waukee,68,602,670,89.9,,75,550,625,88,,70,539,609,88.5,,70,530,600,88.3,,66,525,591,88.8,,53,539,592,91,,50,458,508,90.2,,,
09,Bremer,07,6840,Waverly-Shell Rock,13,122,135,90.4,,13,138,151,91.4,,21,118,139,84.9,,31,128,159,80.5,,23,119,142,83.8,,24,145,169,85.8,,16,137,153,89.5,,,
93,Wayne,15,6854,Wayne,5,28,33,84.8,,8,26,34,76.5,,9,31,40,77.5,,6,25,31,80.6,,7,35,42,83.3,,4,26,30,86.7,,2,21,23,91.3,,,
40,Hamilton,05,6867,Webster City,27,82,109,75.2,,23,78,101,77.2,,22,83,105,79,,11,84,95,88.4,,20,82,102,80.4,,29,92,121,76,,24,98,122,80.3,,,
74,Palo Alto,05,6921,West Bend-Mallard,3,18,21,85.7,,6,11,17,64.7,,4,17,21,81,,5,25,30,83.3,,9,15,24,62.5,,2,28,30,93.3,,5,24,29,82.8,,,
16,Cedar,10,6930,West Branch,6,36,42,85.7,,13,41,54,75.9,,9,42,51,82.4,,18,47,65,72.3,,16,41,57,71.9,,9,52,61,85.2,,7,49,56,87.5,,,
29,Des Moines,15,6937,West Burlington Ind,4,52,56,92.9,,14,57,71,80.3,,11,39,50,78,,10,50,60,83.3,,11,35,46,76.1,,19,45,64,70.3,,7,42,49,85.7,,,
33,Fayette,01,6943,West Central,1,13,14,92.9,,1,17,18,94.4,,6,13,19,68.4,,3,11,14,78.6,,4,11,15,73.3,,2,17,19,89.5,,6,23,29,79.3,,,
28,Delaware,01,6950,West Delaware County,17,87,104,83.7,,19,78,97,80.4,,23,75,98,76.5,,25,82,107,76.6,,9,78,87,89.7,,12,88,100,88,,26,88,114,77.2,,,
77,Polk,11,6957,West Des Moines,129,469,598,78.4,,116,465,581,80,,97,494,591,83.6,,115,521,636,81.9,,105,551,656,84,,95,506,601,84.2,,113,533,646,82.5,,,
31,Dubuque,01,6961,Western Dubuque,39,168,207,81.2,,35,176,211,83.4,,30,152,182,83.5,,38,172,210,81.9,,47,160,207,77.3,,45,173,218,79.4,,49,164,213,77,,,
43,Harrison,13,6969,West Harrison,2,14,16,87.5,,3,10,13,76.9,,4,16,20,80,,10,13,23,56.5,,6,15,21,71.4,,5,15,20,75,,6,17,23,73.9,,,
70,Muscatine,09,6975,West Liberty,25,57,82,69.5,,22,47,69,68.1,,26,60,86,69.8,,27,51,78,65.4,,13,71,84,84.5,,25,69,94,73.4,,13,62,75,82.7,,,
60,Lyon,12,6983,West Lyon,6,56,62,90.3,,9,61,70,87.1,,7,65,72,90.3,,6,54,60,90,,10,49,59,83.1,,13,45,58,77.6,,7,38,45,84.4,,,
64,Marshall,07,6985,West Marshall,2,63,65,96.9,,20,47,67,70.1,,11,55,66,83.3,,12,58,70,82.9,,8,56,64,87.5,,11,59,70,84.3,,7,45,52,86.5,,,
67,Monona,12,6987,West Monona,18,37,55,67.3,,10,41,51,80.4,,12,37,49,75.5,,25,26,51,51,,19,28,47,59.6,,3,27,30,90,,7,37,44,84.1,,,
84,Sioux,12,6990,West Sioux,14,38,52,73.1,,17,37,54,68.5,,14,36,50,72,,11,38,49,77.6,,11,43,54,79.6,,8,41,49,83.7,,4,35,39,89.7,,,
97,Woodbury,12,6992,Westwood,8,29,37,78.4,,4,32,36,88.9,,5,31,36,86.1,,7,12,19,63.2,,11,29,40,72.5,,8,27,35,77.1,,11,21,32,65.6,,,
67,Monona,12,7002,Whiting,7,12,19,63.2,,0,20,20,100,,5,9,14,64.3,,4,10,14,71.4,,small N,small N,small N,small N,,4,11,15,73.3,,0,11,11,100,,,
48,Iowa,10,7029,Williamsburg,13,59,72,81.9,,20,56,76,73.7,,25,48,73,65.8,,16,53,69,76.8,,11,45,56,80.4,,9,69,78,88.5,,13,65,78,83.3,,,
70,Muscatine,09,7038,Wilton,13,40,53,75.5,,6,49,55,89.1,,9,47,56,83.9,,20,43,63,68.3,,13,33,46,71.7,,16,36,52,69.2,,9,44,53,83,,,
44,Henry,15,7047,Winfield-Mt Union,7,22,29,75.9,,7,22,29,75.9,,2,22,24,91.7,,4,26,30,86.7,,8,17,25,68,,10,15,25,60,,9,25,34,73.5,,,
61,Madison,11,7056,Winterset,40,75,115,65.2,,23,100,123,81.3,,16,109,125,87.2,,6,86,92,93.5,,14,125,139,89.9,,22,101,123,82.1,,25,98,123,79.7,,,
43,Harrison,13,7092,Woodbine,5,25,30,83.3,,4,23,27,85.2,,7,29,36,80.6,,9,24,33,72.7,,2,20,22,90.9,,8,21,29,72.4,,5,18,23,78.3,,,
97,Woodbury,12,7098,Woodbury Central,7,34,41,82.9,,11,26,37,70.3,,5,33,38,86.8,,11,34,45,75.6,,5,33,38,86.8,,8,41,49,83.7,,5,39,44,88.6,,,
25,Dallas,11,7110,Woodward-Granger,6,46,52,88.5,,4,50,54,92.6,,9,44,53,83,,8,49,57,86,,7,48,55,87.3,,5,43,48,89.6,,11,39,50,78,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,State,"7,592","25,345","32,937",77.0,,"7,616","24,908","32,524",76.6,,"7,057","25,242","32,299",78.2,,"7,763","24,390","32,153",75.9,,"7,432","24,625","32,057",76.8,,"7,630","24,815","32,445",76.5,,"6,029","25,467","31,496",80.9,,,
