County,County Name,AEA,District #,District Name,Grade 3 Not Proficient,Grade 3 Proficient,Grade 3 Total Tested,Grade 3 % Proficient,,Grade 4 Not Proficient,Grade 4 Proficient,Grade 4 Total Tested,Grade 4 % Proficient,,Grade 5 Not Proficient,Grade 5 Proficient,Grade 5 Total Tested,Grade 5 % Proficient,,Grade 6 Not Proficient,Grade 6 Proficient,Grade 6 Total Tested,Grade 6 % Proficient,,Grade 7 Not Proficient,Grade 7 Proficient,Grade 7 Total Tested,Grade 7 % Proficient,,Grade 8 Not Proficient,Grade 8 Proficient,Grade 8 Total Tested,Grade 8 % Proficient,,Grade 10 Not Proficient,Grade 10 Proficient,Grade 10 Total Tested,Grade 10 % Proficient,,Grade 11 Not Proficient,Grade 11 Proficient,Grade 11 Total Tested,Grade 11 % Proficient,,,
28,Delaware,01,1989,Edgewood-Colesburg Comm School District,8,31,39,79.5,,9,27,36,75.0,,11,28,39,71.8,,13,22,35,62.9,,10,22,32,68.8,,6,28,34,82.4,,14,28,42,66.7,,9,23,32,71.9,,,
42,Hardin,07,2007,Eldora-New Providence Comm School District,8,21,29,72.4,,22,38,60,63.3,,13,29,42,69.0,,0,0,0,,,0,0,0,,,small N,small N,small N,small N,,22,44,66,66.7,,25,36,61,59.0,,,
74,Palo Alto,05,2088,Emmetsburg Comm School District,18,28,46,60.9,,17,34,51,66.7,,17,28,45,62.2,,23,28,51,54.9,,35,37,72,51.4,,18,42,60,70.0,,23,50,73,68.5,,16,44,60,73.3,,,
48,Iowa,10,2097,English Valleys Comm School District,11,20,31,64.5,,12,24,36,66.7,,15,14,29,48.3,,5,24,29,82.8,,9,26,35,74.3,,11,21,32,65.6,,11,13,24,54.2,,9,18,27,66.7,,,
73,Page,13,2113,Essex Comm School District,2,8,10,80.0,,3,11,14,78.6,,4,10,14,71.4,,small N,small N,small N,small N,,3,12,15,80.0,,5,11,16,68.8,,7,8,15,53.3,,5,7,12,58.3,,,
32,Emmet,05,2124,Estherville Lincoln Central Com Sch Dist,25,63,88,71.6,,49,35,84,41.7,,34,58,92,63.0,,31,63,94,67.0,,35,66,101,65.3,,38,52,90,57.8,,39,45,84,53.6,,51,30,81,37.0,,,
83,Shelby,11,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,8,15,23,65.2,,8,20,28,71.4,,11,13,24,54.2,,9,18,27,66.7,,10,18,28,64.3,,9,22,31,71.0,,9,15,24,62.5,,16,23,39,59.0,,,
51,Jefferson,15,2169,Fairfield Comm School District,25,80,105,76.2,,46,78,124,62.9,,36,89,125,71.2,,41,72,113,63.7,,18,105,123,85.4,,43,92,135,68.1,,46,80,126,63.5,,40,78,118,66.1,,,
95,Winnebago,07,2295,Forest City Comm School District,17,59,76,77.6,,16,69,85,81.2,,29,38,67,56.7,,18,59,77,76.6,,19,68,87,78.2,,3,71,74,95.9,,19,63,82,76.8,,27,62,89,69.7,,,
94,Webster,05,2313,Fort Dodge Comm School District,111,133,244,54.5,,118,135,253,53.4,,176,100,276,36.2,,119,132,251,52.6,,127,109,236,46.2,,144,116,260,44.6,,137,121,258,46.9,,129,113,242,46.7,,,
56,Lee,15,2322,Fort Madison Comm School District,36,95,131,72.5,,43,85,128,66.4,,43,73,116,62.9,,74,73,147,49.7,,37,91,128,71.1,,57,81,138,58.7,,41,81,122,66.4,,55,71,126,56.3,,,
36,Fremont,13,2369,Fremont-Mills Comm School District,9,28,37,75.7,,8,29,37,78.4,,10,29,39,74.4,,7,33,40,82.5,,10,28,38,73.7,,5,24,29,82.8,,8,25,33,75.8,,7,31,38,81.6,,,
47,Ida,12,2376,Galva-Holstein Comm School District,6,40,46,87.0,,3,28,31,90.3,,2,30,32,93.8,,0,0,0,,,0,0,0,,,0,0,0,,,12,33,45,73.3,,11,33,44,75.0,,,
41,Hancock,07,2403,Garner-Hayfield-Ventura Comm School District,18,45,63,71.4,,10,59,69,85.5,,13,59,72,81.9,,18,65,83,78.3,,30,48,78,61.5,,27,54,81,66.7,,28,50,78,64.1,,14,50,64,78.1,,,
60,Lyon,12,2457,George-Little Rock Comm School District,4,20,24,83.3,,9,20,29,69.0,,10,11,21,52.4,,16,7,23,30.4,,13,24,37,64.9,,21,17,38,44.7,,17,17,34,50.0,,7,21,28,75.0,,,
85,Story,11,2466,Gilbert Comm School District,7,109,116,94.0,,5,103,108,95.4,,9,109,118,92.4,,9,99,108,91.7,,6,131,137,95.6,,6,130,136,95.6,,12,113,125,90.4,,11,101,112,90.2,,,
46,Humboldt,05,2493,Gilmore City-Bradgate Comm School District,3,7,10,70.0,,8,6,14,42.9,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
38,Grundy,07,2502,Gladbrook-Reinbeck Comm School District,5,25,30,83.3,,6,32,38,84.2,,3,30,33,90.9,,6,30,36,83.3,,11,19,30,63.3,,6,28,34,82.4,,9,23,32,71.9,,10,24,34,70.6,,,
65,Mills,13,2511,Glenwood Comm School District,18,128,146,87.7,,21,123,144,85.4,,30,140,170,82.4,,22,107,129,82.9,,26,119,145,82.1,,45,118,163,72.4,,37,118,155,76.1,,47,102,149,68.5,,,
14,Carroll,11,2520,Glidden-Ralston Comm School District,2,16,18,88.9,,8,13,21,61.9,,11,18,29,62.1,,7,15,22,68.2,,5,15,20,75.0,,13,4,17,23.5,,8,11,19,57.9,,8,17,25,68.0,,,
74,Palo Alto,05,2556,Graettinger-Terril Comm School District,11,13,24,54.2,,9,17,26,65.4,,9,14,23,60.9,,15,7,22,31.8,,13,10,23,43.5,,15,12,27,44.4,,12,11,23,47.8,,11,9,20,45.0,,,
01,Adair,13,2673,Nodaway Valley Comm School District,8,32,40,80.0,,15,28,43,65.1,,13,31,44,70.5,,14,34,48,70.8,,10,45,55,81.8,,10,29,39,74.4,,13,41,54,75.9,,15,29,44,65.9,,,
86,Tama,07,2682,GMG Comm School District,11,21,32,65.6,,10,24,34,70.6,,14,27,41,65.9,,8,37,45,82.2,,11,32,43,74.4,,12,21,33,63.6,,9,25,34,73.5,,20,19,39,48.7,,,
79,Poweshiek,07,2709,Grinnell-Newburg Comm School District,33,98,131,74.8,,19,114,133,85.7,,29,106,135,78.5,,18,89,107,83.2,,31,96,127,75.6,,22,102,124,82.3,,27,87,114,76.3,,23,100,123,81.3,,,
15,Cass,13,2718,Griswold Comm School District,7,22,29,75.9,,4,28,32,87.5,,8,28,36,77.8,,13,29,42,69.0,,13,23,36,63.9,,5,22,27,81.5,,15,21,36,58.3,,12,14,26,53.8,,,
38,Grundy,07,2727,Grundy Center Comm School District,17,30,47,63.8,,6,42,48,87.5,,15,48,63,76.2,,12,43,55,78.2,,8,52,60,86.7,,4,41,45,91.1,,13,33,46,71.7,,4,40,44,90.9,,,
39,Guthrie,11,2754,Guthrie Center Comm School District,4,27,31,87.1,,5,32,37,86.5,,2,32,34,94.1,,4,33,37,89.2,,0,0,0,,,0,0,0,,,17,37,54,68.5,,23,38,61,62.3,,,
22,Clayton,01,2763,Clayton Ridge Comm School District,16,35,51,68.6,,14,43,57,75.4,,13,39,52,75.0,,32,58,90,64.4,,22,39,61,63.9,,27,52,79,65.8,,45,40,85,47.1,,37,53,90,58.9,,,
48,Iowa,10,2766,H-L-V Comm School District,16,14,30,46.7,,9,16,25,64.0,,8,20,28,71.4,,6,14,20,70.0,,8,17,25,68.0,,4,17,21,81.0,,11,19,30,63.3,,2,20,22,90.9,,,
48,Iowa,13,2772,Hamburg Comm School District,6,14,20,70.0,,3,9,12,75.0,,3,10,13,76.9,,4,6,10,60.0,,4,11,15,73.3,,4,10,14,71.4,,0,0,0,,,0,0,0,,,,
35,Franklin,07,2781,Hampton-Dumont Comm School District,20,59,79,74.7,,20,67,87,77.0,,24,78,102,76.5,,37,66,103,64.1,,43,64,107,59.8,,37,65,102,63.7,,35,61,96,63.5,,34,54,88,61.4,,,
83,Shelby,13,2826,Harlan Comm School District,29,64,93,68.8,,20,73,93,78.5,,31,85,116,73.3,,25,89,114,78.1,,16,100,116,86.2,,16,100,116,86.2,,27,110,137,80.3,,16,96,112,85.7,,,
89,Van Buren,15,2834,Harmony Comm School District,7,11,18,61.1,,6,8,14,57.1,,6,13,19,68.4,,5,12,17,70.6,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
30,Dickinson,05,2846,Harris-Lake Park Comm School District,1,25,26,96.2,,4,20,24,83.3,,2,13,15,86.7,,9,25,34,73.5,,6,21,27,77.8,,5,14,19,73.7,,11,21,32,65.6,,5,15,20,75.0,,,
71,O'Brien,12,2862,Hartley-Melvin-Sanborn Comm School District,9,37,46,80.4,,32,23,55,41.8,,11,25,36,69.4,,9,34,43,79.1,,14,48,62,77.4,,12,38,50,76.0,,11,29,40,72.5,,11,35,46,76.1,,,
92,Washington,10,2977,Highland Comm School District,11,18,29,62.1,,22,18,40,45.0,,26,15,41,36.6,,13,30,43,69.8,,14,34,48,70.8,,10,33,43,76.7,,7,35,42,83.3,,4,41,45,91.1,,,
75,Plymouth,12,2988,Hinton Comm School District,15,39,54,72.2,,11,44,55,80.0,,10,38,48,79.2,,12,58,70,82.9,,12,37,49,75.5,,10,51,61,83.6,,11,37,48,77.1,,11,33,44,75.0,,,
45,Howard,01,3029,Howard-Winneshiek Comm School District,14,59,73,80.8,,8,49,57,86.0,,26,49,75,65.3,,29,58,87,66.7,,26,66,92,71.7,,27,89,116,76.7,,27,49,76,64.5,,27,67,94,71.3,,,
42,Hardin,07,3033,Hubbard-Radcliffe Comm School District,2,25,27,92.6,,2,19,21,90.5,,6,21,27,77.8,,21,48,69,69.6,,15,46,61,75.4,,24,46,70,65.7,,0,0,0,,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson Comm School District,15,29,44,65.9,,17,45,62,72.6,,19,43,62,69.4,,3,65,68,95.6,,6,53,59,89.8,,6,42,48,87.5,,16,52,68,76.5,,6,39,45,86.7,,,
46,Humboldt,05,3060,Humboldt Comm School District,14,68,82,82.9,,5,77,82,93.9,,20,76,96,79.2,,22,80,102,78.4,,16,111,127,87.4,,35,95,130,73.1,,23,83,106,78.3,,27,86,113,76.1,,,
10,Buchanan,07,3105,Independence Comm School District,23,59,82,72.0,,24,84,108,77.8,,32,67,99,67.7,,14,89,103,86.4,,20,73,93,78.5,,25,81,106,76.4,,33,73,106,68.9,,24,89,113,78.8,,,
91,Warren,11,3114,Indianola Comm School District,70,210,280,75.0,,54,221,275,80.4,,57,229,286,80.1,,53,236,289,81.7,,66,204,270,75.6,,49,212,261,81.2,,90,217,307,70.7,,77,159,236,67.4,,,
61,Madison,11,3119,Interstate 35 Comm School District,18,42,60,70.0,,26,31,57,54.4,,24,51,75,68.0,,22,43,65,66.2,,21,53,74,71.6,,16,44,60,73.3,,20,31,51,60.8,,19,43,62,69.4,,,
52,Johnson,10,3141,Iowa City Comm School District,312,801,"1,113",72.0,,305,695,"1,000",69.5,,332,752,"1,084",69.4,,222,821,"1,043",78.7,,318,720,"1,038",69.4,,279,678,957,70.8,,270,733,"1,003",73.1,,286,685,971,70.5,,,
42,Hardin,07,3150,Iowa Falls Comm School District,21,64,85,75.3,,20,68,88,77.3,,16,53,69,76.8,,15,70,85,82.4,,44,70,114,61.4,,26,73,99,73.7,,32,64,96,66.7,,42,61,103,59.2,,,
48,Iowa,10,3154,Iowa Valley Comm School District,12,24,36,66.7,,9,29,38,76.3,,6,35,41,85.4,,4,31,35,88.6,,6,32,38,84.2,,4,41,45,91.1,,13,21,34,61.8,,8,36,44,81.8,,,
14,Carroll,13,3168,IKM-Manning Comm School District,9,39,48,81.3,,12,34,46,73.9,,9,36,45,80.0,,14,33,47,70.2,,9,40,49,81.6,,12,36,48,75.0,,18,29,47,61.7,,13,25,38,65.8,,,
09,Bremer,07,3186,Janesville Consolidated School District,7,24,31,77.4,,13,23,36,63.9,,9,9,18,50.0,,5,32,37,86.5,,7,16,23,69.6,,4,23,27,85.2,,5,25,30,83.3,,4,21,25,84.0,,,
37,Greene,05,3195,Greene County Comm School District,44,51,95,53.7,,27,50,77,64.9,,26,58,84,69.0,,29,65,94,69.1,,33,55,88,62.5,,20,55,75,73.3,,23,77,100,77.0,,40,59,99,59.6,,,
10,Buchanan,07,3204,Jesup Comm School District,20,51,71,71.8,,32,48,80,60.0,,28,50,78,64.1,,24,70,94,74.5,,24,63,87,72.4,,23,49,72,68.1,,12,41,53,77.4,,14,55,69,79.7,,,
77,Polk,11,3231,Johnston Comm School District,72,416,488,85.2,,83,484,567,85.4,,89,409,498,82.1,,59,483,542,89.1,,61,462,523,88.3,,81,483,564,85.6,,119,436,555,78.6,,106,393,499,78.8,,,
56,Lee,15,3312,Keokuk Comm School District,43,76,119,63.9,,55,80,135,59.3,,49,84,133,63.2,,76,78,154,50.6,,64,81,145,55.9,,50,76,126,60.3,,50,60,110,54.5,,53,66,119,55.5,,,
54,Keokuk,15,3330,Keota Comm School District,8,18,26,69.2,,10,14,24,58.3,,5,15,20,75.0,,5,17,22,77.3,,13,14,27,51.9,,4,17,21,81.0,,4,23,27,85.2,,6,19,25,76.0,,,
75,Plymouth,12,3348,Kingsley-Pierson Comm School District,15,25,40,62.5,,6,21,27,77.8,,14,22,36,61.1,,9,21,30,70.0,,9,24,33,72.7,,4,43,47,91.5,,10,24,34,70.6,,3,23,26,88.5,,,
63,Marion,11,3375,Knoxville Comm School District,60,60,120,50.0,,48,89,137,65.0,,13,113,126,89.7,,40,92,132,69.7,,38,90,128,70.3,,36,81,117,69.2,,38,79,117,67.5,,38,88,126,69.8,,,
95,Winnebago,07,3420,Lake Mills Comm School District,10,30,40,75.0,,14,35,49,71.4,,8,38,46,82.6,,17,40,57,70.2,,17,38,55,69.1,,11,38,49,77.6,,13,39,52,75.0,,16,36,52,69.2,,,
27,Decatur,13,3465,Lamoni Comm School District,15,15,30,50.0,,5,19,24,79.2,,3,16,19,84.2,,10,16,26,61.5,,12,12,24,50.0,,10,13,23,56.5,,11,17,28,60.7,,5,18,23,78.3,,,
76,Pocahontas,05,3537,Laurens-Marathon Comm School District,small N,small N,small N,small N,,7,12,19,63.2,,7,9,16,56.3,,9,7,16,43.8,,7,5,12,41.7,,4,9,13,69.2,,0,0,0,,,0,0,0,,,,
97,Woodbury,12,3555,Lawton-Bronson Comm School District,9,28,37,75.7,,12,45,57,78.9,,5,36,41,87.8,,15,42,57,73.7,,6,41,47,87.2,,3,38,41,92.7,,11,37,48,77.1,,6,43,49,87.8,,,
75,Plymouth,12,3600,Le Mars Comm School District,29,105,134,78.4,,28,145,173,83.8,,64,110,174,63.2,,36,152,188,80.9,,29,122,151,80.8,,19,139,158,88.0,,35,139,174,79.9,,31,128,159,80.5,,,
87,Taylor,13,3609,Lenox Comm School District,6,40,46,87.0,,9,14,23,60.9,,12,31,43,72.1,,4,36,40,90.0,,11,22,33,66.7,,5,34,39,87.2,,12,19,31,61.3,,7,23,30,76.7,,,
78,Pottawattamie,13,3645,Lewis Central Comm School District,62,144,206,69.9,,67,162,229,70.7,,88,138,226,61.1,,40,161,201,80.1,,80,169,249,67.9,,60,150,210,71.4,,59,139,198,70.2,,45,187,232,80.6,,,
16,Cedar,10,3691,North Cedar Comm School District,10,28,38,73.7,,18,34,52,65.4,,20,27,47,57.4,,11,20,31,64.5,,21,42,63,66.7,,15,34,49,69.4,,20,28,48,58.3,,18,34,52,65.4,,,
57,Linn,10,3715,Linn-Mar Comm School District,131,445,576,77.3,,99,482,581,83.0,,129,432,561,77.0,,85,495,580,85.3,,105,471,576,81.8,,59,506,565,89.6,,119,426,545,78.2,,83,395,478,82.6,,,
57,Linn,10,3744,Lisbon Comm School District,17,30,47,63.8,,18,29,47,61.7,,14,36,50,72.0,,14,40,54,74.1,,13,45,58,77.6,,7,42,49,85.7,,5,42,47,89.4,,10,25,35,71.4,,,
43,Harrison,13,3798,Logan-Magnolia Comm School District,7,43,50,86.0,,16,36,52,69.2,,8,46,54,85.2,,6,39,45,86.7,,9,36,45,80.0,,6,40,46,87.0,,5,36,41,87.8,,11,46,57,80.7,,,
52,Johnson,10,3816,Lone Tree Comm School District,9,16,25,64.0,,8,15,23,65.2,,22,21,43,48.8,,17,21,38,55.3,,10,17,27,63.0,,15,19,34,55.9,,14,23,37,62.2,,7,25,32,78.1,,,
58,Louisa,09,3841,Louisa-Muscatine Comm School District,14,43,57,75.4,,20,27,47,57.4,,12,46,58,79.3,,18,47,65,72.3,,19,43,62,69.4,,20,44,64,68.8,,26,38,64,59.4,,22,35,57,61.4,,,
55,Kossuth,05,3897,LuVerne Comm School District,3,7,10,70.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully Comm School District,5,34,39,87.2,,3,28,31,90.3,,7,31,38,81.6,,6,27,33,81.8,,8,27,35,77.1,,7,42,49,85.7,,8,30,38,78.9,,1,29,30,96.7,,,
08,Boone,11,3942,Madrid Comm School District,19,35,54,64.8,,13,28,41,68.3,,14,32,46,69.6,,13,36,49,73.5,,20,39,59,66.1,,17,25,42,59.5,,18,44,62,71.0,,11,33,44,75.0,,,
65,Mills,13,3978,East Mills Comm School District,6,25,31,80.6,,5,21,26,80.8,,11,20,31,64.5,,10,30,40,75.0,,10,29,39,74.4,,6,35,41,85.4,,12,18,30,60.0,,14,14,28,50.0,,,
13,Calhoun,05,4023,Manson Northwest Webster Comm School District,4,40,44,90.9,,10,49,59,83.1,,9,42,51,82.4,,21,46,67,68.7,,31,32,63,50.8,,12,44,56,78.6,,17,29,46,63.0,,10,35,45,77.8,,,
67,Monona,12,4033,Maple Valley-Anthon Oto Comm School District,5,27,32,84.4,,16,29,45,64.4,,17,37,54,68.5,,28,24,52,46.2,,31,28,59,47.5,,26,27,53,50.9,,25,30,55,54.5,,19,40,59,67.8,,,
49,Jackson,09,4041,Maquoketa Comm School District,35,44,79,55.7,,34,40,74,54.1,,33,58,91,63.7,,56,51,107,47.7,,32,84,116,72.4,,35,76,111,68.5,,46,75,121,62.0,,38,75,113,66.4,,,
28,Delaware,01,4043,Maquoketa Valley Comm School District,5,49,54,90.7,,8,54,62,87.1,,3,51,54,94.4,,15,39,54,72.2,,8,43,51,84.3,,4,39,43,90.7,,12,49,61,80.3,,6,36,42,85.7,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn Comm School District,4,26,30,86.7,,6,28,34,82.4,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,15,26,41,63.4,,9,29,38,76.3,,,
57,Linn,10,4086,Marion Independent School District,51,110,161,68.3,,48,105,153,68.6,,52,119,171,69.6,,42,109,151,72.2,,32,126,158,79.7,,30,150,180,83.3,,36,146,182,80.2,,35,111,146,76.0,,,
64,Marshall,07,4104,Marshalltown Comm School District,127,218,345,63.2,,122,254,376,67.6,,153,239,392,61.0,,135,227,362,62.7,,180,190,370,51.4,,197,177,374,47.3,,144,182,326,55.8,,136,194,330,58.8,,,
91,Warren,11,4122,Martensdale-St Marys Comm School District,9,36,45,80.0,,4,22,26,84.6,,7,28,35,80.0,,3,27,30,90.0,,13,37,50,74.0,,7,24,31,77.4,,19,28,47,59.6,,12,30,42,71.4,,,
17,Cerro Gordo,07,4131,Mason City Comm School District,119,125,244,51.2,,145,135,280,48.2,,182,120,302,39.7,,133,154,287,53.7,,128,140,268,52.2,,97,153,250,61.2,,80,143,223,64.1,,88,138,226,61.1,,,
84,Sioux,12,4149,MOC-Floyd Valley Comm School District,9,84,93,90.3,,14,100,114,87.7,,10,108,118,91.5,,18,83,101,82.2,,29,88,117,75.2,,25,99,124,79.8,,26,64,90,71.1,,21,81,102,79.4,,,
29,Des Moines,15,4203,Mediapolis Comm School District,22,48,70,68.6,,21,52,73,71.2,,13,67,80,83.8,,23,44,67,65.7,,13,56,69,81.2,,9,51,60,85.0,,18,41,59,69.5,,11,43,54,79.6,,,
63,Marion,11,4212,Melcher-Dallas Comm School District,8,20,28,71.4,,10,19,29,65.5,,29,6,35,17.1,,17,15,32,46.9,,11,9,20,45.0,,9,15,24,62.5,,11,15,26,57.7,,9,7,16,43.8,,,
53,Jones,10,4269,Midland Comm School District,14,25,39,64.1,,7,28,35,80.0,,8,26,34,76.5,,15,28,43,65.1,,12,19,31,61.3,,15,21,36,58.3,,11,23,34,67.6,,17,13,30,43.3,,,
92,Washington,10,4271,Mid-Prairie Comm School District,31,62,93,66.7,,27,79,106,74.5,,33,67,100,67.0,,20,84,104,80.8,,28,67,95,70.5,,32,68,100,68.0,,29,53,82,64.6,,22,61,83,73.5,,,
43,Harrison,13,4356,Missouri Valley Comm School District,13,34,47,72.3,,24,33,57,57.9,,20,37,57,64.9,,35,30,65,46.2,,19,37,56,66.1,,17,39,56,69.6,,30,35,65,53.8,,26,32,58,55.2,,,
22,Clayton,01,4419,MFL MarMac Comm School District,19,40,59,67.8,,21,46,67,68.7,,39,29,68,42.6,,18,40,58,69.0,,20,42,62,67.7,,18,37,55,67.3,,20,26,46,56.5,,11,29,40,72.5,,,
79,Poweshiek,07,4437,Montezuma Comm School District,6,32,38,84.2,,7,23,30,76.7,,0,36,36,100.0,,10,31,41,75.6,,7,26,33,78.8,,7,25,32,78.1,,11,25,36,69.4,,10,25,35,71.4,,,
53,Jones,10,4446,Monticello Comm School District,19,49,68,72.1,,11,51,62,82.3,,42,32,74,43.2,,14,49,63,77.8,,13,72,85,84.7,,29,74,103,71.8,,29,64,93,68.8,,19,59,78,75.6,,,
04,Appanoose,15,4491,Moravia Comm School District,7,19,26,73.1,,6,20,26,76.9,,5,22,27,81.5,,18,14,32,43.8,,17,17,34,50.0,,11,21,32,65.6,,16,18,34,52.9,,14,12,26,46.2,,,
93,Wayne,13,4505,Mormon Trail Comm School District,8,13,21,61.9,,11,5,16,31.3,,6,6,12,50.0,,6,10,16,62.5,,6,12,18,66.7,,5,9,14,64.3,,7,7,14,50.0,,6,5,11,45.5,,,
58,Louisa,15,4509,Morning Sun Comm School District,2,12,14,85.7,,1,12,13,92.3,,2,15,17,88.2,,1,11,12,91.7,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
04,Appanoose,15,4518,Moulton-Udell Comm School District,9,7,16,43.8,,5,10,15,66.7,,5,8,13,61.5,,3,12,15,80.0,,7,9,16,56.3,,6,4,10,40.0,,11,6,17,35.3,,5,6,11,54.5,,,
80,Ringgold,13,4527,Mount Ayr Comm School District,7,38,45,84.4,,6,36,42,85.7,,4,40,44,90.9,,5,50,55,90.9,,7,31,38,81.6,,13,42,55,76.4,,12,37,49,75.5,,8,37,45,82.2,,,
44,Henry,15,4536,Mount Pleasant Comm School District,56,80,136,58.8,,19,100,119,84.0,,41,113,154,73.4,,54,98,152,64.5,,41,83,124,66.9,,50,104,154,67.5,,47,96,143,67.1,,37,91,128,71.1,,,
57,Linn,10,4554,Mount Vernon Comm School District,22,58,80,72.5,,24,86,110,78.2,,14,102,116,87.9,,24,87,111,78.4,,15,87,102,85.3,,18,94,112,83.9,,13,92,105,87.6,,13,89,102,87.3,,,
20,Clarke,13,4572,Murray Comm School District,3,18,21,85.7,,3,17,20,85.0,,3,17,20,85.0,,10,11,21,52.4,,3,18,21,85.7,,10,15,25,60.0,,11,13,24,54.2,,1,18,19,94.7,,,
70,Muscatine,09,4581,Muscatine Comm School District,94,254,348,73.0,,117,239,356,67.1,,122,250,372,67.2,,166,195,361,54.0,,139,229,368,62.2,,139,208,347,59.9,,153,202,355,56.9,,148,164,312,52.6,,,
19,Chickasaw,07,4599,Nashua-Plainfield Comm School District,12,47,59,79.7,,9,21,30,70.0,,9,43,52,82.7,,14,34,48,70.8,,11,30,41,73.2,,5,35,40,87.5,,9,36,45,80.0,,8,25,33,75.8,,,
85,Story,11,4617,Nevada Comm School District,30,80,110,72.7,,18,78,96,81.3,,38,77,115,67.0,,31,79,110,71.8,,36,77,113,68.1,,40,73,113,64.6,,42,80,122,65.6,,18,76,94,80.9,,,
11,Buena Vista,05,4644,Newell-Fonda Comm School District,5,29,34,85.3,,9,23,32,71.9,,10,21,31,67.7,,14,22,36,61.1,,6,26,32,81.3,,15,34,49,69.4,,10,23,33,69.7,,13,15,28,53.6,,,
19,Chickasaw,01,4662,New Hampton Comm School District,11,46,57,80.7,,7,64,71,90.1,,15,46,61,75.4,,8,54,62,87.1,,18,54,72,75.0,,16,61,77,79.2,,21,65,86,75.6,,17,56,73,76.7,,,
44,Henry,15,4689,New London Comm School District,16,24,40,60.0,,14,26,40,65.0,,18,22,40,55.0,,9,29,38,76.3,,9,19,28,67.9,,19,29,48,60.4,,15,18,33,54.5,,18,23,41,56.1,,,
50,Jasper,11,4725,Newton Comm School District,36,157,193,81.3,,50,164,214,76.6,,55,153,208,73.6,,76,136,212,64.2,,65,162,227,71.4,,61,164,225,72.9,,94,115,209,55.0,,64,135,199,67.8,,,
98,Worth,07,4772,Central Springs Comm School District,12,37,49,75.5,,13,39,52,75.0,,18,47,65,72.3,,16,31,47,66.0,,24,33,57,57.9,,12,38,50,76.0,,7,36,43,83.7,,9,35,44,79.5,,,
23,Clinton,09,4773,Northeast Comm School District,8,48,56,85.7,,8,52,60,86.7,,12,44,56,78.6,,20,47,67,70.1,,18,60,78,76.9,,15,46,61,75.4,,14,53,67,79.1,,25,40,65,61.5,,,
33,Fayette,01,4774,North Fayette Valley Comm School District,16,72,88,81.8,,16,60,76,78.9,,35,45,80,56.3,,24,54,78,69.2,,9,66,75,88.0,,17,77,94,81.9,,32,48,80,60.0,,28,39,67,58.2,,,
40,Hamilton,05,4775,Northeast Hamilton Comm School District,2,11,13,84.6,,small N,small N,small N,small N,,5,8,13,61.5,,3,8,11,72.7,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
62,Mahaska,15,4776,North Mahaska Comm School District,6,27,33,81.8,,6,27,33,81.8,,8,38,46,82.6,,10,44,54,81.5,,11,19,30,63.3,,15,24,39,61.5,,7,24,31,77.4,,16,29,45,64.4,,,
57,Linn,10,4777,North Linn Comm School District,5,26,31,83.9,,4,30,34,88.2,,14,32,46,69.6,,6,30,36,83.3,,7,33,40,82.5,,10,31,41,75.6,,19,39,58,67.2,,15,34,49,69.4,,,
55,Kossuth,05,4778,North Kossuth Comm School District,7,19,26,73.1,,7,15,22,68.2,,7,10,17,58.8,,24,32,56,57.1,,12,48,60,80.0,,16,27,43,62.8,,0,0,0,,,0,0,0,,,,
77,Polk,11,4779,North Polk Comm School District,19,103,122,84.4,,16,125,141,88.7,,16,125,141,88.7,,19,132,151,87.4,,6,136,142,95.8,,6,127,133,95.5,,23,109,132,82.6,,21,81,102,79.4,,,
82,Scott,09,4784,North Scott Comm School District,34,200,234,85.5,,42,194,236,82.2,,50,189,239,79.1,,29,206,235,87.7,,38,213,251,84.9,,53,207,260,79.6,,53,188,241,78.0,,36,192,228,84.2,,,
86,Tama,07,4785,North Tama County Comm School District,5,20,25,80.0,,9,25,34,73.5,,6,20,26,76.9,,3,34,37,91.9,,14,22,36,61.1,,16,18,34,52.9,,10,28,38,73.7,,15,21,36,58.3,,,
96,Winneshiek,01,4787,North Winneshiek Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,4,12,16,75.0,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett Comm School District,14,17,31,54.8,,8,26,34,76.5,,13,26,39,66.7,,11,32,43,74.4,,12,28,40,70.0,,13,20,33,60.6,,18,28,46,60.9,,17,18,35,51.4,,,
91,Warren,11,4797,Norwalk Comm School District,30,202,232,87.1,,26,203,229,88.6,,48,208,256,81.3,,57,173,230,75.2,,51,196,247,79.4,,50,214,264,81.1,,37,156,193,80.8,,32,185,217,85.3,,,
