County,County Name,AEA,District #,District Name,Grade 3 Not Proficient,Grade 3 Proficient,Grade 3 Total Tested,Grade 3 % Proficient,,Grade 4 Not Proficient,Grade 4 Proficient,Grade 4 Total Tested,Grade 4 % Proficient,,Grade 5 Not Proficient,Grade 5 Proficient,Grade 5 Total Tested,Grade 5 % Proficient,,Grade 6 Not Proficient,Grade 6 Proficient,Grade 6 Total Tested,Grade 6 % Proficient,,Grade 7 Not Proficient,Grade 7 Proficient,Grade 7 Total Tested,Grade 7 % Proficient,,Grade 8 Not Proficient,Grade 8 Proficient,Grade 8 Total Tested,Grade 8 % Proficient,,Grade 10 Not Proficient,Grade 10 Proficient,Grade 10 Total Tested,Grade 10 % Proficient,,Grade 11 Not Proficient,Grade 11 Proficient,Grade 11 Total Tested,Grade 11 % Proficient,,,
47,Ida,12,4860,Odebolt Arthur Battle Creek Ida Grove Comm School District,22,51,73,69.9,,13,54,67,80.6,,15,50,65,76.9,,20,56,76,73.7,,9,68,77,88.3,,13,64,77,83.1,,18,61,79,77.2,,28,60,88,68.2,,,
33,Fayette,01,4869,Oelwein Comm School District,26,63,89,70.8,,37,38,75,50.7,,48,28,76,36.8,,48,53,101,52.5,,58,56,114,49.1,,46,38,84,45.2,,40,42,82,51.2,,31,51,82,62.2,,,
08,Boone,11,4878,Ogden Comm School District,15,44,59,74.6,,3,39,42,92.9,,8,51,59,86.4,,10,42,52,80.8,,7,55,62,88.7,,6,40,46,87.0,,13,44,57,77.2,,15,40,55,72.7,,,
30,Dickinson,05,4890,Okoboji Comm School District,14,58,72,80.6,,26,65,91,71.4,,21,59,80,73.8,,33,52,85,61.2,,20,66,86,76.7,,22,54,76,71.1,,22,48,70,68.6,,27,37,64,57.8,,,
53,Jones,10,4905,Olin Consolidated School District,3,7,10,70.0,,small N,small N,small N,small N,,4,6,10,60.0,,2,13,15,86.7,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg Comm School District,1,9,10,90.0,,7,9,16,56.3,,5,7,12,58.3,,4,7,11,63.6,,4,10,14,71.4,,10,3,13,23.1,,12,5,17,29.4,,3,8,11,72.7,,,
66,Mitchell,07,4995,Osage Comm School District,14,53,67,79.1,,14,43,57,75.4,,34,49,83,59.0,,21,47,68,69.1,,18,45,63,71.4,,27,53,80,66.3,,22,42,64,65.6,,21,49,70,70.0,,,
62,Mahaska,15,5013,Oskaloosa Comm School District,48,100,148,67.6,,53,121,174,69.5,,55,109,164,66.5,,36,112,148,75.7,,59,107,166,64.5,,50,107,157,68.2,,95,72,167,43.1,,68,66,134,49.3,,,
90,Wapello,15,5049,Ottumwa Comm School District,102,202,304,66.4,,130,209,339,61.7,,131,196,327,59.9,,193,176,369,47.7,,115,179,294,60.9,,99,213,312,68.3,,107,171,278,61.5,,103,165,268,61.6,,,
39,Guthrie,11,5121,Panorama Comm School District,13,37,50,74.0,,11,41,52,78.8,,23,24,47,51.1,,13,33,46,71.7,,14,42,56,75.0,,9,41,50,82.0,,29,48,77,62.3,,16,36,52,69.2,,,
37,Greene,05,5139,Paton-Churdan Comm School District,2,16,18,88.9,,2,20,22,90.9,,3,16,19,84.2,,5,10,15,66.7,,4,10,14,71.4,,1,13,14,92.9,,7,9,16,56.3,,3,10,13,76.9,,,
50,Jasper,11,5160,PCM Comm School District,13,62,75,82.7,,30,56,86,65.1,,29,56,85,65.9,,29,59,88,67.0,,21,52,73,71.2,,23,51,74,68.9,,25,66,91,72.5,,18,64,82,78.0,,,
54,Keokuk,15,5163,Pekin Comm School District,6,40,46,87.0,,11,43,54,79.6,,16,45,61,73.8,,14,24,38,63.2,,12,34,46,73.9,,7,48,55,87.3,,22,35,57,61.4,,23,27,50,54.0,,,
63,Marion,11,5166,Pella Comm School District,29,142,171,83.0,,35,146,181,80.7,,33,158,191,82.7,,19,153,172,89.0,,16,169,185,91.4,,15,168,183,91.8,,33,145,178,81.5,,29,133,162,82.1,,,
25,Dallas,11,5184,Perry Comm School District,39,69,108,63.9,,35,74,109,67.9,,39,83,122,68.0,,52,88,140,62.9,,65,66,131,50.4,,51,56,107,52.3,,48,63,111,56.8,,70,88,158,55.7,,,
82,Scott,09,5250,Pleasant Valley Comm School District,31,321,352,91.2,,25,348,373,93.3,,25,332,357,93.0,,22,387,409,94.6,,40,364,404,90.1,,58,312,370,84.3,,41,307,348,88.2,,27,306,333,91.9,,,
63,Marion,11,5256,Pleasantville Comm School District,7,40,47,85.1,,5,36,41,87.8,,17,32,49,65.3,,11,43,54,79.6,,9,50,59,84.7,,21,29,50,58.0,,16,38,54,70.4,,26,38,64,59.4,,,
76,Pocahontas,05,5283,Pocahontas Area Comm School District,6,34,40,85.0,,5,24,29,82.8,,8,29,37,78.4,,9,42,51,82.4,,20,38,58,65.5,,15,41,56,73.2,,17,45,62,72.6,,20,43,63,68.3,,,
03,Allamakee,01,5310,Postville Comm School District,24,28,52,53.8,,22,36,58,62.1,,32,19,51,37.3,,29,39,68,57.4,,30,23,53,43.4,,26,15,41,36.6,,26,24,50,48.0,,33,15,48,31.3,,,
94,Webster,05,5325,Prairie Valley Comm School District,11,30,41,73.2,,11,36,47,76.6,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,30,35,65,53.8,,21,51,72,70.8,,,
69,Montgomery,13,5463,Red Oak Comm School District,24,39,63,61.9,,16,60,76,78.9,,12,55,67,82.1,,44,44,88,50.0,,20,49,69,71.0,,24,49,73,67.1,,27,40,67,59.7,,39,36,75,48.0,,,
75,Plymouth,12,5486,Remsen-Union Comm School District,3,18,21,85.7,,2,19,21,90.5,,17,30,47,63.8,,20,32,52,61.5,,20,25,45,55.6,,14,30,44,68.2,,0,0,0,,,0,0,0,,,,
45,Howard,01,5508,Riceville Comm School District,6,26,32,81.3,,11,15,26,57.7,,10,13,23,56.5,,13,19,32,59.4,,2,20,22,90.9,,6,11,17,64.7,,7,22,29,75.9,,11,13,24,54.2,,,
78,Pottawattamie,13,5510,Riverside Comm School District,14,37,51,72.5,,2,49,51,96.1,,15,32,47,68.1,,15,28,43,65.1,,12,37,49,75.5,,10,41,51,80.4,,24,18,42,42.9,,14,30,44,68.2,,,
84,Sioux,12,5607,Rock Valley Comm School District,17,33,50,66.0,,10,51,61,83.6,,8,59,67,88.1,,15,53,68,77.9,,19,57,76,75.0,,8,59,67,88.1,,17,37,54,68.5,,19,39,58,67.2,,,
85,Story,11,5643,Roland-Story Comm School District,8,61,69,88.4,,10,75,85,88.2,,21,52,73,71.2,,17,69,86,80.2,,24,70,94,74.5,,22,59,81,72.8,,22,64,86,74.4,,13,62,75,82.7,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk Comm School District,4,17,21,81.0,,2,15,17,88.2,,5,28,33,84.8,,8,29,37,78.4,,4,25,29,86.2,,7,21,28,75.0,,17,21,38,55.3,,10,21,31,67.7,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire Comm School District,9,8,17,47.1,,small N,small N,small N,small N,,10,5,15,33.3,,9,5,14,35.7,,1,12,13,92.3,,7,8,15,53.3,,5,9,14,64.3,,4,7,11,63.6,,,
66,Mitchell,07,5751,St Ansgar Comm School District,3,30,33,90.9,,2,29,31,93.5,,4,46,50,92.0,,5,30,35,85.7,,13,31,44,70.5,,6,36,42,85.7,,7,42,49,85.7,,9,31,40,77.5,,,
77,Polk,11,5805,Saydel Comm School District,32,52,84,61.9,,39,52,91,57.1,,36,73,109,67.0,,35,70,105,66.7,,36,54,90,60.0,,53,54,107,50.5,,37,55,92,59.8,,43,54,97,55.7,,,
81,Sac,05,5823,Schaller-Crestland Comm School District,12,22,34,64.7,,14,8,22,36.4,,6,26,32,81.3,,21,44,65,67.7,,16,52,68,76.5,,14,45,59,76.3,,0,0,0,,,0,0,0,,,,
24,Crawford,12,5832,Schleswig Comm School District,8,10,18,55.6,,2,16,18,88.9,,8,22,30,73.3,,4,15,19,78.9,,3,12,15,80.0,,4,17,21,81.0,,0,0,0,,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton Comm School District,39,82,121,67.8,,22,78,100,78.0,,40,87,127,68.5,,21,118,139,84.9,,32,89,121,73.6,,27,104,131,79.4,,30,96,126,76.2,,44,84,128,65.6,,,
93,Wayne,15,5895,Seymour Comm School District,7,7,14,50.0,,8,8,16,50.0,,9,12,21,57.1,,4,11,15,73.3,,13,4,17,23.5,,9,16,25,64.0,,7,10,17,58.8,,8,15,23,65.2,,,
17,Cerro Gordo,07,5922,West Fork Comm School District,16,35,51,68.6,,14,32,46,69.6,,24,25,49,51.0,,21,29,50,58.0,,11,34,45,75.6,,17,25,42,59.5,,13,34,47,72.3,,17,23,40,57.5,,,
71,O'Brien,12,5949,Sheldon Comm School District,18,71,89,79.8,,12,69,81,85.2,,24,55,79,69.6,,7,68,75,90.7,,17,65,82,79.3,,22,60,82,73.2,,24,61,85,71.8,,25,38,63,60.3,,,
73,Page,13,5976,Shenandoah Comm School District,20,63,83,75.9,,21,57,78,73.1,,36,49,85,57.6,,25,53,78,67.9,,16,63,79,79.7,,15,47,62,75.8,,20,56,76,73.7,,7,59,66,89.4,,,
72,Osceola,12,5994,Sibley-Ocheyedan Comm School District,6,42,48,87.5,,4,43,47,91.5,,29,35,64,54.7,,22,33,55,60.0,,24,46,70,65.7,,12,50,62,80.6,,27,39,66,59.1,,20,27,47,57.4,,,
36,Fremont,13,6003,Sidney Comm School District,12,14,26,53.8,,9,26,35,74.3,,4,22,26,84.6,,6,16,22,72.7,,4,23,27,85.2,,6,33,39,84.6,,19,22,41,53.7,,15,31,46,67.4,,,
54,Keokuk,15,6012,Sigourney Comm School District,5,33,38,86.8,,2,34,36,94.4,,3,29,32,90.6,,8,28,36,77.8,,7,24,31,77.4,,4,41,45,91.1,,14,31,45,68.9,,16,26,42,61.9,,,
84,Sioux,12,6030,Sioux Center Comm School District,31,76,107,71.0,,19,84,103,81.6,,20,86,106,81.1,,33,65,98,66.3,,38,80,118,67.8,,27,75,102,73.5,,23,67,90,74.4,,26,60,86,69.8,,,
11,Buena Vista,05,6035,Sioux Central Comm School District,5,24,29,82.8,,7,23,30,76.7,,11,44,55,80.0,,7,27,34,79.4,,17,41,58,70.7,,20,51,71,71.8,,24,33,57,57.9,,23,32,55,58.2,,,
97,Woodbury,12,6039,Sioux City Comm School District,305,686,991,69.2,,334,737,"1,071",68.8,,357,757,"1,114",68.0,,459,612,"1,071",57.1,,454,568,"1,022",55.6,,353,645,998,64.6,,404,593,997,59.5,,435,433,868,49.9,,,
13,Calhoun,05,6091,South Central Calhoun Comm School District,17,44,61,72.1,,17,50,67,74.6,,14,38,52,73.1,,9,48,57,84.2,,24,42,66,63.6,,24,40,64,62.5,,17,43,60,71.7,,10,57,67,85.1,,,
52,Johnson,10,6093,Solon Comm School District,19,88,107,82.2,,19,95,114,83.3,,33,92,125,73.6,,16,84,100,84.0,,17,131,148,88.5,,11,94,105,89.5,,14,91,105,86.7,,9,98,107,91.6,,,
91,Warren,11,6094,Southeast Warren Comm School District,12,18,30,60.0,,12,22,34,64.7,,18,24,42,57.1,,16,36,52,69.2,,7,20,27,74.1,,7,33,40,82.5,,15,28,43,65.1,,11,20,31,64.5,,,
40,Hamilton,05,6095,South Hamilton Comm School District,10,30,40,75.0,,7,36,43,83.7,,14,40,54,74.1,,7,38,45,84.4,,12,50,62,80.6,,13,37,50,74.0,,16,47,63,74.6,,11,48,59,81.4,,,
94,Webster,05,6096,Southeast Webster Grand Comm School District,6,22,28,78.6,,5,36,41,87.8,,30,45,75,60.0,,28,63,91,69.2,,25,59,84,70.2,,24,45,69,65.2,,0,0,0,,,0,0,0,,,,
73,Page,13,6097,South Page Comm School District,6,9,15,60.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,3,8,11,72.7,,small N,small N,small N,small N,,5,5,10,50.0,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,35,62,97,63.9,,22,76,98,77.6,,51,55,106,51.9,,55,48,103,46.6,,53,66,119,55.5,,31,69,100,69.0,,61,62,123,50.4,,46,51,97,52.6,,,
71,O'Brien,12,6099,South O'Brien Comm School District,9,30,39,76.9,,11,24,35,68.6,,19,20,39,51.3,,15,29,44,65.9,,10,34,44,77.3,,21,32,53,60.4,,11,38,49,77.6,,4,46,50,92.0,,,
96,Winneshiek,01,6100,South Winneshiek Comm School District,2,20,22,90.9,,5,20,25,80.0,,6,26,32,81.3,,9,20,29,69.0,,6,28,34,82.4,,9,26,35,74.3,,5,38,43,88.4,,6,36,42,85.7,,,
77,Polk,11,6101,Southeast Polk Comm School District,94,428,522,82.0,,70,400,470,85.1,,87,487,574,84.8,,87,466,553,84.3,,135,443,578,76.6,,96,468,564,83.0,,134,380,514,73.9,,132,348,480,72.5,,,
21,Clay,05,6102,Spencer Comm School District,20,96,116,82.8,,29,115,144,79.9,,40,109,149,73.2,,33,108,141,76.6,,23,148,171,86.5,,25,156,181,86.2,,39,101,140,72.1,,34,98,132,74.2,,,
30,Dickinson,05,6120,Spirit Lake Comm School District,22,71,93,76.3,,10,76,86,88.4,,15,67,82,81.7,,20,66,86,76.7,,15,64,79,81.0,,15,99,114,86.8,,21,66,87,75.9,,16,72,88,81.8,,,
57,Linn,10,6138,Springville Comm School District,5,24,29,82.8,,8,19,27,70.4,,4,18,22,81.8,,6,24,30,80.0,,7,18,25,72.0,,13,16,29,55.2,,12,23,35,65.7,,11,12,23,52.2,,,
69,Montgomery,13,6165,Stanton Comm School District,4,17,21,81.0,,1,10,11,90.9,,1,12,13,92.3,,5,20,25,80.0,,1,13,14,92.9,,2,15,17,88.2,,5,12,17,70.6,,3,12,15,80.0,,,
33,Fayette,01,6175,Starmont Comm School District,13,29,42,69.0,,4,38,42,90.5,,10,29,39,74.4,,18,28,46,60.9,,16,29,45,64.4,,17,26,43,60.5,,18,26,44,59.1,,10,31,41,75.6,,,
11,Buena Vista,05,6219,Storm Lake Comm School District,88,90,178,50.6,,95,82,177,46.3,,80,96,176,54.5,,54,89,143,62.2,,50,113,163,69.3,,80,109,189,57.7,,73,107,180,59.4,,59,94,153,61.4,,,
40,Hamilton,05,6246,Stratford Comm School District,4,8,12,66.7,,2,8,10,80.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
39,Guthrie,11,6264,West Central Valley Comm School District,18,37,55,67.3,,12,44,56,78.6,,14,54,68,79.4,,23,40,63,63.5,,14,56,70,80.0,,16,48,64,75.0,,17,38,55,69.1,,20,34,54,63.0,,,
09,Bremer,07,6273,Sumner-Fredericksburg Comm School District,27,40,67,59.7,,8,35,43,81.4,,19,50,69,72.5,,27,54,81,66.7,,19,46,65,70.8,,14,45,59,76.3,,10,47,57,82.5,,15,33,48,68.8,,,
16,Cedar,10,6408,Tipton Comm School District,26,44,70,62.9,,27,45,72,62.5,,16,58,74,78.4,,23,51,74,68.9,,26,54,80,67.5,,18,56,74,75.7,,34,51,85,60.0,,22,55,77,71.4,,,
78,Pottawattamie,13,6453,Treynor Comm School District,9,70,79,88.6,,12,49,61,80.3,,7,52,59,88.1,,1,56,57,98.2,,8,65,73,89.0,,7,63,70,90.0,,14,52,66,78.8,,16,43,59,72.9,,,
78,Pottawattamie,13,6460,Tri-Center Comm School District,18,29,47,61.7,,12,38,50,76.0,,23,38,61,62.3,,26,28,54,51.9,,14,24,38,63.2,,18,30,48,62.5,,20,41,61,67.2,,20,26,46,56.5,,,
54,Keokuk,15,6462,Tri-County Comm School District,11,11,22,50.0,,8,12,20,60.0,,7,12,19,63.2,,4,10,14,71.4,,7,9,16,56.3,,13,16,29,55.2,,8,8,16,50.0,,3,10,13,76.9,,,
09,Bremer,07,6471,Tripoli Comm School District,4,12,16,75.0,,19,13,32,40.6,,6,24,30,80.0,,9,14,23,60.9,,4,23,27,85.2,,15,22,37,59.5,,20,17,37,45.9,,17,16,33,48.5,,,
96,Winneshiek,01,6509,Turkey Valley Comm School District,4,14,18,77.8,,1,20,21,95.2,,13,11,24,45.8,,9,19,28,67.9,,6,19,25,76.0,,8,23,31,74.2,,5,14,19,73.7,,14,22,36,61.1,,,
63,Marion,11,6512,Twin Cedars Comm School District,8,19,27,70.4,,5,12,17,70.6,,9,12,21,57.1,,10,18,28,64.3,,9,23,32,71.9,,17,7,24,29.2,,14,8,22,36.4,,14,7,21,33.3,,,
46,Humboldt,05,6516,Twin Rivers Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
78,Pottawattamie,13,6534,Underwood Comm School District,8,53,61,86.9,,12,37,49,75.5,,5,45,50,90.0,,5,51,56,91.1,,13,58,71,81.7,,14,42,56,75.0,,10,51,61,83.6,,11,44,55,80.0,,,
07,Black Hawk,07,6536,Union Comm School District,5,45,50,90.0,,12,59,71,83.1,,5,77,82,93.9,,12,63,75,84.0,,21,70,91,76.9,,18,45,63,71.4,,16,62,78,79.5,,34,63,97,64.9,,,
08,Boone,11,6561,United Comm School District,12,27,39,69.2,,9,25,34,73.5,,10,21,31,67.7,,3,14,17,82.4,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale Comm School District,58,195,253,77.1,,62,216,278,77.7,,56,271,327,82.9,,70,230,300,76.7,,64,244,308,79.2,,55,260,315,82.5,,99,229,328,69.8,,108,215,323,66.6,,,
89,Van Buren,15,6592,Van Buren Comm School District,20,33,53,62.3,,17,16,33,48.5,,16,23,39,59.0,,15,27,42,64.3,,29,29,58,50.0,,16,45,61,73.8,,21,38,59,64.4,,14,38,52,73.1,,,
25,Dallas,11,6615,Van Meter Comm School District,9,67,76,88.2,,6,55,61,90.2,,7,52,59,88.1,,14,56,70,80.0,,10,60,70,85.7,,4,59,63,93.7,,17,36,53,67.9,,9,53,62,85.5,,,
69,Montgomery,13,6651,Villisca Comm School District,3,12,15,80.0,,10,10,20,50.0,,8,14,22,63.6,,31,35,66,53.0,,7,44,51,86.3,,24,31,55,56.4,,0,0,0,,,0,0,0,,,,
06,Benton,10,6660,Vinton-Shellsburg Comm School District,15,100,115,87.0,,7,93,100,93.0,,15,89,104,85.6,,15,83,98,84.7,,17,93,110,84.5,,13,105,118,89.0,,18,87,105,82.9,,27,79,106,74.5,,,
44,Henry,15,6700,Waco Comm School District,10,18,28,64.3,,12,19,31,61.3,,19,18,37,48.6,,10,27,37,73.0,,10,22,32,68.8,,11,27,38,71.1,,17,14,31,45.2,,13,25,38,65.8,,,
81,Sac,05,6741,East Sac County Comm School District,18,40,58,69.0,,28,51,79,64.6,,24,42,66,63.6,,18,47,65,72.3,,33,46,79,58.2,,4,53,57,93.0,,18,40,58,69.0,,13,39,52,75.0,,,
58,Louisa,15,6759,Wapello Comm School District,8,26,34,76.5,,16,15,31,48.4,,28,13,41,31.7,,34,6,40,15.0,,15,27,42,64.3,,14,29,43,67.4,,19,37,56,66.1,,25,26,51,51.0,,,
09,Bremer,07,6762,Wapsie Valley Comm School District,11,46,57,80.7,,8,50,58,86.2,,12,54,66,81.8,,9,46,55,83.6,,19,48,67,71.6,,15,46,61,75.4,,7,30,37,81.1,,11,31,42,73.8,,,
92,Washington,10,6768,Washington Comm School District,53,57,110,51.8,,56,46,102,45.1,,69,46,115,40.0,,69,56,125,44.8,,53,59,112,52.7,,44,76,120,63.3,,50,69,119,58.0,,58,79,137,57.7,,,
07,Black Hawk,07,6795,Waterloo Comm School District,392,384,776,49.5,,360,415,775,53.5,,343,432,775,55.7,,347,395,742,53.2,,304,412,716,57.5,,241,454,695,65.3,,313,369,682,54.1,,322,313,635,49.3,,,
25,Dallas,11,6822,Waukee Comm School District,113,791,904,87.5,,82,826,908,91.0,,92,772,864,89.4,,107,758,865,87.6,,115,724,839,86.3,,123,642,765,83.9,,149,560,709,79.0,,175,501,676,74.1,,,
09,Bremer,07,6840,Waverly-Shell Rock Comm School District,22,118,140,84.3,,18,142,160,88.8,,42,132,174,75.9,,36,150,186,80.6,,34,143,177,80.8,,26,171,197,86.8,,27,158,185,85.4,,29,129,158,81.6,,,
93,Wayne,15,6854,Wayne Comm School District,7,30,37,81.1,,11,28,39,71.8,,10,38,48,79.2,,7,38,45,84.4,,6,32,38,84.2,,15,22,37,59.5,,19,19,38,50.0,,10,38,48,79.2,,,
40,Hamilton,05,6867,Webster City Comm School District,31,70,101,69.3,,26,72,98,73.5,,28,84,112,75.0,,38,77,115,67.0,,45,108,153,70.6,,51,79,130,60.8,,56,80,136,58.8,,41,78,119,65.5,,,
74,Palo Alto,05,6921,West Bend-Mallard Comm School District,1,13,14,92.9,,2,20,22,90.9,,8,16,24,66.7,,4,17,21,81.0,,8,22,30,73.3,,11,12,23,52.2,,10,21,31,67.7,,12,12,24,50.0,,,
16,Cedar,10,6930,West Branch Comm School District,14,35,49,71.4,,21,47,68,69.1,,16,41,57,71.9,,11,44,55,80.0,,11,42,53,79.2,,11,41,52,78.8,,29,35,64,54.7,,20,40,60,66.7,,,
29,Des Moines,15,6937,West Burlington Ind School District,13,49,62,79.0,,11,65,76,85.5,,12,60,72,83.3,,24,59,83,71.1,,22,50,72,69.4,,33,54,87,62.1,,24,41,65,63.1,,21,39,60,65.0,,,
33,Fayette,01,6943,West Central Comm School District,4,16,20,80.0,,8,17,25,68.0,,13,7,20,35.0,,9,12,21,57.1,,4,12,16,75.0,,3,18,21,85.7,,9,6,15,40.0,,7,12,19,63.2,,,
28,Delaware,01,6950,West Delaware County Comm School District,16,62,78,79.5,,30,63,93,67.7,,23,73,96,76.0,,21,74,95,77.9,,35,96,131,73.3,,25,92,117,78.6,,41,89,130,68.5,,21,85,106,80.2,,,
77,Polk,11,6957,West Des Moines Comm School District,176,467,643,72.6,,164,496,660,75.2,,141,496,637,77.9,,158,515,673,76.5,,160,488,648,75.3,,157,518,675,76.7,,152,550,702,78.3,,159,521,680,76.6,,,
31,Dubuque,01,6961,Western Dubuque Comm School District,46,205,251,81.7,,28,183,211,86.7,,36,188,224,83.9,,56,177,233,76.0,,40,225,265,84.9,,27,219,246,89.0,,50,223,273,81.7,,51,230,281,81.9,,,
43,Harrison,13,6969,West Harrison Comm School District,6,6,12,50.0,,12,9,21,42.9,,13,12,25,48.0,,4,13,17,76.5,,8,16,24,66.7,,7,13,20,65.0,,5,22,27,81.5,,9,14,23,60.9,,,
70,Muscatine,09,6975,West Liberty Comm School District,44,66,110,60.0,,60,60,120,50.0,,40,47,87,54.0,,29,59,88,67.0,,44,52,96,54.2,,36,49,85,57.6,,42,37,79,46.8,,26,62,88,70.5,,,
60,Lyon,12,6983,West Lyon Comm School District,13,57,70,81.4,,9,47,56,83.9,,17,52,69,75.4,,19,67,86,77.9,,10,59,69,85.5,,5,75,80,93.8,,9,61,70,87.1,,9,47,56,83.9,,,
64,Marshall,07,6985,West Marshall Comm School District,19,44,63,69.8,,15,48,63,76.2,,29,42,71,59.2,,25,54,79,68.4,,13,65,78,83.3,,23,59,82,72.0,,12,62,74,83.8,,7,61,68,89.7,,,
67,Monona,12,6987,West Monona Comm School District,23,26,49,53.1,,9,24,33,72.7,,25,18,43,41.9,,20,22,42,52.4,,23,39,62,62.9,,15,33,48,68.8,,26,23,49,46.9,,14,28,42,66.7,,,
84,Sioux,12,6990,West Sioux Comm School District,16,43,59,72.9,,20,30,50,60.0,,30,36,66,54.5,,32,37,69,53.6,,27,33,60,55.0,,26,32,58,55.2,,23,33,56,58.9,,25,33,58,56.9,,,
97,Woodbury,12,6992,Westwood Comm School District,13,28,41,68.3,,6,25,31,80.6,,18,33,51,64.7,,11,38,49,77.6,,17,31,48,64.6,,8,35,43,81.4,,10,29,39,74.4,,16,28,44,63.6,,,
67,Monona,12,7002,Whiting Comm School District,3,12,15,80.0,,2,13,15,86.7,,small N,small N,small N,small N,,4,11,15,73.3,,7,6,13,46.2,,5,14,19,73.7,,6,11,17,64.7,,5,5,10,50.0,,,
48,Iowa,10,7029,Williamsburg Comm School District,12,74,86,86.0,,20,60,80,75.0,,18,73,91,80.2,,11,67,78,85.9,,14,69,83,83.1,,8,83,91,91.2,,11,80,91,87.9,,6,71,77,92.2,,,
70,Muscatine,09,7038,Wilton Comm School District,17,52,69,75.4,,24,50,74,67.6,,20,55,75,73.3,,17,60,77,77.9,,20,44,64,68.8,,22,44,66,66.7,,27,35,62,56.5,,18,34,52,65.4,,,
44,Henry,15,7047,Winfield-Mt Union Comm School District,8,22,30,73.3,,5,21,26,80.8,,8,24,32,75.0,,5,13,18,72.2,,21,18,39,46.2,,15,22,37,59.5,,10,30,40,75.0,,15,22,37,59.5,,,
61,Madison,11,7056,Winterset Comm School District,40,82,122,67.2,,20,96,116,82.8,,22,119,141,84.4,,16,112,128,87.5,,40,107,147,72.8,,22,118,140,84.3,,38,61,99,61.6,,45,102,147,69.4,,,
43,Harrison,13,7092,Woodbine Comm School District,9,35,44,79.5,,9,26,35,74.3,,13,29,42,69.0,,3,34,37,91.9,,7,26,33,78.8,,4,25,29,86.2,,6,27,33,81.8,,4,17,21,81.0,,,
97,Woodbury,12,7098,Woodbury Central Comm School District,16,32,48,66.7,,7,27,34,79.4,,16,31,47,66.0,,10,39,49,79.6,,18,27,45,60.0,,8,31,39,79.5,,14,37,51,72.5,,7,36,43,83.7,,,
25,Dallas,11,7110,Woodward-Granger Comm School District,11,59,70,84.3,,4,58,62,93.5,,6,68,74,91.9,,10,54,64,84.4,,10,53,63,84.1,,9,53,62,85.5,,22,41,63,65.1,,7,41,48,85.4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,State,"9,889","25,028","34,917",71.7,,"9,843","25,893","35,736",72.5,,"11,331","25,729","37,060",69.4,,"11,345","25,707","37,052",69.4,,"11,006","25,772","36,778",70.1,,"10,147","25,814","35,961",71.8,,"11,621","23,671","35,292",67.1,,"11,097","22,383","33,480",66.9,,,
