,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
92,Washington,10,2977,Highland,17,28,45,62.2,,8,43,51,84.3,,5,41,46,89.1,,8,40,48,83.3,,5,39,44,88.6,,7,38,45,84.4,,8,45,53,84.9,,,
75,Plymouth,12,2988,Hinton,8,55,63,87.3,,9,39,48,81.3,,11,46,57,80.7,,17,45,62,72.6,,5,43,48,89.6,,9,39,48,81.3,,4,50,54,92.6,,,
45,Howard,01,3029,Howard-Winneshiek,10,64,74,86.5,,9,44,53,83.0,,11,66,77,85.7,,11,62,73,84.9,,11,52,63,82.5,,24,76,100,76.0,,13,91,104,87.5,,,
42,Hardin,07,3033,Hubbard-Radcliffe,3,31,34,91.2,,1,15,16,93.8,,7,17,24,70.8,,11,49,60,81.7,,6,56,62,90.3,,12,44,56,78.6,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson,9,49,58,84.5,,5,56,61,91.8,,9,35,44,79.5,,9,47,56,83.9,,4,54,58,93.1,,8,41,49,83.7,,3,31,34,91.2,,,
46,Humboldt,05,3060,Humboldt,13,66,79,83.5,,11,77,88,87.5,,9,87,96,90.6,,13,82,95,86.3,,19,62,81,76.5,,14,102,116,87.9,,3,107,110,97.3,,,
10,Buchanan,07,3105,Independence,9,83,92,90.2,,10,79,89,88.8,,13,77,90,85.6,,12,82,94,87.2,,15,73,88,83.0,,20,83,103,80.6,,18,92,110,83.6,,,
91,Warren,11,3114,Indianola,34,203,237,85.7,,23,211,234,90.2,,23,208,231,90.0,,27,216,243,88.9,,37,248,285,87.0,,59,187,246,76.0,,37,206,243,84.8,,,
61,Madison,11,3119,Interstate 35,6,55,61,90.2,,10,57,67,85.1,,18,43,61,70.5,,10,48,58,82.8,,8,38,46,82.6,,13,44,57,77.2,,8,44,52,84.6,,,
52,Johnson,10,3141,Iowa City,248,713,961,74.2,,242,701,943,74.3,,224,645,869,74.2,,200,735,935,78.6,,162,701,863,81.2,,234,637,871,73.1,,114,730,844,86.5,,,
42,Hardin,07,3150,Iowa Falls,18,52,70,74.3,,25,55,80,68.8,,12,59,71,83.1,,0,0,0,,,11,83,94,88.3,,26,76,102,74.5,,8,90,98,91.8,,,
48,Iowa,10,3154,Iowa Valley,5,28,33,84.8,,3,33,36,91.7,,3,31,34,91.2,,6,36,42,85.7,,5,26,31,83.9,,3,40,43,93.0,,6,19,25,76.0,,,
24,Crawford,13,3168,IKM-Manning,5,34,39,87.2,,6,39,45,86.7,,10,31,41,75.6,,19,35,54,64.8,,12,30,42,71.4,,7,33,40,82.5,,6,48,54,88.9,,,
09,Bremer,07,3186,Janesville Consolidated,4,24,28,85.7,,7,12,19,63.2,,6,18,24,75.0,,4,20,24,83.3,,1,24,25,96.0,,5,17,22,77.3,,1,17,18,94.4,,,
37,Greene,05,3195,Greene County,13,72,85,84.7,,21,69,90,76.7,,14,68,82,82.9,,24,53,77,68.8,,17,76,93,81.7,,22,61,83,73.5,,14,80,94,85.1,,,
10,Buchanan,07,3204,Jesup,13,70,83,84.3,,11,72,83,86.7,,15,54,69,78.3,,13,62,75,82.7,,7,52,59,88.1,,12,66,78,84.6,,5,38,43,88.4,,,
77,Polk,11,3231,Johnston,35,404,439,92.0,,31,418,449,93.1,,42,427,469,91.0,,36,451,487,92.6,,19,483,502,96.2,,29,435,464,93.8,,46,424,470,90.2,,,
56,Lee,15,3312,Keokuk,37,110,147,74.8,,26,97,123,78.9,,26,76,102,74.5,,33,76,109,69.7,,25,79,104,76.0,,44,83,127,65.4,,35,94,129,72.9,,,
54,Keokuk,15,3330,Keota,2,28,30,93.3,,4,25,29,86.2,,1,17,18,94.4,,2,10,12,83.3,,1,24,25,96.0,,4,20,24,83.3,,4,12,16,75.0,,,
75,Plymouth,12,3348,Kingsley-Pierson,1,26,27,96.3,,3,25,28,89.3,,12,29,41,70.7,,5,19,24,79.2,,6,32,38,84.2,,3,21,24,87.5,,2,30,32,93.8,,,
63,Marion,11,3375,Knoxville,33,94,127,74.0,,36,79,115,68.7,,30,87,117,74.4,,19,88,107,82.2,,9,100,109,91.7,,25,95,120,79.2,,13,107,120,89.2,,,
95,Winnebago,07,3420,Lake Mills,8,44,52,84.6,,7,46,53,86.8,,6,37,43,86.0,,8,34,42,81.0,,15,40,55,72.7,,16,34,50,68.0,,9,43,52,82.7,,,
27,Decatur,13,3465,Lamoni,7,12,19,63.2,,11,12,23,52.2,,9,17,26,65.4,,2,24,26,92.3,,4,25,29,86.2,,3,18,21,85.7,,0,12,12,100.0,,,
76,Pocahontas,05,3537,Laurens-Marathon,15,7,22,31.8,,7,9,16,56.3,,5,17,22,77.3,,3,11,14,78.6,,4,7,11,63.6,,7,11,18,61.1,,2,12,14,85.7,,,
97,Woodbury,12,3555,Lawton-Bronson,4,48,52,92.3,,4,36,40,90.0,,7,27,34,79.4,,4,37,41,90.2,,2,39,41,95.1,,4,41,45,91.1,,3,37,40,92.5,,,
75,Plymouth,12,3600,Le Mars,20,129,149,86.6,,25,117,142,82.4,,16,106,122,86.9,,8,127,135,94.1,,6,148,154,96.1,,15,133,148,89.9,,17,114,131,87.0,,,
87,Taylor,13,3609,Lenox,4,27,31,87.1,,2,26,28,92.9,,3,31,34,91.2,,3,39,42,92.9,,1,27,28,96.4,,3,27,30,90.0,,7,27,34,79.4,,,
78,Pottawattamie,13,3645,Lewis Central,48,141,189,74.6,,45,161,206,78.2,,52,134,186,72.0,,65,160,225,71.1,,38,159,197,80.7,,78,156,234,66.7,,28,175,203,86.2,,,
16,Cedar,10,3691,North Cedar,8,24,32,75.0,,7,44,51,86.3,,14,36,50,72.0,,12,35,47,74.5,,9,39,48,81.3,,15,41,56,73.2,,14,45,59,76.3,,,
57,Linn,10,3715,Linn-Mar,72,454,526,86.3,,62,470,532,88.3,,55,453,508,89.2,,67,448,515,87.0,,37,512,549,93.3,,85,420,505,83.2,,41,393,434,90.6,,,
57,Linn,10,3744,Lisbon,10,41,51,80.4,,10,42,52,80.8,,7,40,47,85.1,,3,30,33,90.9,,0,53,53,100.0,,8,29,37,78.4,,8,33,41,80.5,,,
43,Harrison,13,3798,Logan-Magnolia,3,41,44,93.2,,2,40,42,95.2,,10,33,43,76.7,,1,36,37,97.3,,1,38,39,97.4,,6,47,53,88.7,,5,36,41,87.8,,,
52,Johnson,10,3816,Lone Tree,7,29,36,80.6,,6,19,25,76.0,,9,26,35,74.3,,16,25,41,61.0,,7,32,39,82.1,,6,23,29,79.3,,3,24,27,88.9,,,
58,Louisa,09,3841,Louisa-Muscatine,9,43,52,82.7,,8,43,51,84.3,,14,41,55,74.5,,10,51,61,83.6,,7,49,56,87.5,,17,47,64,73.4,,8,41,49,83.7,,,
55,Kossuth,05,3897,LuVerne,small N,small N,small N,small N,,small N,small N,small N,small N,,6,12,18,66.7,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully,4,25,29,86.2,,6,25,31,80.6,,7,37,44,84.1,,6,29,35,82.9,,4,35,39,89.7,,0,26,26,100.0,,0,32,32,100.0,,,
08,Boone,11,3942,Madrid,3,36,39,92.3,,6,51,57,89.5,,8,36,44,81.8,,5,34,39,87.2,,5,56,61,91.8,,7,35,42,83.3,,7,44,51,86.3,,,
65,Mills,13,3978,East Mills,5,31,36,86.1,,7,30,37,81.1,,4,33,37,89.2,,9,21,30,70.0,,8,24,32,75.0,,12,20,32,62.5,,15,22,37,59.5,,,
13,Calhoun,05,4023,Manson Northwest Webster,21,41,62,66.1,,13,35,48,72.9,,8,41,49,83.7,,7,43,50,86.0,,8,41,49,83.7,,5,44,49,89.8,,9,34,43,79.1,,,
67,Monona,12,4033,Maple Valley-Anthon Oto,7,32,39,82.1,,12,35,47,74.5,,14,29,43,67.4,,11,25,36,69.4,,12,17,29,58.6,,11,36,47,76.6,,12,36,48,75.0,,,
49,Jackson,09,4041,Maquoketa,19,66,85,77.6,,14,55,69,79.7,,21,54,75,72.0,,14,59,73,80.8,,15,69,84,82.1,,24,85,109,78.0,,25,103,128,80.5,,,
28,Delaware,01,4043,Maquoketa Valley,0,46,46,100.0,,4,41,45,91.1,,7,35,42,83.3,,3,45,48,93.8,,7,52,59,88.1,,8,37,45,82.2,,5,47,52,90.4,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn,0,24,24,100.0,,5,22,27,81.5,,6,25,31,80.6,,3,24,27,88.9,,6,17,23,73.9,,3,17,20,85.0,,4,15,19,78.9,,,
57,Linn,10,4086,Marion Independent,19,98,117,83.8,,26,116,142,81.7,,35,113,148,76.4,,23,113,136,83.1,,19,138,157,87.9,,25,108,133,81.2,,18,118,136,86.8,,,
64,Marshall,07,4104,Marshalltown,112,216,328,65.9,,101,226,327,69.1,,122,204,326,62.6,,98,213,311,68.5,,95,216,311,69.5,,125,210,335,62.7,,60,216,276,78.3,,,
91,Warren,11,4122,Martensdale-St Marys,4,27,31,87.1,,12,31,43,72.1,,8,21,29,72.4,,6,31,37,83.8,,3,43,46,93.5,,8,33,41,80.5,,12,28,40,70.0,,,
17,Cerro Gordo,07,4131,Mason City,77,197,274,71.9,,83,198,281,70.5,,98,152,250,60.8,,85,177,262,67.6,,46,191,237,80.6,,69,182,251,72.5,,50,177,227,78.0,,,
84,Sioux,12,4149,MOC-Floyd Valley,3,80,83,96.4,,17,93,110,84.5,,17,86,103,83.5,,12,84,96,87.5,,9,65,74,87.8,,8,85,93,91.4,,10,90,100,90.0,,,
29,Des Moines,15,4203,Mediapolis,9,48,57,84.2,,3,57,60,95.0,,9,43,52,82.7,,8,44,52,84.6,,5,45,50,90.0,,6,40,46,87.0,,2,49,51,96.1,,,
63,Marion,11,4212,Melcher-Dallas,8,21,29,72.4,,2,15,17,88.2,,3,26,29,89.7,,6,19,25,76.0,,4,21,25,84.0,,3,15,18,83.3,,0,17,17,100.0,,,
53,Jones,10,4269,Midland,8,26,34,76.5,,7,21,28,75.0,,11,21,32,65.6,,10,17,27,63.0,,8,26,34,76.5,,12,21,33,63.6,,4,23,27,85.2,,,
92,Washington,10,4271,Mid-Prairie,10,81,91,89.0,,19,74,93,79.6,,14,80,94,85.1,,23,76,99,76.8,,14,78,92,84.8,,13,76,89,85.4,,11,65,76,85.5,,,
43,Harrison,13,4356,Missouri Valley,16,45,61,73.8,,12,41,53,77.4,,11,41,52,78.8,,18,33,51,64.7,,12,62,74,83.8,,18,33,51,64.7,,14,38,52,73.1,,,
22,Clayton,01,4419,MFL MarMac,15,40,55,72.7,,9,51,60,85.0,,16,32,48,66.7,,14,38,52,73.1,,8,38,46,82.6,,1,41,42,97.6,,12,38,50,76.0,,,
79,Poweshiek,07,4437,Montezuma,8,30,38,78.9,,2,28,30,93.3,,7,24,31,77.4,,10,26,36,72.2,,0,31,31,100.0,,5,26,31,83.9,,6,42,48,87.5,,,
53,Jones,10,4446,Monticello,17,43,60,71.7,,10,60,70,85.7,,28,64,92,69.6,,30,50,80,62.5,,17,62,79,78.5,,17,65,82,79.3,,8,60,68,88.2,,,
04,Appanoose,15,4491,Moravia,3,20,23,87.0,,3,22,25,88.0,,5,25,30,83.3,,6,17,23,73.9,,6,25,31,80.6,,8,17,25,68.0,,5,21,26,80.8,,,
93,Wayne,13,4505,Mormon Trail,4,9,13,69.2,,4,12,16,75.0,,5,12,17,70.6,,5,12,17,70.6,,4,11,15,73.3,,4,9,13,69.2,,4,9,13,69.2,,,
58,Louisa,15,4509,Morning Sun,2,13,15,86.7,,0,13,13,100.0,,5,12,17,70.6,,2,11,13,84.6,,small N,small N,small N,small N,,6,13,19,68.4,,1,9,10,90.0,,,
04,Appanoose,15,4518,Moulton-Udell,6,10,16,62.5,,5,12,17,70.6,,5,7,12,58.3,,4,7,11,63.6,,4,10,14,71.4,,small N,small N,small N,small N,,3,15,18,83.3,,,
80,Ringgold,13,4527,Mount Ayr,7,45,52,86.5,,7,33,40,82.5,,4,52,56,92.9,,4,31,35,88.6,,5,42,47,89.4,,6,43,49,87.8,,0,36,36,100.0,,,
44,Henry,15,4536,Mount Pleasant,24,107,131,81.7,,34,77,111,69.4,,31,111,142,78.2,,25,87,112,77.7,,25,116,141,82.3,,41,97,138,70.3,,24,134,158,84.8,,,
57,Linn,10,4554,Mount Vernon,15,75,90,83.3,,9,80,89,89.9,,19,75,94,79.8,,7,77,84,91.7,,3,89,92,96.7,,9,90,99,90.9,,3,100,103,97.1,,,
20,Clarke,13,4572,Murray,8,17,25,68.0,,4,19,23,82.6,,8,19,27,70.4,,5,17,22,77.3,,5,22,27,81.5,,1,15,16,93.8,,3,21,24,87.5,,,
70,Muscatine,09,4581,Muscatine,110,239,349,68.5,,109,259,368,70.4,,124,229,353,64.9,,106,217,323,67.2,,100,281,381,73.8,,148,221,369,59.9,,74,270,344,78.5,,,
09,Bremer,07,4599,Nashua-Plainfield,7,41,48,85.4,,7,34,41,82.9,,5,36,41,87.8,,6,39,45,86.7,,5,41,46,89.1,,6,29,35,82.9,,5,24,29,82.8,,,
85,Story,11,4617,Nevada,17,92,109,84.4,,17,89,106,84.0,,26,81,107,75.7,,21,83,104,79.8,,22,96,118,81.4,,15,80,95,84.2,,21,86,107,80.4,,,
11,Buena Vista,05,4644,Newell-Fonda,4,33,37,89.2,,3,27,30,90.0,,15,28,43,65.1,,12,30,42,71.4,,2,23,25,92.0,,8,17,25,68.0,,4,24,28,85.7,,,
19,Chickasaw,01,4662,New Hampton,9,54,63,85.7,,11,60,71,84.5,,14,58,72,80.6,,5,46,51,90.2,,6,64,70,91.4,,6,57,63,90.5,,17,63,80,78.8,,,
44,Henry,15,4689,New London,6,30,36,83.3,,3,24,27,88.9,,6,38,44,86.4,,10,30,40,75.0,,1,28,29,96.6,,12,27,39,69.2,,6,25,31,80.6,,,
50,Jasper,11,4725,Newton,34,161,195,82.6,,35,154,189,81.5,,37,169,206,82.0,,39,149,188,79.3,,36,167,203,82.3,,45,166,211,78.7,,40,131,171,76.6,,,
98,Worth,07,4772,Central Springs,8,43,51,84.3,,8,42,50,84.0,,4,41,45,91.1,,7,59,66,89.4,,4,36,40,90.0,,4,46,50,92.0,,3,51,54,94.4,,,
23,Clinton,09,4773,Northeast,2,52,54,96.3,,9,51,60,85.0,,6,40,46,87.0,,3,47,50,94.0,,1,59,60,98.3,,3,56,59,94.9,,6,64,70,91.4,,,
33,Fayette,01,4774,North Fayette,8,44,52,84.6,,2,45,47,95.7,,9,44,53,83.0,,15,31,46,67.4,,0,0,0,,,0,0,0,,,10,72,82,87.8,,,
40,Hamilton,05,4775,Northeast Hamilton,3,8,11,72.7,,5,9,14,64.3,,small N,small N,small N,small N,,3,12,15,80.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
62,Mahaska,15,4776,North Mahaska,1,41,42,97.6,,5,22,27,81.5,,6,32,38,84.2,,1,32,33,97.0,,3,27,30,90.0,,7,31,38,81.6,,6,52,58,89.7,,,
57,Linn,10,4777,North Linn,3,33,36,91.7,,1,40,41,97.6,,4,40,44,90.9,,4,50,54,92.6,,10,46,56,82.1,,5,45,50,90.0,,16,33,49,67.3,,,
55,Kossuth,05,4778,North Kossuth,0,19,19,100.0,,1,21,22,95.5,,4,12,16,75.0,,16,31,47,66.0,,7,39,46,84.8,,5,42,47,89.4,,0,0,0,,,,
77,Polk,11,4779,North Polk,11,118,129,91.5,,3,112,115,97.4,,7,109,116,94.0,,9,83,92,90.2,,5,117,122,95.9,,12,82,94,87.2,,10,83,93,89.2,,,
82,Scott,09,4784,North Scott,18,194,212,91.5,,21,196,217,90.3,,31,199,230,86.5,,32,179,211,84.8,,19,197,216,91.2,,28,195,223,87.4,,31,178,209,85.2,,,
86,Tama,07,4785,North Tama County,2,31,33,93.9,,6,31,37,83.8,,2,29,31,93.5,,3,31,34,91.2,,4,33,37,89.2,,12,27,39,69.2,,1,33,34,97.1,,,
96,Winneshiek,01,4787,North Winneshiek,small N,small N,small N,small N,,1,17,18,94.4,,3,10,13,76.9,,1,12,13,92.3,,0,10,10,100.0,,3,7,10,70.0,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett,9,33,42,78.6,,4,31,35,88.6,,5,23,28,82.1,,3,31,34,91.2,,8,31,39,79.5,,12,20,32,62.5,,3,34,37,91.9,,,
91,Warren,11,4797,Norwalk,29,137,166,82.5,,23,177,200,88.5,,25,190,215,88.4,,14,179,193,92.7,,11,146,157,93.0,,15,193,208,92.8,,14,163,177,92.1,,,
81,Sac,05,4860,Odebolt-Arthur,0,24,24,100.0,,2,22,24,91.7,,10,19,29,65.5,,10,54,64,84.4,,4,67,71,94.4,,15,70,85,82.4,,0,0,0,,,,
33,Fayette,01,4869,Oelwein,16,69,85,81.2,,22,70,92,76.1,,26,59,85,69.4,,21,50,71,70.4,,15,68,83,81.9,,19,62,81,76.5,,14,74,88,84.1,,,
08,Boone,11,4878,Ogden,6,37,43,86.0,,8,47,55,85.5,,4,35,39,89.7,,3,38,41,92.7,,4,48,52,92.3,,7,49,56,87.5,,9,48,57,84.2,,,
30,Dickinson,05,4890,Okoboji,10,56,66,84.8,,4,64,68,94.1,,16,56,72,77.8,,11,64,75,85.3,,6,52,58,89.7,,6,53,59,89.8,,5,50,55,90.9,,,
53,Jones,10,4905,Olin Consolidated,1,10,11,90.9,,1,9,10,90.0,,small N,small N,small N,small N,,0,10,10,100.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg,small N,small N,small N,small N,,2,10,12,83.3,,small N,small N,small N,small N,,small N,small N,small N,small N,,1,9,10,90.0,,2,8,10,80.0,,3,11,14,78.6,,,
66,Mitchell,07,4995,Osage,14,49,63,77.8,,11,52,63,82.5,,9,61,70,87.1,,8,49,57,86.0,,6,53,59,89.8,,11,59,70,84.3,,6,71,77,92.2,,,
62,Mahaska,15,5013,Oskaloosa,26,116,142,81.7,,58,104,162,64.2,,51,100,151,66.2,,38,121,159,76.1,,68,116,184,63.0,,63,89,152,58.6,,32,132,164,80.5,,,
90,Wapello,15,5049,Ottumwa,112,234,346,67.6,,98,189,287,65.9,,102,217,319,68.0,,98,196,294,66.7,,61,222,283,78.4,,85,201,286,70.3,,63,193,256,75.4,,,
39,Guthrie,11,5121,Panorama,7,32,39,82.1,,7,39,46,84.8,,13,32,45,71.1,,19,45,64,70.3,,9,54,63,85.7,,12,39,51,76.5,,10,39,49,79.6,,,
37,Greene,05,5139,Paton-Churdan,1,12,13,92.3,,small N,small N,small N,small N,,0,12,12,100.0,,2,12,14,85.7,,1,12,13,92.3,,0,13,13,100.0,,small N,small N,small N,small N,,,
50,Jasper,11,5160,PCM,11,65,76,85.5,,19,49,68,72.1,,18,54,72,75.0,,16,47,63,74.6,,8,75,83,90.4,,14,67,81,82.7,,4,60,64,93.8,,,
54,Keokuk,15,5163,Pekin,5,33,38,86.8,,1,31,32,96.9,,5,54,59,91.5,,3,37,40,92.5,,7,39,46,84.8,,10,39,49,79.6,,6,41,47,87.2,,,
63,Marion,11,5166,Pella,17,130,147,88.4,,9,150,159,94.3,,21,149,170,87.6,,17,129,146,88.4,,21,133,154,86.4,,21,131,152,86.2,,7,167,174,96.0,,,
25,Dallas,11,5184,Perry,40,72,112,64.3,,29,75,104,72.1,,13,76,89,85.4,,44,71,115,61.7,,17,84,101,83.2,,36,107,143,74.8,,34,88,122,72.1,,,
82,Scott,09,5250,Pleasant Valley,26,312,338,92.3,,24,291,315,92.4,,13,300,313,95.8,,14,314,328,95.7,,15,282,297,94.9,,20,289,309,93.5,,14,267,281,95.0,,,
63,Marion,11,5256,Pleasantville,4,41,45,91.1,,1,48,49,98.0,,12,35,47,74.5,,7,44,51,86.3,,7,39,46,84.8,,15,39,54,72.2,,7,35,42,83.3,,,
76,Pocahontas,05,5283,Pocahontas Area,7,32,39,82.1,,5,28,33,84.8,,9,32,41,78.0,,6,36,42,85.7,,4,46,50,92.0,,6,41,47,87.2,,8,45,53,84.9,,,
03,Allamakee,01,5310,Postville,10,42,52,80.8,,18,27,45,60.0,,16,26,42,61.9,,17,33,50,66.0,,6,41,47,87.2,,18,18,36,50.0,,17,30,47,63.8,,,
94,Webster,05,5325,Prairie Valley,7,31,38,81.6,,3,30,33,90.9,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,17,67,84,79.8,,,
02,Adams,13,5328,Prescott,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
69,Montgomery,13,5463,Red Oak,20,63,83,75.9,,10,60,70,85.7,,13,53,66,80.3,,23,50,73,68.5,,16,54,70,77.1,,25,47,72,65.3,,22,61,83,73.5,,,
75,Plymouth,12,5486,Remsen-Union,5,29,34,85.3,,8,15,23,65.2,,4,20,24,83.3,,3,15,18,83.3,,2,16,18,88.9,,0,17,17,100.0,,0,27,27,100.0,,,
45,Howard,01,5508,Riceville,3,27,30,90.0,,0,21,21,100.0,,9,9,18,50.0,,2,21,23,91.3,,2,24,26,92.3,,7,14,21,66.7,,4,17,21,81.0,,,
78,Pottawattamie,13,5510,Riverside,3,35,38,92.1,,12,31,43,72.1,,8,39,47,83.0,,7,22,29,75.9,,7,37,44,84.1,,11,32,43,74.4,,5,34,39,87.2,,,
84,Sioux,12,5607,Rock Valley,8,49,57,86.0,,12,55,67,82.1,,17,45,62,72.6,,10,44,54,81.5,,4,45,49,91.8,,13,42,55,76.4,,9,38,47,80.9,,,
85,Story,11,5643,Roland-Story,7,72,79,91.1,,11,70,81,86.4,,24,50,74,67.6,,11,53,64,82.8,,7,74,81,91.4,,20,52,72,72.2,,11,59,70,84.3,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk,4,29,33,87.9,,2,26,28,92.9,,4,21,25,84.0,,8,23,31,74.2,,5,31,36,86.1,,7,21,28,75.0,,6,36,42,85.7,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire,0,10,10,100.0,,1,13,14,92.9,,3,10,13,76.9,,4,9,13,69.2,,4,9,13,69.2,,5,8,13,61.5,,1,14,15,93.3,,,
66,Mitchell,07,5751,St Ansgar,4,30,34,88.2,,9,31,40,77.5,,7,34,41,82.9,,3,35,38,92.1,,4,49,53,92.5,,2,40,42,95.2,,4,45,49,91.8,,,
77,Polk,11,5805,Saydel,24,56,80,70.0,,19,54,73,74.0,,22,71,93,76.3,,27,56,83,67.5,,18,61,79,77.2,,27,60,87,69.0,,29,57,86,66.3,,,
81,Sac,05,5823,Schaller-Crestland,8,15,23,65.2,,7,22,29,75.9,,5,20,25,80.0,,4,50,54,92.6,,2,39,41,95.1,,4,38,42,90.5,,0,0,0,,,,
24,Crawford,12,5832,Schleswig,1,18,19,94.7,,2,16,18,88.9,,4,14,18,77.8,,3,11,14,78.6,,2,19,21,90.5,,3,11,14,78.6,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton,18,115,133,86.5,,15,87,102,85.3,,17,97,114,85.1,,26,92,118,78.0,,18,102,120,85.0,,25,101,126,80.2,,9,101,110,91.8,,,
93,Wayne,15,5895,Seymour,4,13,17,76.5,,6,15,21,71.4,,8,14,22,63.6,,2,14,16,87.5,,2,18,20,90.0,,3,17,20,85.0,,2,17,19,89.5,,,
17,Cerro Gordo,07,5922,West Fork CSD,13,40,53,75.5,,7,33,40,82.5,,9,35,44,79.5,,9,39,48,81.3,,6,40,46,87.0,,13,26,39,66.7,,7,38,45,84.4,,,
71,O'Brien,12,5949,Sheldon,7,62,69,89.9,,10,57,67,85.1,,6,64,70,91.4,,5,63,68,92.6,,5,62,67,92.5,,8,51,59,86.4,,14,60,74,81.1,,,
73,Page,13,5976,Shenandoah,8,55,63,87.3,,11,58,69,84.1,,11,40,51,78.4,,23,45,68,66.2,,14,57,71,80.3,,12,50,62,80.6,,8,60,68,88.2,,,
72,Osceola,12,5994,Sibley-Ocheyedan,8,46,54,85.2,,10,55,65,84.6,,6,55,61,90.2,,7,45,52,86.5,,10,56,66,84.8,,10,33,43,76.7,,4,49,53,92.5,,,
36,Fremont,13,6003,Sidney,3,12,15,80.0,,1,18,19,94.7,,5,18,23,78.3,,2,14,16,87.5,,4,20,24,83.3,,3,25,28,89.3,,2,32,34,94.1,,,
54,Keokuk,15,6012,Sigourney,9,27,36,75.0,,3,25,28,89.3,,11,34,45,75.6,,3,37,40,92.5,,4,35,39,89.7,,11,26,37,70.3,,6,32,38,84.2,,,
84,Sioux,12,6030,Sioux Center,7,80,87,92.0,,23,71,94,75.5,,36,53,89,59.6,,25,53,78,67.9,,7,65,72,90.3,,15,66,81,81.5,,5,66,71,93.0,,,
11,Buena Vista,05,6035,Sioux Central,3,28,31,90.3,,5,31,36,86.1,,14,35,49,71.4,,10,28,38,73.7,,10,42,52,80.8,,14,31,45,68.9,,7,37,44,84.1,,,
97,Woodbury,12,6039,Sioux City,276,766,1042,73.5,,323,703,1026,68.5,,281,665,946,70.3,,265,715,980,73.0,,177,760,937,81.1,,285,590,875,67.4,,238,617,855,72.2,,,
13,Calhoun,05,6091,South Central Calhoun,3,47,50,94.0,,20,49,69,71.0,,17,51,68,75.0,,11,46,57,80.7,,8,51,59,86.4,,9,58,67,86.6,,7,55,62,88.7,,,
52,Johnson,10,6093,Solon,8,79,87,90.8,,13,115,128,89.8,,13,76,89,85.4,,14,101,115,87.8,,8,95,103,92.2,,9,86,95,90.5,,4,84,88,95.5,,,
91,Warren,11,6094,Southeast Warren,9,33,42,78.6,,8,21,29,72.4,,6,30,36,83.3,,4,30,34,88.2,,2,36,38,94.7,,10,19,29,65.5,,9,29,38,76.3,,,
40,Hamilton,05,6095,South Hamilton,8,30,38,78.9,,7,42,49,85.7,,5,31,36,86.1,,9,41,50,82.0,,7,46,53,86.8,,10,44,54,81.5,,4,46,50,92.0,,,
94,Webster,05,6096,Southeast Webster Grand,11,26,37,70.3,,1,35,36,97.2,,10,50,60,83.3,,21,62,83,74.7,,7,61,68,89.7,,17,59,76,77.6,,0,0,0,,,,
73,Page,13,6097,South Page,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,14,80,94,85.1,,19,89,108,82.4,,40,54,94,57.4,,32,68,100,68.0,,11,92,103,89.3,,29,63,92,68.5,,26,65,91,71.4,,,
71,O'Brien,12,6099,South O'Brien,6,27,33,81.8,,3,35,38,92.1,,5,39,44,88.6,,8,28,36,77.8,,1,39,40,97.5,,4,39,43,90.7,,4,42,46,91.3,,,
96,Winneshiek,01,6100,South Winneshiek,1,26,27,96.3,,5,22,27,81.5,,9,21,30,70.0,,8,24,32,75.0,,2,20,22,90.9,,5,23,28,82.1,,2,53,55,96.4,,,
77,Polk,11,6101,Southeast Polk,71,410,481,85.2,,75,422,497,84.9,,76,431,507,85.0,,64,347,411,84.4,,64,433,497,87.1,,100,359,459,78.2,,81,359,440,81.6,,,
21,Clay,05,6102,Spencer,13,119,132,90.2,,22,122,144,84.7,,27,112,139,80.6,,25,111,136,81.6,,13,114,127,89.8,,23,108,131,82.4,,21,103,124,83.1,,,
30,Dickinson,05,6120,Spirit Lake,15,66,81,81.5,,8,56,64,87.5,,7,94,101,93.1,,16,46,62,74.2,,6,63,69,91.3,,8,72,80,90.0,,11,98,109,89.9,,,
57,Linn,10,6138,Springville,7,16,23,69.6,,4,17,21,81.0,,8,16,24,66.7,,10,20,30,66.7,,9,23,32,71.9,,11,10,21,47.6,,1,29,30,96.7,,,
69,Montgomery,13,6165,Stanton,3,17,20,85.0,,4,10,14,71.4,,3,15,18,83.3,,5,9,14,64.3,,4,17,21,81.0,,3,13,16,81.3,,6,21,27,77.8,,,
