,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
32,Emmet,05,0333,North Union,5,29,34,85.3,,4,27,31,87.1,,4,15,19,78.9,,0,0,0,,,0,0,0,,,0,0,0,,,7,37,44,84.1,,,
24,Crawford,12,0355,Ar-We-Va,7,10,17,58.8,,1,9,10,90.0,,3,11,14,78.6,,4,10,14,71.4,,2,13,15,86.7,,3,11,14,78.6,,0,18,18,100.0,,,
15,Cass,13,0387,Atlantic,18,106,124,85.5,,15,86,101,85.1,,20,88,108,81.5,,16,74,90,82.2,,14,97,111,87.4,,13,89,102,87.3,,15,84,99,84.8,,,
05,Audubon,11,0414,Audubon,6,32,38,84.2,,5,31,36,86.1,,6,25,31,80.6,,3,33,36,91.7,,2,37,39,94.9,,5,30,35,85.7,,2,34,36,94.4,,,
18,Cherokee,12,0423,Aurelia,1,9,10,90.0,,1,9,10,90.0,,3,8,11,72.7,,13,34,47,72.3,,9,41,50,82.0,,7,49,56,87.5,,small N,small N,small N,small N,,,
78,Pottawattamie,13,0441,A-H-S-T,6,32,38,84.2,,6,29,35,82.9,,4,29,33,87.9,,8,27,35,77.1,,7,31,38,81.6,,4,40,44,90.9,,5,50,55,90.9,,,
85,Story,11,0472,Ballard,21,106,127,83.5,,11,90,101,89.1,,26,83,109,76.1,,21,81,102,79.4,,16,112,128,87.5,,28,101,129,78.3,,17,111,128,86.7,,,
47,Ida,12,0504,Battle Creek-Ida Grove,5,48,53,90.6,,5,53,58,91.4,,9,32,41,78.0,,0,0,0,,,0,0,0,,,0,0,0,,,5,42,47,89.4,,,
50,Jasper,11,0513,Baxter,11,24,35,68.6,,6,29,35,82.9,,12,24,36,66.7,,6,15,21,71.4,,1,25,26,96.2,,6,22,28,78.6,,7,23,30,76.7,,,
38,Grundy,07,0540,BCLUW,7,40,47,85.1,,9,33,42,78.6,,9,32,41,78.0,,0,47,47,100.0,,5,30,35,85.7,,5,31,36,86.1,,7,40,47,85.1,,,
87,Taylor,13,0549,Bedford,6,22,28,78.6,,3,40,43,93.0,,1,24,25,96.0,,3,29,32,90.6,,3,22,25,88.0,,7,25,32,78.1,,3,35,38,92.1,,,
06,Benton,10,0576,Belle Plaine,6,26,32,81.3,,3,21,24,87.5,,16,22,38,57.9,,13,32,45,71.1,,7,28,35,80.0,,14,27,41,65.9,,5,28,33,84.8,,,
49,Jackson,09,0585,Bellevue,0,36,36,100.0,,3,46,49,93.9,,3,32,35,91.4,,10,33,43,76.7,,5,37,42,88.1,,8,47,55,85.5,,6,42,48,87.5,,,
99,Wright,07,0594,Belmond-Klemme,16,32,48,66.7,,11,27,38,71.1,,22,31,53,58.5,,8,52,60,86.7,,7,47,54,87.0,,10,30,40,75.0,,9,51,60,85.0,,,
16,Cedar,09,0603,Bennett,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,1,9,10,90.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
06,Benton,10,0609,Benton,6,84,90,93.3,,20,73,93,78.5,,25,68,93,73.1,,24,91,115,79.1,,9,101,110,91.8,,21,71,92,77.2,,11,101,112,90.2,,,
82,Scott,09,0621,Bettendorf,14,234,248,94.4,,27,266,293,90.8,,45,251,296,84.8,,39,266,305,87.2,,61,263,324,81.2,,66,270,336,80.4,,60,302,362,83.4,,,
90,Wapello,15,0657,Eddyville-Blakesburg-,9,47,56,83.9,,8,59,67,88.1,,11,42,53,79.2,,10,54,64,84.4,,17,57,74,77.0,,14,50,64,78.1,,13,37,50,74.0,,,
77,Polk,11,0720,Bondurant-Farrar,18,124,142,87.3,,23,132,155,85.2,,26,119,145,82.1,,12,115,127,90.6,,4,124,128,96.9,,16,107,123,87.0,,14,98,112,87.5,,,
08,Boone,11,0729,Boone,24,93,117,79.5,,32,92,124,74.2,,27,80,107,74.8,,27,92,119,77.3,,23,106,129,82.2,,52,93,145,64.1,,25,129,154,83.8,,,
84,Sioux,12,0747,Boyden-Hull,9,30,39,76.9,,3,42,45,93.3,,9,37,46,80.4,,7,40,47,85.1,,7,43,50,86.0,,5,45,50,90.0,,4,35,39,89.7,,,
41,Hancock,07,0819,West Hancock,3,35,38,92.1,,4,41,45,91.1,,3,39,42,92.9,,7,36,43,83.7,,5,37,42,88.1,,3,38,41,92.7,,10,33,43,76.7,,,
79,Poweshiek,07,0846,Brooklyn-Guernsey-Malcom,3,31,34,91.2,,1,34,35,97.1,,8,37,45,82.2,,2,32,34,94.1,,2,29,31,93.5,,6,33,39,84.6,,5,33,38,86.8,,,
95,Winnebago,07,0873,North Iowa,3,26,29,89.7,,4,26,30,86.7,,9,17,26,65.4,,8,23,31,74.2,,2,16,18,88.9,,12,23,35,65.7,,10,23,33,69.7,,,
29,Des Moines,15,0882,Burlington,72,221,293,75.4,,71,206,277,74.4,,85,163,248,65.7,,106,159,265,60.0,,61,198,259,76.4,,95,180,275,65.5,,66,141,207,68.1,,,
15,Cass,13,0914,CAM,15,33,48,68.8,,8,28,36,77.8,,7,36,43,83.7,,11,32,43,74.4,,7,37,44,84.1,,13,35,48,72.9,,12,45,57,78.9,,,
35,Franklin,07,0916,CAL,3,16,19,84.2,,10,9,19,47.4,,7,13,20,65.0,,7,9,16,56.3,,3,14,17,82.4,,6,10,16,62.5,,1,13,14,92.9,,,
23,Clinton,09,0918,Calamus-Wheatland,6,26,32,81.3,,5,28,33,84.8,,7,24,31,77.4,,8,19,27,70.4,,4,31,35,88.6,,3,30,33,90.9,,1,34,35,97.1,,,
23,Clinton,09,0936,Camanche,9,71,80,88.8,,16,47,63,74.6,,24,55,79,69.6,,22,45,67,67.2,,6,71,77,92.2,,29,45,74,60.8,,15,53,68,77.9,,,
90,Wapello,15,0977,Cardinal,9,32,41,78.0,,8,42,50,84.0,,12,30,42,71.4,,10,29,39,74.4,,10,23,33,69.7,,23,23,46,50.0,,7,34,41,82.9,,,
91,Warren,11,0981,Carlisle,34,113,147,76.9,,26,108,134,80.6,,13,128,141,90.8,,15,114,129,88.4,,10,125,135,92.6,,20,122,142,85.9,,11,115,126,91.3,,,
14,Carroll,11,0999,Carroll,23,98,121,81.0,,15,123,138,89.1,,16,104,120,86.7,,15,101,116,87.1,,14,97,111,87.4,,12,90,102,88.2,,10,97,107,90.7,,,
07,Black Hawk,07,1044,Cedar Falls,37,362,399,90.7,,45,336,381,88.2,,46,308,354,87.0,,46,369,415,88.9,,27,327,354,92.4,,48,303,351,86.3,,36,305,341,89.4,,,
57,Linn,10,1053,Cedar Rapids,295,803,1098,73.1,,293,711,1004,70.8,,264,760,1024,74.2,,339,679,1018,66.7,,274,824,1098,75.0,,358,698,1056,66.1,,206,844,1050,80.4,,,
57,Linn,10,1062,Center Point-Urbana,16,90,106,84.9,,16,94,110,85.5,,14,94,108,87.0,,11,99,110,90.0,,6,106,112,94.6,,14,109,123,88.6,,11,82,93,88.2,,,
04,Appanoose,15,1071,Centerville,21,66,87,75.9,,17,70,87,80.5,,17,66,83,79.5,,12,70,82,85.4,,13,90,103,87.4,,28,76,104,73.1,,20,58,78,74.4,,,
56,Lee,15,1079,Central Lee,13,72,85,84.7,,9,56,65,86.2,,6,76,82,92.7,,10,68,78,87.2,,4,63,67,94.0,,17,53,70,75.7,,12,51,63,81.0,,,
22,Clayton,01,1080,Central,11,23,34,67.6,,11,26,37,70.3,,8,24,32,75.0,,4,25,29,86.2,,4,25,29,86.2,,6,23,29,79.3,,8,20,28,71.4,,,
23,Clinton,09,1082,Central DeWitt,5,79,84,94.0,,19,74,93,79.6,,18,79,97,81.4,,17,83,100,83.0,,5,77,82,93.9,,22,80,102,78.4,,8,110,118,93.2,,,
57,Linn,10,1089,Central City,5,22,27,81.5,,3,23,26,88.5,,11,19,30,63.3,,4,29,33,87.9,,6,24,30,80.0,,8,23,31,74.2,,2,32,34,94.1,,,
27,Decatur,13,1093,Central Decatur,11,47,58,81.0,,13,32,45,71.1,,19,39,58,67.2,,13,43,56,76.8,,12,32,44,72.7,,9,25,34,73.5,,15,39,54,72.2,,,
60,Lyon,12,1095,Central Lyon,8,51,59,86.4,,9,46,55,83.6,,11,49,60,81.7,,5,41,46,89.1,,5,47,52,90.4,,7,42,49,85.7,,3,43,46,93.5,,,
59,Lucas,15,1107,Chariton,20,78,98,79.6,,20,64,84,76.2,,14,57,71,80.3,,26,60,86,69.8,,17,60,77,77.9,,31,56,87,64.4,,27,72,99,72.7,,,
34,Floyd,07,1116,Charles City,44,57,101,56.4,,33,56,89,62.9,,46,54,100,54.0,,30,55,85,64.7,,15,77,92,83.7,,41,72,113,63.7,,17,98,115,85.2,,,
24,Crawford,12,1134,Charter Oak-Ute,0,23,23,100.0,,0,19,19,100.0,,2,11,13,84.6,,11,9,20,45.0,,3,17,20,85.0,,9,10,19,52.6,,4,20,24,83.3,,,
18,Cherokee,12,1152,Cherokee,9,58,67,86.6,,11,61,72,84.7,,23,55,78,70.5,,18,46,64,71.9,,9,57,66,86.4,,17,45,62,72.6,,11,49,60,81.7,,,
73,Page,13,1197,Clarinda,20,45,65,69.2,,16,60,76,78.9,,17,62,79,78.5,,12,51,63,81.0,,7,60,67,89.6,,9,52,61,85.2,,11,54,65,83.1,,,
99,Wright,05,1206,Clarion-Goldfield-Dows,11,54,65,83.1,,8,54,62,87.1,,14,43,57,75.4,,9,51,60,85.0,,10,57,67,85.1,,10,44,54,81.5,,10,62,72,86.1,,,
20,Clarke,13,1211,Clarke,22,71,93,76.3,,30,81,111,73.0,,24,68,92,73.9,,23,63,86,73.3,,15,75,90,83.3,,19,65,84,77.4,,8,61,69,88.4,,,
12,Butler,07,1215,Clarksville,3,23,26,88.5,,3,22,25,88.0,,2,16,18,88.9,,2,19,21,90.5,,7,13,20,65.0,,10,17,27,63.0,,3,16,19,84.2,,,
21,Clay,05,1218,Clay Central-Everly,0,13,13,100.0,,3,14,17,82.4,,3,13,16,81.3,,3,20,23,87.0,,3,19,22,86.4,,6,8,14,57.1,,1,19,20,95.0,,,
52,Johnson,10,1221,Clear Creek Amana,29,136,165,82.4,,29,123,152,80.9,,23,120,143,83.9,,43,101,144,70.1,,17,143,160,89.4,,20,101,121,83.5,,16,130,146,89.0,,,
17,Cerro Gordo,07,1233,Clear Lake,0,0,0,,,7,79,86,91.9,,11,84,95,88.4,,14,73,87,83.9,,5,88,93,94.6,,13,77,90,85.6,,9,49,58,84.5,,,
23,Clinton,09,1278,Clinton,32,213,245,86.9,,34,222,256,86.7,,37,200,237,84.4,,55,159,214,74.3,,61,184,245,75.1,,98,131,229,57.2,,43,209,252,82.9,,,
50,Jasper,11,1332,Colfax-Mingo,7,35,42,83.3,,17,33,50,66.0,,7,28,35,80.0,,12,34,46,73.9,,3,37,40,92.5,,16,41,57,71.9,,6,24,30,80.0,,,
57,Linn,10,1337,College,78,296,374,79.1,,78,308,386,79.8,,106,280,386,72.5,,84,295,379,77.8,,54,333,387,86.0,,77,301,378,79.6,,58,268,326,82.2,,,
85,Story,11,1350,Collins-Maxwell,2,17,19,89.5,,18,21,39,53.8,,6,18,24,75.0,,8,21,29,72.4,,3,19,22,86.4,,14,21,35,60.0,,13,21,34,61.8,,,
85,Story,11,1359,Colo-NESCO,2,28,30,93.3,,5,24,29,82.8,,6,20,26,76.9,,4,34,38,89.5,,4,24,28,85.7,,5,25,30,83.3,,6,28,34,82.4,,,
58,Louisa,09,1368,Columbus,22,36,58,62.1,,15,32,47,68.1,,18,21,39,53.8,,25,21,46,45.7,,20,33,53,62.3,,28,23,51,45.1,,11,33,44,75.0,,,
14,Carroll,11,1413,Coon Rapids-Bayard,4,19,23,82.6,,3,12,15,80.0,,4,17,21,81.0,,5,22,27,81.5,,4,20,24,83.3,,3,22,25,88.0,,3,27,30,90.0,,,
02,Adams,13,1431,Corning,9,29,38,76.3,,3,22,25,88.0,,7,11,18,61.1,,0,0,0,,,0,0,0,,,0,0,0,,,7,42,49,85.7,,,
78,Pottawattamie,13,1476,Council Bluffs,166,407,573,71.0,,205,424,629,67.4,,178,424,602,70.4,,178,363,541,67.1,,144,463,607,76.3,,199,386,585,66.0,,179,357,536,66.6,,,
88,Union,13,1503,Creston,23,71,94,75.5,,28,67,95,70.5,,22,85,107,79.4,,29,55,84,65.5,,16,82,98,83.7,,28,55,83,66.3,,6,93,99,93.9,,,
25,Dallas,11,1576,Dallas Center-Grimes,15,182,197,92.4,,16,185,201,92.0,,20,171,191,89.5,,22,161,183,88.0,,18,173,191,90.6,,26,145,171,84.8,,19,161,180,89.4,,,
29,Des Moines,15,1602,Danville,1,44,45,97.8,,6,51,57,89.5,,3,37,40,92.5,,2,37,39,94.9,,3,42,45,93.3,,4,42,46,91.3,,9,35,44,79.5,,,
82,Scott,09,1611,Davenport,352,768,1120,68.6,,337,706,1043,67.7,,397,646,1043,61.9,,369,663,1032,64.2,,312,686,998,68.7,,388,619,1007,61.5,,274,676,950,71.2,,,
26,Davis,15,1619,Davis County,24,67,91,73.6,,22,68,90,75.6,,24,77,101,76.2,,14,67,81,82.7,,15,62,77,80.5,,17,56,73,76.7,,9,85,94,90.4,,,
96,Winneshiek,01,1638,Decorah Community,16,94,110,85.5,,6,86,92,93.5,,22,96,118,81.4,,16,106,122,86.9,,6,106,112,94.6,,10,104,114,91.2,,5,118,123,95.9,,,
23,Clinton,09,1675,Delwood,1,16,17,94.1,,1,26,27,96.3,,0,18,18,100.0,,0,13,13,100.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
24,Crawford,12,1701,Denison,25,110,135,81.5,,23,104,127,81.9,,39,96,135,71.1,,29,105,134,78.4,,35,96,131,73.3,,37,114,151,75.5,,15,127,142,89.4,,,
09,Bremer,07,1719,Denver,2,54,56,96.4,,4,47,51,92.2,,3,60,63,95.2,,4,49,53,92.5,,0,58,58,100.0,,1,48,49,98.0,,2,55,57,96.5,,,
77,Polk,11,1737,Des Moines Independent,794,1595,2389,66.8,,925,1419,2344,60.5,,886,1336,2222,60.1,,949,1222,2171,56.3,,662,1316,1978,66.5,,916,1105,2021,54.7,,652,1145,1797,63.7,,,
80,Ringgold,13,1782,Diagonal,small N,small N,small N,small N,,small N,small N,small N,small N,,4,7,11,63.6,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
38,Grundy,07,1791,Dike-New Hartford,5,67,72,93.1,,5,57,62,91.9,,7,51,58,87.9,,15,44,59,74.6,,6,59,65,90.8,,11,48,59,81.4,,12,58,70,82.9,,,
31,Dubuque,01,1863,Dubuque,227,548,775,70.7,,174,498,672,74.1,,196,514,710,72.4,,190,511,701,72.9,,151,635,786,80.8,,187,552,739,74.7,,133,628,761,82.5,,,
07,Black Hawk,07,1908,Dunkerton,4,31,35,88.6,,6,24,30,80.0,,4,23,27,85.2,,8,32,40,80.0,,5,29,34,85.3,,15,17,32,53.1,,10,19,29,65.5,,,
43,Harrison,13,1917,Boyer Valley,2,24,26,92.3,,3,27,30,90.0,,7,20,27,74.1,,11,23,34,67.6,,4,34,38,89.5,,7,24,31,77.4,,5,29,34,85.3,,,
16,Cedar,09,1926,Durant,16,33,49,67.3,,15,31,46,67.4,,13,31,44,70.5,,14,41,55,74.5,,8,39,47,83.0,,10,39,49,79.6,,6,44,50,88.0,,,
99,Wright,05,1944,Eagle Grove,16,50,66,75.8,,14,54,68,79.4,,9,45,54,83.3,,15,39,54,72.2,,9,38,47,80.9,,11,41,52,78.8,,14,43,57,75.4,,,
61,Madison,11,1953,Earlham,1,28,29,96.6,,5,36,41,87.8,,5,26,31,83.9,,7,41,48,85.4,,1,40,41,97.6,,8,43,51,84.3,,5,44,49,89.8,,,
10,Buchanan,07,1963,East Buchanan,3,36,39,92.3,,14,35,49,71.4,,11,28,39,71.8,,3,30,33,90.9,,5,41,46,89.1,,8,33,41,80.5,,3,34,37,91.9,,,
49,Jackson,09,1965,Easton Valley,4,23,27,85.2,,4,32,36,88.9,,4,30,34,88.2,,4,33,37,89.2,,6,29,35,82.9,,5,27,32,84.4,,6,39,45,86.7,,,
64,Marshall,07,1968,East Marshall,10,55,65,84.6,,8,39,47,83.0,,3,55,58,94.8,,7,59,66,89.4,,11,34,45,75.6,,11,44,55,80.0,,9,52,61,85.2,,,
88,Union,13,1970,East Union,10,24,34,70.6,,11,24,35,68.6,,7,21,28,75.0,,13,24,37,64.9,,6,32,38,84.2,,17,17,34,50.0,,9,26,35,74.3,,,
03,Allamakee,01,1972,Eastern Allamakee,2,19,21,90.5,,3,16,19,84.2,,5,14,19,73.7,,4,27,31,87.1,,2,17,19,89.5,,7,30,37,81.1,,1,33,34,97.1,,,
97,Woodbury,12,1975,River Valley,5,28,33,84.8,,4,23,27,85.2,,7,23,30,76.7,,4,25,29,86.2,,9,29,38,76.3,,8,20,28,71.4,,2,21,23,91.3,,,
28,Delaware,01,1989,Edgewood-Colesburg,9,31,40,77.5,,5,28,33,84.8,,15,16,31,51.6,,18,30,48,62.5,,7,31,38,81.6,,9,25,34,73.5,,10,27,37,73.0,,,
42,Hardin,07,2007,Eldora-New Providence,10,18,28,64.3,,6,36,42,85.7,,4,35,39,89.7,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,13,60,73,82.2,,,
74,Palo Alto,05,2088,Emmetsburg,14,27,41,65.9,,20,43,63,68.3,,17,43,60,71.7,,22,30,52,57.7,,9,49,58,84.5,,12,47,59,79.7,,7,48,55,87.3,,,
48,Iowa,10,2097,English Valleys,2,24,26,92.3,,3,26,29,89.7,,7,26,33,78.8,,9,31,40,77.5,,3,19,22,86.4,,9,22,31,71.0,,4,31,35,88.6,,,
73,Page,13,2113,Essex,1,10,11,90.9,,3,11,14,78.6,,4,9,13,69.2,,3,11,14,78.6,,3,15,18,83.3,,2,9,11,81.8,,5,21,26,80.8,,,
32,Emmet,05,2124,Estherville Lincoln,21,71,92,77.2,,28,65,93,69.9,,35,61,96,63.5,,29,72,101,71.3,,24,59,83,71.1,,22,63,85,74.1,,20,64,84,76.2,,,
83,Shelby,11,2151,Exira-Elk Horn-,4,18,22,81.8,,2,19,21,90.5,,7,19,26,73.1,,6,16,22,72.7,,5,17,22,77.3,,10,22,32,68.8,,4,37,41,90.2,,,
51,Jefferson,15,2169,Fairfield,33,67,100,67.0,,37,83,120,69.2,,44,79,123,64.2,,24,83,107,77.6,,12,108,120,90.0,,17,99,116,85.3,,25,89,114,78.1,,,
36,Fremont,13,2205,Farragut,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,4,16,20,80.0,,0,0,0,,,0,13,13,100.0,,,
95,Winnebago,07,2295,Forest City,8,60,68,88.2,,10,70,80,87.5,,9,56,65,86.2,,22,52,74,70.3,,8,75,83,90.4,,14,72,86,83.7,,12,72,84,85.7,,,
94,Webster,05,2313,Fort Dodge,77,171,248,69.0,,118,116,234,49.6,,102,150,252,59.5,,103,153,256,59.8,,54,178,232,76.7,,102,138,240,57.5,,65,170,235,72.3,,,
56,Lee,15,2322,Fort Madison,34,99,133,74.4,,33,91,124,73.4,,56,75,131,57.3,,50,82,132,62.1,,30,100,130,76.9,,35,96,131,73.3,,35,107,142,75.4,,,
36,Fremont,13,2369,Fremont-Mills,6,29,35,82.9,,6,27,33,81.8,,2,21,23,91.3,,4,24,28,85.7,,2,26,28,92.9,,7,27,34,79.4,,6,24,30,80.0,,,
47,Ida,12,2376,Galva-Holstein,4,27,31,87.1,,1,33,34,97.1,,2,25,27,92.6,,0,0,0,,,0,0,0,,,0,0,0,,,7,31,38,81.6,,,
41,Hancock,07,2403,Garner-Hayfield-Ventura,9,66,75,88.0,,9,59,68,86.8,,20,54,74,73.0,,9,59,68,86.8,,10,56,66,84.8,,10,57,67,85.1,,7,71,78,91.0,,,
60,Lyon,12,2457,George-Little Rock,5,20,25,80.0,,3,34,37,91.9,,13,23,36,63.9,,6,23,29,79.3,,5,28,33,84.8,,4,24,28,85.7,,7,28,35,80.0,,,
85,Story,11,2466,Gilbert,5,84,89,94.4,,5,104,109,95.4,,5,96,101,95.0,,5,90,95,94.7,,2,107,109,98.2,,6,92,98,93.9,,1,101,102,99.0,,,
46,Humboldt,05,2493,Gilmore City-Bradgate,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
38,Grundy,07,2502,Gladbrook-Reinbeck,1,29,30,96.7,,6,23,29,79.3,,5,28,33,84.8,,1,26,27,96.3,,4,26,30,86.7,,9,20,29,69.0,,6,27,33,81.8,,,
65,Mills,13,2511,Glenwood,17,100,117,85.5,,10,115,125,92.0,,41,112,153,73.2,,6,120,126,95.2,,20,125,145,86.2,,35,113,148,76.4,,21,115,136,84.6,,,
14,Carroll,11,2520,Glidden-Ralston,0,22,22,100.0,,3,18,21,85.7,,5,12,17,70.6,,6,16,22,72.7,,2,15,17,88.2,,0,24,24,100.0,,4,24,28,85.7,,,
74,Palo Alto,05,2556,Graettinger-Terril,4,19,23,82.6,,11,14,25,56.0,,6,20,26,76.9,,8,10,18,55.6,,4,21,25,84.0,,6,15,21,71.4,,4,21,25,84.0,,,
01,Adair,13,2673,Nodaway Valley,13,29,42,69.0,,7,45,52,86.5,,7,30,37,81.1,,19,28,47,59.6,,4,55,59,93.2,,10,37,47,78.7,,4,46,50,92.0,,,
86,Tama,07,2682,GMG,7,30,37,81.1,,4,30,34,88.2,,7,26,33,78.8,,7,34,41,82.9,,3,32,35,91.4,,11,28,39,71.8,,8,31,39,79.5,,,
79,Poweshiek,07,2709,Grinnell-Newburg,13,84,97,86.6,,10,97,107,90.7,,23,86,109,78.9,,19,83,102,81.4,,11,89,100,89.0,,12,100,112,89.3,,14,83,97,85.6,,,
15,Cass,13,2718,Griswold,5,38,43,88.4,,6,26,32,81.3,,1,25,26,96.2,,9,28,37,75.7,,5,29,34,85.3,,5,19,24,79.2,,3,36,39,92.3,,,
38,Grundy,07,2727,Grundy Center,6,45,51,88.2,,12,45,57,78.9,,15,29,44,65.9,,12,40,52,76.9,,5,38,43,88.4,,2,40,42,95.2,,5,42,47,89.4,,,
39,Guthrie,11,2754,Guthrie Center,6,32,38,84.2,,2,35,37,94.6,,9,30,39,76.9,,6,33,39,84.6,,7,35,42,83.3,,5,29,34,85.3,,5,34,39,87.2,,,
22,Clayton,01,2763,Clayton Ridge,15,34,49,69.4,,8,31,39,79.5,,14,29,43,67.4,,9,35,44,79.5,,14,32,46,69.6,,15,35,50,70.0,,8,55,63,87.3,,,
48,Iowa,10,2766,H-L-V,5,15,20,75.0,,9,18,27,66.7,,3,21,24,87.5,,1,17,18,94.4,,6,17,23,73.9,,3,22,25,88.0,,2,22,24,91.7,,,
36,Fremont,13,2772,Hamburg,6,10,16,62.5,,3,10,13,76.9,,10,10,20,50.0,,2,15,17,88.2,,0,0,0,,,0,0,0,,,0,0,0,,,,
35,Franklin,07,2781,Hampton-Dumont,19,74,93,79.6,,20,55,75,73.3,,28,49,77,63.6,,14,80,94,85.1,,9,64,73,87.7,,21,61,82,74.4,,10,64,74,86.5,,,
83,Shelby,13,2826,Harlan,16,77,93,82.8,,11,73,84,86.9,,15,83,98,84.7,,29,70,99,70.7,,12,113,125,90.4,,11,94,105,89.5,,4,119,123,96.7,,,
89,Van Buren,15,2834,Harmony,0,18,18,100.0,,5,23,28,82.1,,7,12,19,63.2,,7,8,15,53.3,,3,12,15,80.0,,8,8,16,50.0,,3,9,12,75.0,,,
30,Dickinson,05,2846,Harris-Lake Park,2,28,30,93.3,,3,27,30,90.0,,3,19,22,86.4,,0,24,24,100.0,,3,30,33,90.9,,2,20,22,90.9,,3,24,27,88.9,,,
71,O'Brien,12,2862,Hartley-Melvin-Sanborn,8,38,46,82.6,,7,44,51,86.3,,14,30,44,68.2,,13,21,34,61.8,,9,37,46,80.4,,7,33,40,82.5,,8,39,47,83.0,,,
