,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
71,O'Brien,12,6099,South O'Brien Comm School District,7,31,38,81.6,,9,28,37,75.7,,12,29,41,70.7,,9,36,45,80,,9,27,36,75,,8,36,44,81.8,,10,40,50,80,,,
96,Winneshiek,01,6100,South Winneshiek Comm School District,6,26,32,81.3,,7,22,29,75.9,,3,25,28,89.3,,10,21,31,67.7,,10,24,34,70.6,,4,18,22,81.8,,9,43,52,82.7,,,
77,Polk,11,6101,Southeast Polk Comm School District,87,407,494,82.4,,90,419,509,82.3,,66,438,504,86.9,,87,442,529,83.6,,92,341,433,78.8,,129,381,510,74.7,,108,354,462,76.6,,,
21,Clay,05,6102,Spencer Comm School District,22,103,125,82.4,,25,111,136,81.6,,33,108,141,76.6,,34,101,135,74.8,,22,116,138,84.1,,30,107,137,78.1,,15,115,130,88.5,,,
30,Dickinson,05,6120,Spirit Lake Comm School District,12,63,75,84,,15,67,82,81.7,,8,59,67,88.1,,18,89,107,83.2,,12,54,66,81.8,,14,61,75,81.3,,14,83,97,85.6,,,
57,Linn,10,6138,Springville Comm School District,4,18,22,81.8,,3,20,23,87,,2,21,23,91.3,,6,18,24,75,,9,21,30,70,,9,20,29,69,,7,22,29,75.9,,,
69,Montgomery,13,6165,Stanton Comm School District,3,13,16,81.3,,1,20,21,95.2,,0,15,15,100,,2,16,18,88.9,,5,10,15,66.7,,8,12,20,60,,1,12,13,92.3,,,
33,Fayette,01,6175,Starmont Comm School District,8,30,38,78.9,,6,32,38,84.2,,5,39,44,88.6,,16,21,37,56.8,,16,32,48,66.7,,14,26,40,65,,6,40,46,87,,,
11,Buena Vista,05,6219,Storm Lake Comm School District,43,127,170,74.7,,37,87,124,70.2,,43,98,141,69.5,,65,105,170,61.8,,51,108,159,67.9,,52,113,165,68.5,,39,104,143,72.7,,,
40,Hamilton,05,6246,Stratford Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,2,11,13,84.6,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
39,Guthrie,11,6264,West Central Valley Comm School District,7,42,49,85.7,,12,45,57,78.9,,9,52,61,85.2,,13,42,55,76.4,,9,47,56,83.9,,9,48,57,84.2,,7,41,48,85.4,,,
09,Bremer,07,6273,Sumner-Fredericksburg Comm School District,30,42,72,58.3,,17,61,78,78.2,,16,49,65,75.4,,10,48,58,82.8,,9,48,57,84.2,,9,48,57,84.2,,8,34,42,81,,,
16,Cedar,10,6408,Tipton Comm School District,8,57,65,87.7,,17,57,74,77,,10,55,65,84.6,,5,62,67,92.5,,19,59,78,75.6,,27,54,81,66.7,,10,54,64,84.4,,,
78,Pottawattamie,13,6453,Treynor Comm School District,8,46,54,85.2,,4,54,58,93.1,,2,61,63,96.8,,10,59,69,85.5,,8,50,58,86.2,,6,54,60,90,,2,38,40,95,,,
78,Pottawattamie,13,6460,Tri-Center Comm School District,3,44,47,93.6,,6,40,46,87,,3,34,37,91.9,,12,30,42,71.4,,5,38,43,88.4,,13,44,57,77.2,,6,41,47,87.2,,,
54,Keokuk,15,6462,Tri-County Comm School District,7,9,16,56.3,,3,11,14,78.6,,8,8,16,50,,7,19,26,73.1,,7,5,12,41.7,,5,12,17,70.6,,5,18,23,78.3,,,
09,Bremer,07,6471,Tripoli Comm School District,13,17,30,56.7,,5,16,21,76.2,,5,21,26,80.8,,7,31,38,81.6,,4,18,22,81.8,,11,27,38,71.1,,3,32,35,91.4,,,
96,Winneshiek,01,6509,Turkey Valley Comm School District,3,19,22,86.4,,5,21,26,80.8,,3,17,20,85,,7,17,24,70.8,,3,18,21,85.7,,2,13,15,86.7,,5,26,31,83.9,,,
63,Marion,11,6512,Twin Cedars Comm School District,3,18,21,85.7,,11,14,25,56,,4,27,31,87.1,,6,16,22,72.7,,5,12,17,70.6,,7,15,22,68.2,,4,17,21,81,,,
46,Humboldt,05,6516,Twin Rivers Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
78,Pottawattamie,13,6534,Underwood Comm School District,0,37,37,100,,5,38,43,88.4,,10,49,59,83.1,,9,39,48,81.3,,13,52,65,80,,19,41,60,68.3,,10,50,60,83.3,,,
07,Black Hawk,07,6536,Union Comm School District,11,65,76,85.5,,11,60,71,84.5,,19,66,85,77.6,,21,39,60,65,,19,69,88,78.4,,18,60,78,76.9,,17,62,79,78.5,,,
08,Boone,11,6561,United Comm School District,7,21,28,75,,2,28,30,93.3,,0,25,25,100,,2,19,21,90.5,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale Comm School District,36,265,301,88,,44,227,271,83.8,,42,238,280,85,,37,231,268,86.2,,59,243,302,80.5,,55,239,294,81.3,,54,233,287,81.2,,,
33,Fayette,01,6591,Valley Comm School District,1,24,25,96,,4,20,24,83.3,,4,19,23,82.6,,11,20,31,64.5,,11,59,70,84.3,,18,64,82,78,,0,0,0,,,,
89,Van Buren,15,6592,Van Buren Comm School District,7,31,38,81.6,,10,30,40,75,,12,14,26,53.8,,11,28,39,71.8,,12,22,34,64.7,,11,37,48,77.1,,10,35,45,77.8,,,
25,Dallas,11,6615,Van Meter Comm School District,2,43,45,95.6,,11,51,62,82.3,,7,46,53,86.8,,6,48,54,88.9,,4,46,50,92,,7,38,45,84.4,,6,59,65,90.8,,,
69,Montgomery,13,6651,Villisca Comm School District,5,13,18,72.2,,11,10,21,47.6,,6,12,18,66.7,,15,32,47,68.1,,15,32,47,68.1,,15,27,42,64.3,,small N,small N,small N,small N,,,
06,Benton,10,6660,Vinton-Shellsburg Comm School District,8,88,96,91.7,,11,78,89,87.6,,14,96,110,87.3,,21,93,114,81.6,,20,97,117,82.9,,11,91,102,89.2,,15,85,100,85,,,
44,Henry,15,6700,Waco Comm School District,19,18,37,48.6,,5,29,34,85.3,,8,19,27,70.4,,12,23,35,65.7,,5,20,25,80,,8,21,29,72.4,,5,22,27,81.5,,,
81,Sac,05,6741,East Sac County Comm School District,11,47,58,81,,8,61,69,88.4,,30,44,74,59.5,,16,42,58,72.4,,10,50,60,83.3,,18,42,60,70,,20,46,66,69.7,,,
58,Louisa,15,6759,Wapello Comm School District,10,29,39,74.4,,26,14,40,35,,9,21,30,70,,11,26,37,70.3,,15,18,33,54.5,,18,31,49,63.3,,12,38,50,76,,,
09,Bremer,07,6762,Wapsie Valley Comm School District,17,40,57,70.2,,10,43,53,81.1,,10,48,58,82.8,,14,41,55,74.5,,11,43,54,79.6,,9,42,51,82.4,,12,38,50,76,,,
92,Washington,10,6768,Washington Comm School District,31,73,104,70.2,,40,66,106,62.3,,25,69,94,73.4,,27,74,101,73.3,,27,89,116,76.7,,37,72,109,66.1,,34,103,137,75.2,,,
07,Black Hawk,07,6795,Waterloo Comm School District,363,410,773,53,,339,455,794,57.3,,277,453,730,62.1,,249,424,673,63,,252,440,692,63.6,,227,435,662,65.7,,189,415,604,68.7,,,
25,Dallas,11,6822,Waukee Comm School District,74,665,739,90,,114,663,777,85.3,,98,639,737,86.7,,108,577,685,84.2,,84,576,660,87.3,,83,595,678,87.8,,68,482,550,87.6,,,
09,Bremer,07,6840,Waverly-Shell Rock Comm School District,24,120,144,83.3,,26,141,167,84.4,,20,122,142,85.9,,28,139,167,83.2,,21,125,146,85.6,,32,143,175,81.7,,18,127,145,87.6,,,
93,Wayne,15,6854,Wayne Comm School District,3,36,39,92.3,,4,39,43,90.7,,4,33,37,89.2,,3,27,30,90,,11,31,42,73.8,,12,24,36,66.7,,12,32,44,72.7,,,
40,Hamilton,05,6867,Webster City Comm School District,11,86,97,88.7,,33,75,108,69.4,,34,85,119,71.4,,25,84,109,77.1,,28,92,120,76.7,,31,86,117,73.5,,25,77,102,75.5,,,
74,Palo Alto,05,6921,West Bend-Mallard Comm School District,4,22,26,84.6,,4,19,23,82.6,,4,18,22,81.8,,6,11,17,64.7,,5,17,22,77.3,,6,24,30,80,,5,21,26,80.8,,,
16,Cedar,10,6930,West Branch Comm School District,16,39,55,70.9,,17,38,55,69.1,,12,39,51,76.5,,19,37,56,66.1,,12,40,52,76.9,,19,45,64,70.3,,8,53,61,86.9,,,
29,Des Moines,15,6937,West Burlington Ind School District,3,62,65,95.4,,11,64,75,85.3,,13,50,63,79.4,,16,60,76,78.9,,8,46,54,85.2,,16,50,66,75.8,,6,56,62,90.3,,,
33,Fayette,01,6943,West Central Comm School District,5,11,16,68.8,,5,13,18,72.2,,3,11,14,78.6,,3,16,19,84.2,,6,13,19,68.4,,2,12,14,85.7,,4,11,15,73.3,,,
28,Delaware,01,6950,West Delaware County Comm School District,16,74,90,82.2,,21,77,98,78.6,,23,76,99,76.8,,15,85,100,85,,19,76,95,80,,23,111,134,82.8,,12,95,107,88.8,,,
77,Polk,11,6957,West Des Moines Comm School District,146,429,575,74.6,,147,442,589,75,,139,458,597,76.7,,116,476,592,80.4,,93,485,578,83.9,,95,570,665,85.7,,130,508,638,79.6,,,
31,Dubuque,01,6961,Western Dubuque Comm School District,22,172,194,88.7,,53,153,206,74.3,,42,184,226,81.4,,43,182,225,80.9,,39,158,197,80.2,,42,180,222,81.1,,65,242,307,78.8,,,
43,Harrison,13,6969,West Harrison Comm School District,13,9,22,40.9,,3,15,18,83.3,,4,15,19,78.9,,2,14,16,87.5,,4,20,24,83.3,,5,21,26,80.8,,7,21,28,75,,,
70,Muscatine,09,6975,West Liberty Comm School District,19,63,82,76.8,,20,55,75,73.3,,30,55,85,64.7,,26,45,71,63.4,,27,69,96,71.9,,22,51,73,69.9,,31,66,97,68,,,
60,Lyon,12,6983,West Lyon Comm School District,7,60,67,89.6,,13,66,79,83.5,,10,55,65,84.6,,10,64,74,86.5,,10,68,78,87.2,,15,50,65,76.9,,2,61,63,96.8,,,
64,Marshall,07,6985,West Marshall Comm School District,8,58,66,87.9,,15,66,81,81.5,,7,64,71,90.1,,16,57,73,78.1,,9,56,65,86.2,,14,59,73,80.8,,10,56,66,84.8,,,
67,Monona,12,6987,West Monona Comm School District,16,25,41,61,,10,26,36,72.2,,15,39,54,72.2,,11,38,49,77.6,,13,37,50,74,,20,28,48,58.3,,7,28,35,80,,,
84,Sioux,12,6990,West Sioux Comm School District,17,42,59,71.2,,23,38,61,62.3,,20,37,57,64.9,,20,38,58,65.5,,9,47,56,83.9,,12,45,57,78.9,,7,38,45,84.4,,,
97,Woodbury,12,6992,Westwood Comm School District,12,27,39,69.2,,5,45,50,90,,11,35,46,76.1,,6,32,38,84.2,,7,33,40,82.5,,5,23,28,82.1,,6,32,38,84.2,,,
67,Monona,12,7002,Whiting Comm School District,small N,small N,small N,small N,,2,12,14,85.7,,5,11,16,68.8,,7,11,18,61.1,,6,8,14,57.1,,3,11,14,78.6,,0,10,10,100,,,
48,Iowa,10,7029,Williamsburg Comm School District,8,73,81,90.1,,9,64,73,87.7,,11,68,79,86.1,,13,69,82,84.1,,21,53,74,71.6,,15,61,76,80.3,,7,83,90,92.2,,,
70,Muscatine,09,7038,Wilton Comm School District,11,54,65,83.1,,10,62,72,86.1,,12,44,56,78.6,,10,52,62,83.9,,10,46,56,82.1,,19,40,59,67.8,,13,40,53,75.5,,,
44,Henry,15,7047,Winfield-Mt Union Comm School District,8,18,26,69.2,,3,17,20,85,,11,20,31,64.5,,3,21,24,87.5,,3,22,25,88,,7,24,31,77.4,,9,22,31,71,,,
61,Madison,11,7056,Winterset Comm School District,33,88,121,72.7,,25,95,120,79.2,,23,95,118,80.5,,12,117,129,90.7,,25,105,130,80.8,,20,77,97,79.4,,29,81,110,73.6,,,
43,Harrison,13,7092,Woodbine Comm School District,12,27,39,69.2,,5,34,39,87.2,,8,25,33,75.8,,9,19,28,67.9,,6,28,34,82.4,,7,27,34,79.4,,6,13,19,68.4,,,
97,Woodbury,12,7098,Woodbury Central Comm School District,6,37,43,86,,10,32,42,76.2,,6,35,41,85.4,,10,28,38,73.7,,6,35,41,85.4,,9,42,51,82.4,,11,34,45,75.6,,,
25,Dallas,11,7110,Woodward-Granger Comm School District,3,64,67,95.5,,11,57,68,83.8,,6,50,56,89.3,,10,46,56,82.1,,12,41,53,77.4,,5,55,60,91.7,,7,42,49,85.7,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,8347,25621,33968,75.4,,8465,25757,34222,75.3,,8096,25805,33901,76.1,,8490,24629,33119,74.4,,8072,24894,32966,75.5,,8061,25313,33374,75.8,,6877,25445,32322,78.7,,,
