,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
91,Warren,11,6094,Southeast Warren Comm School District,17,22,39,56.4,,10,34,44,77.3,,5,18,23,78.3,,5,31,36,86.1,,4,31,35,88.6,,4,33,37,89.2,,5,35,40,87.5,,,
40,Hamilton,05,6095,South Hamilton Comm School District,5,41,46,89.1,,7,33,40,82.5,,7,44,51,86.3,,4,37,41,90.2,,6,47,53,88.7,,11,48,59,81.4,,5,57,62,91.9,,,
94,Webster,05,6096,Southeast Webster Grand Comm School District,8,20,28,71.4,,3,38,41,92.7,,16,54,70,77.1,,15,50,65,76.9,,19,70,89,78.7,,18,52,70,74.3,,0,0,0,,,,
73,Page,13,6097,South Page Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,3,8,11,72.7,,small N,small N,small N,small N,,2,8,10,80.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,35,59,94,62.8,,27,67,94,71.3,,36,72,108,66.7,,35,56,91,61.5,,28,76,104,73.1,,40,65,105,61.9,,24,80,104,76.9,,,
71,O'Brien,12,6099,South O'Brien Comm School District,8,30,38,78.9,,6,31,37,83.8,,9,32,41,78.0,,7,38,45,84.4,,7,29,36,80.6,,6,38,44,86.4,,6,44,50,88.0,,,
96,Winneshiek,01,6100,South Winneshiek Comm School District,6,26,32,81.3,,4,25,29,86.2,,1,27,28,96.4,,5,26,31,83.9,,2,32,34,94.1,,3,19,22,86.4,,0,52,52,100.0,,,
77,Polk,11,6101,Southeast Polk Comm School District,74,420,494,85.0,,82,426,508,83.9,,81,422,503,83.9,,64,466,530,87.9,,49,384,433,88.7,,112,398,510,78.0,,85,375,460,81.5,,,
21,Clay,05,6102,Spencer Comm School District,18,107,125,85.6,,17,119,136,87.5,,26,115,141,81.6,,28,107,135,79.3,,11,127,138,92.0,,16,121,137,88.3,,23,108,131,82.4,,,
30,Dickinson,05,6120,Spirit Lake Comm School District,15,60,75,80.0,,16,66,82,80.5,,13,54,67,80.6,,10,97,107,90.7,,6,60,66,90.9,,9,66,75,88.0,,14,83,97,85.6,,,
57,Linn,10,6138,Springville Comm School District,3,19,22,86.4,,3,20,23,87.0,,5,18,23,78.3,,6,18,24,75.0,,14,16,30,53.3,,10,19,29,65.5,,6,23,29,79.3,,,
69,Montgomery,13,6165,Stanton Comm School District,3,13,16,81.3,,2,19,21,90.5,,1,14,15,93.3,,4,14,18,77.8,,1,14,15,93.3,,4,16,20,80.0,,1,12,13,92.3,,,
33,Fayette,01,6175,Starmont Comm School District,8,30,38,78.9,,5,33,38,86.8,,8,36,44,81.8,,14,23,37,62.2,,11,37,48,77.1,,13,27,40,67.5,,1,45,46,97.8,,,
11,Buena Vista,05,6219,Storm Lake Comm School District,27,143,170,84.1,,29,95,124,76.6,,53,89,142,62.7,,86,84,170,49.4,,49,110,159,69.2,,68,97,165,58.8,,34,108,142,76.1,,,
40,Hamilton,05,6246,Stratford Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,3,10,13,76.9,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
39,Guthrie,11,6264,West Central Valley Comm School District,1,48,49,98.0,,10,47,57,82.5,,9,52,61,85.2,,7,48,55,87.3,,7,49,56,87.5,,5,53,58,91.4,,5,43,48,89.6,,,
09,Bremer,07,6273,Sumner-Fredericksburg Comm School District,26,46,72,63.9,,13,65,78,83.3,,7,58,65,89.2,,11,47,58,81.0,,7,50,57,87.7,,7,50,57,87.7,,7,35,42,83.3,,,
16,Cedar,10,6408,Tipton Comm School District,6,59,65,90.8,,10,64,74,86.5,,15,49,64,76.6,,17,50,67,74.6,,11,68,79,86.1,,16,65,81,80.2,,8,56,64,87.5,,,
78,Pottawattamie,13,6453,Treynor Comm School District,3,51,54,94.4,,4,54,58,93.1,,2,61,63,96.8,,10,59,69,85.5,,2,56,58,96.6,,10,50,60,83.3,,2,38,40,95.0,,,
78,Pottawattamie,13,6460,Tri-Center Comm School District,8,39,47,83.0,,10,36,46,78.3,,11,26,37,70.3,,12,30,42,71.4,,7,36,43,83.7,,9,48,57,84.2,,3,44,47,93.6,,,
54,Keokuk,15,6462,Tri-County Comm School District,7,9,16,56.3,,4,10,14,71.4,,8,8,16,50.0,,9,17,26,65.4,,7,5,12,41.7,,7,10,17,58.8,,7,16,23,69.6,,,
09,Bremer,07,6471,Tripoli Comm School District,8,22,30,73.3,,3,18,21,85.7,,3,23,26,88.5,,8,30,38,78.9,,4,18,22,81.8,,9,29,38,76.3,,5,30,35,85.7,,,
96,Winneshiek,01,6509,Turkey Valley Comm School District,3,19,22,86.4,,5,21,26,80.8,,2,18,20,90.0,,4,20,24,83.3,,0,21,21,100.0,,0,15,15,100.0,,1,30,31,96.8,,,
63,Marion,11,6512,Twin Cedars Comm School District,4,17,21,81.0,,6,19,25,76.0,,10,21,31,67.7,,11,11,22,50.0,,4,13,17,76.5,,9,13,22,59.1,,2,19,21,90.5,,,
46,Humboldt,05,6516,Twin Rivers Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
78,Pottawattamie,13,6534,Underwood Comm School District,0,37,37,100.0,,6,37,43,86.0,,10,49,59,83.1,,10,38,48,79.2,,5,60,65,92.3,,17,43,60,71.7,,4,56,60,93.3,,,
07,Black Hawk,07,6536,Union Comm School District,8,68,76,89.5,,6,65,71,91.5,,10,75,85,88.2,,11,49,60,81.7,,11,77,88,87.5,,14,64,78,82.1,,15,65,80,81.3,,,
08,Boone,11,6561,United Comm School District,7,21,28,75.0,,2,28,30,93.3,,6,19,25,76.0,,3,18,21,85.7,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale Comm School District,38,263,301,87.4,,30,241,271,88.9,,46,234,280,83.6,,26,242,268,90.3,,28,274,302,90.7,,51,242,293,82.6,,51,235,286,82.2,,,
33,Fayette,01,6591,Valley Comm School District,1,24,25,96.0,,5,20,25,80.0,,5,18,23,78.3,,4,27,31,87.1,,7,63,70,90.0,,11,71,82,86.6,,0,0,0,,,,
89,Van Buren,15,6592,Van Buren Comm School District,9,29,38,76.3,,11,29,40,72.5,,14,12,26,46.2,,9,30,39,76.9,,9,25,34,73.5,,15,33,48,68.8,,9,36,45,80.0,,,
25,Dallas,11,6615,Van Meter Comm School District,1,44,45,97.8,,5,57,62,91.9,,8,45,53,84.9,,5,49,54,90.7,,3,47,50,94.0,,6,39,45,86.7,,5,60,65,92.3,,,
69,Montgomery,13,6651,Villisca Comm School District,2,16,18,88.9,,5,16,21,76.2,,5,13,18,72.2,,19,28,47,59.6,,13,34,47,72.3,,11,31,42,73.8,,small N,small N,small N,small N,,,
06,Benton,10,6660,Vinton-Shellsburg Comm School District,12,84,96,87.5,,9,80,89,89.9,,16,94,110,85.5,,14,100,114,87.7,,11,106,117,90.6,,6,96,102,94.1,,8,92,100,92.0,,,
44,Henry,15,6700,Waco Comm School District,13,24,37,64.9,,5,29,34,85.3,,4,23,27,85.2,,8,27,35,77.1,,5,20,25,80.0,,10,19,29,65.5,,3,24,27,88.9,,,
81,Sac,05,6741,East Sac County Comm School District,10,48,58,82.8,,5,64,69,92.8,,32,42,74,56.8,,8,50,58,86.2,,9,51,60,85.0,,13,47,60,78.3,,18,48,66,72.7,,,
58,Louisa,15,6759,Wapello Comm School District,13,26,39,66.7,,20,20,40,50.0,,7,23,30,76.7,,7,30,37,81.1,,10,23,33,69.7,,19,30,49,61.2,,11,39,50,78.0,,,
09,Bremer,07,6762,Wapsie Valley Comm School District,12,45,57,78.9,,6,47,53,88.7,,7,51,58,87.9,,9,46,55,83.6,,8,46,54,85.2,,14,37,51,72.5,,9,41,50,82.0,,,
92,Washington,10,6768,Washington Comm School District,24,80,104,76.9,,34,72,106,67.9,,19,75,94,79.8,,25,76,101,75.2,,25,91,116,78.4,,29,80,109,73.4,,34,104,138,75.4,,,
07,Black Hawk,07,6795,Waterloo Comm School District,320,453,773,58.6,,306,487,793,61.4,,280,450,730,61.6,,224,450,674,66.8,,171,521,692,75.3,,202,460,662,69.5,,171,433,604,71.7,,,
25,Dallas,11,6822,Waukee Comm School District,64,675,739,91.3,,80,697,777,89.7,,62,675,737,91.6,,70,615,685,89.8,,45,615,660,93.2,,81,597,678,88.1,,55,495,550,90.0,,,
09,Bremer,07,6840,Waverly-Shell Rock Comm School District,13,131,144,91.0,,16,151,167,90.4,,25,117,142,82.4,,17,150,167,89.8,,7,139,146,95.2,,18,157,175,89.7,,13,132,145,91.0,,,
93,Wayne,15,6854,Wayne Comm School District,5,34,39,87.2,,0,43,43,100.0,,10,27,37,73.0,,4,26,30,86.7,,5,37,42,88.1,,6,30,36,83.3,,6,38,44,86.4,,,
40,Hamilton,05,6867,Webster City Comm School District,9,88,97,90.7,,28,80,108,74.1,,39,80,119,67.2,,27,81,108,75.0,,17,103,120,85.8,,22,95,117,81.2,,14,88,102,86.3,,,
74,Palo Alto,05,6921,West Bend-Mallard Comm School District,2,24,26,92.3,,2,21,23,91.3,,4,18,22,81.8,,7,10,17,58.8,,1,21,22,95.5,,9,21,30,70.0,,6,20,26,76.9,,,
16,Cedar,10,6930,West Branch Comm School District,14,41,55,74.5,,10,45,55,81.8,,9,42,51,82.4,,14,42,56,75.0,,7,45,52,86.5,,16,48,64,75.0,,6,55,61,90.2,,,
29,Des Moines,15,6937,West Burlington Ind School District,4,61,65,93.8,,6,69,75,92.0,,10,53,63,84.1,,24,52,76,68.4,,11,43,54,79.6,,21,45,66,68.2,,6,56,62,90.3,,,
33,Fayette,01,6943,West Central Comm School District,8,7,15,46.7,,4,14,18,77.8,,0,14,14,100.0,,1,18,19,94.7,,0,19,19,100.0,,3,11,14,78.6,,2,13,15,86.7,,,
28,Delaware,01,6950,West Delaware County Comm School District,7,84,91,92.3,,14,84,98,85.7,,17,82,99,82.8,,20,80,100,80.0,,14,81,95,85.3,,20,114,134,85.1,,6,101,107,94.4,,,
77,Polk,11,6957,West Des Moines Comm School District,114,462,576,80.2,,110,480,590,81.4,,103,493,596,82.7,,93,499,592,84.3,,73,505,578,87.4,,138,527,665,79.2,,108,531,639,83.1,,,
31,Dubuque,01,6961,Western Dubuque Comm School District,22,172,194,88.7,,35,170,205,82.9,,32,194,226,85.8,,31,194,225,86.2,,13,184,197,93.4,,19,203,222,91.4,,33,275,308,89.3,,,
43,Harrison,13,6969,West Harrison Comm School District,13,9,22,40.9,,3,15,18,83.3,,6,13,19,68.4,,2,14,16,87.5,,5,19,24,79.2,,6,20,26,76.9,,6,22,28,78.6,,,
70,Muscatine,09,6975,West Liberty Comm School District,22,60,82,73.2,,19,55,74,74.3,,40,45,85,52.9,,20,52,72,72.2,,19,77,96,80.2,,17,56,73,76.7,,17,80,97,82.5,,,
60,Lyon,12,6983,West Lyon Comm School District,6,61,67,91.0,,13,66,79,83.5,,10,55,65,84.6,,8,66,74,89.2,,5,73,78,93.6,,7,58,65,89.2,,1,62,63,98.4,,,
64,Marshall,07,6985,West Marshall Comm School District,7,59,66,89.4,,18,62,80,77.5,,10,61,71,85.9,,14,59,73,80.8,,7,58,65,89.2,,11,62,73,84.9,,7,59,66,89.4,,,
67,Monona,12,6987,West Monona Comm School District,11,30,41,73.2,,10,26,36,72.2,,30,24,54,44.4,,14,35,49,71.4,,12,38,50,76.0,,19,29,48,60.4,,7,27,34,79.4,,,
84,Sioux,12,6990,West Sioux Comm School District,10,49,59,83.1,,14,47,61,77.0,,26,31,57,54.4,,12,46,58,79.3,,5,51,56,91.1,,16,41,57,71.9,,9,36,45,80.0,,,
97,Woodbury,12,6992,Westwood Comm School District,11,28,39,71.8,,5,45,50,90.0,,10,36,46,78.3,,9,29,38,76.3,,4,36,40,90.0,,8,20,28,71.4,,6,32,38,84.2,,,
67,Monona,12,7002,Whiting Comm School District,small N,small N,small N,small N,,2,12,14,85.7,,2,14,16,87.5,,7,11,18,61.1,,3,11,14,78.6,,4,10,14,71.4,,1,9,10,90.0,,,
48,Iowa,10,7029,Williamsburg Comm School District,8,73,81,90.1,,18,56,74,75.7,,11,68,79,86.1,,15,68,83,81.9,,12,62,74,83.8,,8,68,76,89.5,,6,84,90,93.3,,,
70,Muscatine,09,7038,Wilton Comm School District,13,52,65,80.0,,16,57,73,78.1,,16,40,56,71.4,,18,44,62,71.0,,2,54,56,96.4,,16,43,59,72.9,,7,46,53,86.8,,,
44,Henry,15,7047,Winfield-Mt Union Comm School District,4,22,26,84.6,,6,14,20,70.0,,6,25,31,80.6,,4,20,24,83.3,,2,23,25,92.0,,3,28,31,90.3,,9,22,31,71.0,,,
61,Madison,11,7056,Winterset Comm School District,13,108,121,89.3,,20,100,120,83.3,,20,98,118,83.1,,8,121,129,93.8,,13,116,129,89.9,,16,81,97,83.5,,15,94,109,86.2,,,
43,Harrison,13,7092,Woodbine Comm School District,12,27,39,69.2,,2,37,39,94.9,,4,29,33,87.9,,6,21,27,77.8,,4,30,34,88.2,,10,24,34,70.6,,2,16,18,88.9,,,
97,Woodbury,12,7098,Woodbury Central Comm School District,5,38,43,88.4,,10,32,42,76.2,,9,32,41,78.0,,6,32,38,84.2,,4,37,41,90.2,,11,40,51,78.4,,2,43,45,95.6,,,
25,Dallas,11,7110,Woodward-Granger Comm School District,1,66,67,98.5,,10,58,68,85.3,,6,50,56,89.3,,3,53,56,94.6,,6,48,54,88.9,,8,52,60,86.7,,6,43,49,87.8,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,7495,26467,33962,77.9,,7400,26820,34220,78.4,,8325,25571,33896,75.4,,7936,25188,33124,76.0,,5581,27372,32953,83.1,,7968,25335,33303,76.1,,5672,26634,32306,82.4,,,
