,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
92,Washington,10,2977,Highland,13,32,45,71.1,,13,38,51,74.5,,10,36,46,78.3,,17,31,48,64.6,,20,24,44,54.5,,17,28,45,62.2,,20,33,53,62.3,,,
75,Plymouth,12,2988,Hinton,8,55,63,87.3,,8,40,48,83.3,,9,48,57,84.2,,13,49,62,79.0,,6,42,48,87.5,,8,40,48,83.3,,9,45,54,83.3,,,
45,Howard,01,3029,Howard-Winneshiek,23,51,74,68.9,,15,38,53,71.7,,21,56,77,72.7,,15,58,73,79.5,,19,44,63,69.8,,29,71,100,71.0,,29,75,104,72.1,,,
42,Hardin,07,3033,Hubbard-Radcliffe,7,27,34,79.4,,3,13,16,81.3,,5,19,24,79.2,,4,56,60,93.3,,11,51,62,82.3,,8,48,56,85.7,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson,7,51,58,87.9,,13,48,61,78.7,,12,32,44,72.7,,13,43,56,76.8,,13,45,58,77.6,,11,38,49,77.6,,4,30,34,88.2,,,
46,Humboldt,05,3060,Humboldt,7,72,79,91.1,,9,79,88,89.8,,19,77,96,80.2,,16,79,95,83.2,,21,60,81,74.1,,18,98,116,84.5,,7,103,110,93.6,,,
10,Buchanan,07,3105,Independence,15,77,92,83.7,,9,80,89,89.9,,17,73,90,81.1,,24,69,93,74.2,,35,53,88,60.2,,29,74,103,71.8,,31,79,110,71.8,,,
91,Warren,11,3114,Indianola,29,207,236,87.7,,39,195,234,83.3,,33,198,231,85.7,,31,212,243,87.2,,47,238,285,83.5,,50,196,246,79.7,,42,201,243,82.7,,,
61,Madison,11,3119,Interstate 35,9,52,61,85.2,,20,47,67,70.1,,12,49,61,80.3,,7,51,58,87.9,,5,41,46,89.1,,8,49,57,86.0,,7,45,52,86.5,,,
52,Johnson,10,3141,Iowa City,230,728,958,76.0,,227,716,943,75.9,,221,648,869,74.6,,226,708,934,75.8,,178,686,864,79.4,,226,644,870,74.0,,156,687,843,81.5,,,
42,Hardin,07,3150,Iowa Falls,18,52,70,74.3,,24,56,80,70.0,,17,54,71,76.1,,0,0,0,,,16,78,94,83.0,,21,81,102,79.4,,9,89,98,90.8,,,
48,Iowa,10,3154,Iowa Valley,6,27,33,81.8,,6,30,36,83.3,,5,29,34,85.3,,13,29,42,69.0,,9,22,31,71.0,,6,37,43,86.0,,4,21,25,84.0,,,
24,Crawford,13,3168,IKM-Manning,6,33,39,84.6,,5,40,45,88.9,,6,35,41,85.4,,6,48,54,88.9,,9,33,42,78.6,,7,33,40,82.5,,12,43,55,78.2,,,
09,Bremer,07,3186,Janesville Consolidated,8,20,28,71.4,,4,15,19,78.9,,6,18,24,75.0,,3,21,24,87.5,,4,21,25,84.0,,8,14,22,63.6,,3,15,18,83.3,,,
37,Greene,05,3195,Greene County,20,65,85,76.5,,23,66,89,74.2,,16,66,82,80.5,,25,52,77,67.5,,19,74,93,79.6,,13,70,83,84.3,,19,74,93,79.6,,,
10,Buchanan,07,3204,Jesup,20,63,83,75.9,,22,61,83,73.5,,16,53,69,76.8,,14,61,75,81.3,,10,49,59,83.1,,14,64,78,82.1,,7,36,43,83.7,,,
77,Polk,11,3231,Johnston,40,398,438,90.9,,39,411,450,91.3,,47,422,469,90.0,,53,434,487,89.1,,49,453,502,90.2,,46,419,465,90.1,,55,415,470,88.3,,,
56,Lee,15,3312,Keokuk,46,101,147,68.7,,34,89,123,72.4,,24,78,102,76.5,,29,80,109,73.4,,29,75,104,72.1,,34,92,126,73.0,,44,85,129,65.9,,,
54,Keokuk,15,3330,Keota,1,29,30,96.7,,10,19,29,65.5,,2,16,18,88.9,,1,11,12,91.7,,7,18,25,72.0,,6,18,24,75.0,,5,11,16,68.8,,,
75,Plymouth,12,3348,Kingsley-Pierson,1,26,27,96.3,,6,22,28,78.6,,5,36,41,87.8,,3,21,24,87.5,,7,31,38,81.6,,5,19,24,79.2,,10,22,32,68.8,,,
63,Marion,11,3375,Knoxville,29,98,127,77.2,,27,89,116,76.7,,28,89,117,76.1,,19,88,107,82.2,,22,88,110,80.0,,23,97,120,80.8,,24,96,120,80.0,,,
95,Winnebago,07,3420,Lake Mills,4,48,52,92.3,,3,50,53,94.3,,10,34,44,77.3,,7,35,42,83.3,,14,41,55,74.5,,11,39,50,78.0,,12,40,52,76.9,,,
27,Decatur,13,3465,Lamoni,9,10,19,52.6,,9,14,23,60.9,,7,19,26,73.1,,2,24,26,92.3,,8,21,29,72.4,,4,17,21,81.0,,2,10,12,83.3,,,
76,Pocahontas,05,3537,Laurens-Marathon,9,12,21,57.1,,6,10,16,62.5,,5,17,22,77.3,,6,8,14,57.1,,5,6,11,54.5,,7,11,18,61.1,,4,10,14,71.4,,,
97,Woodbury,12,3555,Lawton-Bronson,5,47,52,90.4,,4,36,40,90.0,,9,25,34,73.5,,6,35,41,85.4,,7,34,41,82.9,,5,40,45,88.9,,8,32,40,80.0,,,
75,Plymouth,12,3600,Le Mars,26,123,149,82.6,,24,118,142,83.1,,22,100,122,82.0,,19,116,135,85.9,,26,128,154,83.1,,27,121,148,81.8,,20,111,131,84.7,,,
87,Taylor,13,3609,Lenox,4,27,31,87.1,,3,25,28,89.3,,3,31,34,91.2,,9,33,42,78.6,,9,19,28,67.9,,9,21,30,70.0,,5,29,34,85.3,,,
78,Pottawattamie,13,3645,Lewis Central,51,138,189,73.0,,48,157,205,76.6,,57,128,185,69.2,,70,155,225,68.9,,48,149,197,75.6,,80,154,234,65.8,,28,176,204,86.3,,,
16,Cedar,10,3691,North Cedar,11,21,32,65.6,,14,37,51,72.5,,10,40,50,80.0,,17,30,47,63.8,,18,31,49,63.3,,14,41,55,74.5,,17,41,58,70.7,,,
57,Linn,10,3715,Linn-Mar,80,446,526,84.8,,78,455,533,85.4,,84,426,510,83.5,,86,429,515,83.3,,80,469,549,85.4,,81,424,505,84.0,,63,371,434,85.5,,,
57,Linn,10,3744,Lisbon,12,39,51,76.5,,9,43,52,82.7,,3,44,47,93.6,,4,30,34,88.2,,4,49,53,92.5,,10,27,37,73.0,,11,30,41,73.2,,,
43,Harrison,13,3798,Logan-Magnolia,4,40,44,90.9,,7,35,42,83.3,,8,35,43,81.4,,6,31,37,83.8,,7,32,39,82.1,,11,42,53,79.2,,10,31,41,75.6,,,
52,Johnson,10,3816,Lone Tree,8,28,36,77.8,,7,18,25,72.0,,8,27,35,77.1,,17,24,41,58.5,,5,34,39,87.2,,3,26,29,89.7,,7,20,27,74.1,,,
58,Louisa,09,3841,Louisa-Muscatine,12,40,52,76.9,,10,41,51,80.4,,10,45,55,81.8,,9,52,61,85.2,,14,42,56,75.0,,14,50,64,78.1,,9,40,49,81.6,,,
55,Kossuth,05,3897,LuVerne,small N,small N,small N,small N,,small N,small N,small N,small N,,7,11,18,61.1,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully,7,22,29,75.9,,9,22,31,71.0,,14,30,44,68.2,,5,30,35,85.7,,12,27,39,69.2,,2,24,26,92.3,,1,31,32,96.9,,,
08,Boone,11,3942,Madrid,7,32,39,82.1,,13,44,57,77.2,,11,33,44,75.0,,8,31,39,79.5,,10,51,61,83.6,,7,35,42,83.3,,11,40,51,78.4,,,
65,Mills,13,3978,East Mills,10,26,36,72.2,,8,29,37,78.4,,4,33,37,89.2,,4,26,30,86.7,,7,25,32,78.1,,8,24,32,75.0,,11,26,37,70.3,,,
13,Calhoun,05,4023,Manson Northwest Webster,19,43,62,69.4,,19,29,48,60.4,,10,39,49,79.6,,12,38,50,76.0,,17,32,49,65.3,,11,38,49,77.6,,10,33,43,76.7,,,
67,Monona,12,4033,Maple Valley-Anthon Oto,8,31,39,79.5,,11,36,47,76.6,,12,31,43,72.1,,11,25,36,69.4,,11,18,29,62.1,,6,41,47,87.2,,10,38,48,79.2,,,
49,Jackson,09,4041,Maquoketa,21,64,85,75.3,,18,51,69,73.9,,18,57,75,76.0,,20,53,73,72.6,,27,57,84,67.9,,31,78,109,71.6,,36,92,128,71.9,,,
28,Delaware,01,4043,Maquoketa Valley,4,42,46,91.3,,2,43,45,95.6,,2,40,42,95.2,,4,44,48,91.7,,10,49,59,83.1,,4,41,45,91.1,,6,46,52,88.5,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn,1,23,24,95.8,,10,17,27,63.0,,3,28,31,90.3,,2,25,27,92.6,,6,17,23,73.9,,5,15,20,75.0,,8,11,19,57.9,,,
57,Linn,10,4086,Marion Independent,22,95,117,81.2,,21,121,142,85.2,,26,122,148,82.4,,37,99,136,72.8,,41,115,156,73.7,,28,105,133,78.9,,39,97,136,71.3,,,
64,Marshall,07,4104,Marshalltown,118,211,329,64.1,,142,185,327,56.6,,135,191,326,58.6,,119,193,312,61.9,,128,183,311,58.8,,124,210,334,62.9,,95,181,276,65.6,,,
91,Warren,11,4122,Martensdale-St Marys,6,25,31,80.6,,12,31,43,72.1,,5,24,29,82.8,,9,28,37,75.7,,8,38,46,82.6,,10,31,41,75.6,,12,28,40,70.0,,,
17,Cerro Gordo,07,4131,Mason City,91,183,274,66.8,,79,202,281,71.9,,81,169,250,67.6,,97,165,262,63.0,,57,180,237,75.9,,73,179,252,71.0,,59,168,227,74.0,,,
84,Sioux,12,4149,MOC-Floyd Valley,4,79,83,95.2,,8,102,110,92.7,,7,96,103,93.2,,17,79,96,82.3,,14,60,74,81.1,,13,80,93,86.0,,10,90,100,90.0,,,
29,Des Moines,15,4203,Mediapolis,6,51,57,89.5,,6,54,60,90.0,,13,39,52,75.0,,7,45,52,86.5,,11,39,50,78.0,,11,35,46,76.1,,6,45,51,88.2,,,
63,Marion,11,4212,Melcher-Dallas,6,23,29,79.3,,2,15,17,88.2,,4,25,29,86.2,,8,17,25,68.0,,6,19,25,76.0,,6,12,18,66.7,,2,15,17,88.2,,,
53,Jones,10,4269,Midland,7,28,35,80.0,,6,23,29,79.3,,9,23,32,71.9,,12,15,27,55.6,,6,28,34,82.4,,12,21,33,63.6,,10,17,27,63.0,,,
92,Washington,10,4271,Mid-Prairie,16,75,91,82.4,,21,72,93,77.4,,20,74,94,78.7,,27,73,100,73.0,,25,67,92,72.8,,17,72,89,80.9,,14,62,76,81.6,,,
43,Harrison,13,4356,Missouri Valley,21,39,60,65.0,,21,32,53,60.4,,15,37,52,71.2,,10,41,51,80.4,,25,49,74,66.2,,16,35,51,68.6,,9,43,52,82.7,,,
22,Clayton,01,4419,MFL MarMac,14,41,55,74.5,,13,47,60,78.3,,14,34,48,70.8,,12,40,52,76.9,,11,35,46,76.1,,6,36,42,85.7,,17,33,50,66.0,,,
79,Poweshiek,07,4437,Montezuma,3,35,38,92.1,,3,27,30,90.0,,5,26,31,83.9,,8,28,36,77.8,,8,23,31,74.2,,6,25,31,80.6,,11,37,48,77.1,,,
53,Jones,10,4446,Monticello,7,53,60,88.3,,3,67,70,95.7,,26,66,92,71.7,,27,53,80,66.3,,16,63,79,79.7,,23,59,82,72.0,,11,58,69,84.1,,,
04,Appanoose,15,4491,Moravia,7,16,23,69.6,,5,20,25,80.0,,6,24,30,80.0,,10,13,23,56.5,,8,23,31,74.2,,9,16,25,64.0,,4,22,26,84.6,,,
93,Wayne,13,4505,Mormon Trail,1,12,13,92.3,,4,12,16,75.0,,5,12,17,70.6,,4,13,17,76.5,,6,9,15,60.0,,2,11,13,84.6,,3,10,13,76.9,,,
58,Louisa,15,4509,Morning Sun,1,14,15,93.3,,0,13,13,100.0,,3,14,17,82.4,,1,12,13,92.3,,small N,small N,small N,small N,,8,11,19,57.9,,1,9,10,90.0,,,
04,Appanoose,15,4518,Moulton-Udell,5,11,16,68.8,,4,13,17,76.5,,2,10,12,83.3,,3,8,11,72.7,,4,10,14,71.4,,small N,small N,small N,small N,,5,13,18,72.2,,,
80,Ringgold,13,4527,Mount Ayr,17,35,52,67.3,,7,33,40,82.5,,7,49,56,87.5,,5,30,35,85.7,,11,36,47,76.6,,8,41,49,83.7,,6,30,36,83.3,,,
44,Henry,15,4536,Mount Pleasant,25,106,131,80.9,,28,83,111,74.8,,33,109,142,76.8,,30,82,112,73.2,,37,104,141,73.8,,34,104,138,75.4,,30,128,158,81.0,,,
57,Linn,10,4554,Mount Vernon,9,81,90,90.0,,9,80,89,89.9,,14,80,94,85.1,,6,78,84,92.9,,7,85,92,92.4,,10,89,99,89.9,,6,97,103,94.2,,,
20,Clarke,13,4572,Murray,3,22,25,88.0,,8,15,23,65.2,,9,18,27,66.7,,4,18,22,81.8,,8,19,27,70.4,,1,15,16,93.8,,2,22,24,91.7,,,
70,Muscatine,09,4581,Muscatine,101,248,349,71.1,,91,277,368,75.3,,135,219,354,61.9,,95,228,323,70.6,,106,276,382,72.3,,112,257,369,69.6,,100,244,344,70.9,,,
09,Bremer,07,4599,Nashua-Plainfield,8,40,48,83.3,,11,30,41,73.2,,7,34,41,82.9,,9,36,45,80.0,,10,36,46,78.3,,9,26,35,74.3,,6,23,29,79.3,,,
85,Story,11,4617,Nevada,14,95,109,87.2,,28,78,106,73.6,,18,89,107,83.2,,20,84,104,80.8,,24,94,118,79.7,,16,79,95,83.2,,24,83,107,77.6,,,
11,Buena Vista,05,4644,Newell-Fonda,9,28,37,75.7,,9,21,30,70.0,,10,33,43,76.7,,10,32,42,76.2,,2,23,25,92.0,,8,16,24,66.7,,5,23,28,82.1,,,
19,Chickasaw,01,4662,New Hampton,12,51,63,81.0,,18,53,71,74.6,,13,59,72,81.9,,7,44,51,86.3,,13,57,70,81.4,,14,49,63,77.8,,18,62,80,77.5,,,
44,Henry,15,4689,New London,5,31,36,86.1,,5,22,27,81.5,,12,32,44,72.7,,10,30,40,75.0,,6,23,29,79.3,,10,29,39,74.4,,4,27,31,87.1,,,
50,Jasper,11,4725,Newton,33,162,195,83.1,,32,157,189,83.1,,48,158,206,76.7,,38,150,188,79.8,,47,156,203,76.8,,47,164,211,77.7,,38,133,171,77.8,,,
98,Worth,07,4772,Central Springs,3,48,51,94.1,,11,39,50,78.0,,10,35,45,77.8,,11,55,66,83.3,,9,31,40,77.5,,9,41,50,82.0,,11,43,54,79.6,,,
23,Clinton,09,4773,Northeast,4,50,54,92.6,,13,47,60,78.3,,9,37,46,80.4,,5,45,50,90.0,,7,53,60,88.3,,12,47,59,79.7,,15,55,70,78.6,,,
33,Fayette,01,4774,North Fayette,5,46,51,90.2,,2,45,47,95.7,,6,47,53,88.7,,14,32,46,69.6,,0,0,0,,,0,0,0,,,18,64,82,78.0,,,
40,Hamilton,05,4775,Northeast Hamilton,0,11,11,100.0,,6,8,14,57.1,,small N,small N,small N,small N,,4,11,15,73.3,,0,0,0,,,0,0,0,,,0,0,0,,,,
62,Mahaska,15,4776,North Mahaska,2,40,42,95.2,,4,23,27,85.2,,6,32,38,84.2,,5,28,33,84.8,,4,26,30,86.7,,7,30,37,81.1,,11,47,58,81.0,,,
57,Linn,10,4777,North Linn,9,27,36,75.0,,7,34,41,82.9,,3,41,44,93.2,,7,47,54,87.0,,13,43,56,76.8,,11,39,50,78.0,,12,37,49,75.5,,,
55,Kossuth,05,4778,North Kossuth,0,19,19,100.0,,0,22,22,100.0,,4,12,16,75.0,,15,32,47,68.1,,12,34,46,73.9,,7,40,47,85.1,,0,0,0,,,,
77,Polk,11,4779,North Polk,16,113,129,87.6,,10,105,115,91.3,,22,94,116,81.0,,11,81,92,88.0,,12,110,122,90.2,,10,84,94,89.4,,8,85,93,91.4,,,
82,Scott,09,4784,North Scott,25,187,212,88.2,,35,182,217,83.9,,32,198,230,86.1,,42,169,211,80.1,,37,181,218,83.0,,22,200,222,90.1,,44,165,209,78.9,,,
86,Tama,07,4785,North Tama County,2,31,33,93.9,,7,30,37,81.1,,3,28,31,90.3,,1,33,34,97.1,,9,28,37,75.7,,9,30,39,76.9,,1,33,34,97.1,,,
96,Winneshiek,01,4787,North Winneshiek,small N,small N,small N,small N,,3,15,18,83.3,,1,12,13,92.3,,6,8,14,57.1,,0,10,10,100.0,,2,8,10,80.0,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett,9,33,42,78.6,,9,26,35,74.3,,5,23,28,82.1,,7,27,34,79.4,,9,30,39,76.9,,8,24,32,75.0,,5,32,37,86.5,,,
91,Warren,11,4797,Norwalk,27,139,166,83.7,,28,172,200,86.0,,24,191,215,88.8,,20,173,193,89.6,,21,136,157,86.6,,32,176,208,84.6,,23,155,178,87.1,,,
81,Sac,05,4860,Odebolt-Arthur,0,24,24,100.0,,3,21,24,87.5,,8,21,29,72.4,,14,50,64,78.1,,10,61,71,85.9,,17,68,85,80.0,,0,0,0,,,,
33,Fayette,01,4869,Oelwein,28,57,85,67.1,,23,69,92,75.0,,21,64,85,75.3,,20,51,71,71.8,,22,61,83,73.5,,19,62,81,76.5,,15,73,88,83.0,,,
08,Boone,11,4878,Ogden,7,36,43,83.7,,5,49,54,90.7,,5,34,39,87.2,,4,37,41,90.2,,9,43,52,82.7,,8,48,56,85.7,,10,47,57,82.5,,,
30,Dickinson,05,4890,Okoboji,10,56,66,84.8,,7,61,68,89.7,,15,57,72,79.2,,9,66,75,88.0,,7,51,58,87.9,,8,51,59,86.4,,5,50,55,90.9,,,
53,Jones,10,4905,Olin Consolidated,1,10,11,90.9,,1,9,10,90.0,,small N,small N,small N,small N,,1,9,10,90.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg,small N,small N,small N,small N,,5,7,12,58.3,,small N,small N,small N,small N,,small N,small N,small N,small N,,3,7,10,70.0,,3,7,10,70.0,,6,8,14,57.1,,,
66,Mitchell,07,4995,Osage,9,53,62,85.5,,15,48,63,76.2,,10,60,70,85.7,,12,45,57,78.9,,11,48,59,81.4,,19,51,70,72.9,,17,60,77,77.9,,,
62,Mahaska,15,5013,Oskaloosa,37,104,141,73.8,,49,113,162,69.8,,44,107,151,70.9,,37,123,160,76.9,,75,109,184,59.2,,63,89,152,58.6,,36,128,164,78.0,,,
90,Wapello,15,5049,Ottumwa,143,203,346,58.7,,125,161,286,56.3,,133,186,319,58.3,,105,189,294,64.3,,86,198,284,69.7,,102,184,286,64.3,,82,174,256,68.0,,,
39,Guthrie,11,5121,Panorama,13,26,39,66.7,,11,35,46,76.1,,11,34,45,75.6,,23,41,64,64.1,,21,42,63,66.7,,12,39,51,76.5,,10,39,49,79.6,,,
37,Greene,05,5139,Paton-Churdan,2,11,13,84.6,,small N,small N,small N,small N,,1,11,12,91.7,,1,13,14,92.9,,2,11,13,84.6,,1,12,13,92.3,,small N,small N,small N,small N,,,
50,Jasper,11,5160,PCM,14,62,76,81.6,,14,54,68,79.4,,14,59,73,80.8,,19,44,63,69.8,,14,69,83,83.1,,10,71,81,87.7,,9,55,64,85.9,,,
54,Keokuk,15,5163,Pekin,4,34,38,89.5,,1,31,32,96.9,,4,55,59,93.2,,6,34,40,85.0,,11,36,47,76.6,,21,28,49,57.1,,11,36,47,76.6,,,
63,Marion,11,5166,Pella,14,133,147,90.5,,12,148,160,92.5,,10,160,170,94.1,,12,134,146,91.8,,29,125,154,81.2,,19,133,152,87.5,,11,164,175,93.7,,,
25,Dallas,11,5184,Perry,50,62,112,55.4,,43,61,104,58.7,,27,62,89,69.7,,52,63,115,54.8,,42,59,101,58.4,,44,99,143,69.2,,32,90,122,73.8,,,
82,Scott,09,5250,Pleasant Valley,38,300,338,88.8,,40,275,315,87.3,,41,272,313,86.9,,32,296,328,90.2,,25,272,297,91.6,,37,272,309,88.0,,18,263,281,93.6,,,
63,Marion,11,5256,Pleasantville,1,44,45,97.8,,5,44,49,89.8,,6,41,47,87.2,,15,37,52,71.2,,12,34,46,73.9,,11,43,54,79.6,,8,33,41,80.5,,,
76,Pocahontas,05,5283,Pocahontas Area,5,34,39,87.2,,10,23,33,69.7,,7,34,41,82.9,,6,36,42,85.7,,11,39,50,78.0,,10,37,47,78.7,,9,45,54,83.3,,,
03,Allamakee,01,5310,Postville,18,34,52,65.4,,21,24,45,53.3,,29,13,42,31.0,,27,23,50,46.0,,22,25,47,53.2,,17,19,36,52.8,,24,23,47,48.9,,,
94,Webster,05,5325,Prairie Valley,8,30,38,78.9,,4,29,33,87.9,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,24,60,84,71.4,,,
02,Adams,13,5328,Prescott,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
69,Montgomery,13,5463,Red Oak,39,43,82,52.4,,21,49,70,70.0,,10,56,66,84.8,,34,39,73,53.4,,28,42,70,60.0,,21,50,71,70.4,,23,60,83,72.3,,,
75,Plymouth,12,5486,Remsen-Union,7,27,34,79.4,,5,18,23,78.3,,7,17,24,70.8,,2,16,18,88.9,,3,15,18,83.3,,0,17,17,100.0,,4,23,27,85.2,,,
45,Howard,01,5508,Riceville,8,22,30,73.3,,2,19,21,90.5,,7,11,18,61.1,,9,14,23,60.9,,5,21,26,80.8,,10,12,22,54.5,,8,13,21,61.9,,,
78,Pottawattamie,13,5510,Riverside,11,27,38,71.1,,10,33,43,76.7,,11,36,47,76.6,,8,21,29,72.4,,11,32,43,74.4,,8,35,43,81.4,,7,32,39,82.1,,,
84,Sioux,12,5607,Rock Valley,11,46,57,80.7,,18,49,67,73.1,,23,39,62,62.9,,15,39,54,72.2,,12,37,49,75.5,,9,46,55,83.6,,12,35,47,74.5,,,
85,Story,11,5643,Roland-Story,14,65,79,82.3,,11,70,81,86.4,,13,61,74,82.4,,8,56,64,87.5,,10,71,81,87.7,,17,56,73,76.7,,18,52,70,74.3,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk,6,27,33,81.8,,7,21,28,75.0,,7,18,25,72.0,,7,24,31,77.4,,11,25,36,69.4,,8,20,28,71.4,,4,38,42,90.5,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire,1,9,10,90.0,,2,12,14,85.7,,7,6,13,46.2,,4,9,13,69.2,,6,7,13,53.8,,5,8,13,61.5,,2,13,15,86.7,,,
66,Mitchell,07,5751,St Ansgar,3,31,34,91.2,,6,34,40,85.0,,6,35,41,85.4,,5,33,38,86.8,,8,45,53,84.9,,5,37,42,88.1,,7,42,49,85.7,,,
77,Polk,11,5805,Saydel,34,46,80,57.5,,22,51,73,69.9,,26,67,93,72.0,,32,51,83,61.4,,22,56,78,71.8,,29,58,87,66.7,,22,64,86,74.4,,,
81,Sac,05,5823,Schaller-Crestland,8,15,23,65.2,,5,24,29,82.8,,7,18,25,72.0,,7,47,54,87.0,,4,37,41,90.2,,6,36,42,85.7,,0,0,0,,,,
24,Crawford,12,5832,Schleswig,4,15,19,78.9,,1,17,18,94.4,,2,16,18,88.9,,5,9,14,64.3,,7,14,21,66.7,,4,10,14,71.4,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton,25,108,133,81.2,,20,82,102,80.4,,18,96,114,84.2,,23,94,117,80.3,,22,98,120,81.7,,13,114,127,89.8,,12,98,110,89.1,,,
93,Wayne,15,5895,Seymour,5,12,17,70.6,,9,12,21,57.1,,10,12,22,54.5,,1,15,16,93.8,,8,12,20,60.0,,7,13,20,65.0,,5,14,19,73.7,,,
17,Cerro Gordo,07,5922,West Fork CSD,12,41,53,77.4,,8,32,40,80.0,,11,33,44,75.0,,12,36,48,75.0,,11,35,46,76.1,,11,28,39,71.8,,6,39,45,86.7,,,
71,O'Brien,12,5949,Sheldon,15,54,69,78.3,,19,48,67,71.6,,11,58,69,84.1,,10,58,68,85.3,,10,57,67,85.1,,11,48,59,81.4,,17,57,74,77.0,,,
73,Page,13,5976,Shenandoah,10,53,63,84.1,,9,60,69,87.0,,16,35,51,68.6,,23,45,68,66.2,,19,52,71,73.2,,11,51,62,82.3,,7,61,68,89.7,,,
72,Osceola,12,5994,Sibley-Ocheyedan,10,44,54,81.5,,13,52,65,80.0,,19,43,62,69.4,,13,39,52,75.0,,14,52,66,78.8,,10,33,43,76.7,,15,38,53,71.7,,,
36,Fremont,13,6003,Sidney,3,12,15,80.0,,7,12,19,63.2,,1,22,23,95.7,,4,12,16,75.0,,6,18,24,75.0,,4,25,29,86.2,,4,30,34,88.2,,,
54,Keokuk,15,6012,Sigourney,9,27,36,75.0,,4,24,28,85.7,,20,25,45,55.6,,6,34,40,85.0,,7,32,39,82.1,,9,28,37,75.7,,4,34,38,89.5,,,
84,Sioux,12,6030,Sioux Center,15,72,87,82.8,,29,65,94,69.1,,31,58,89,65.2,,23,55,78,70.5,,9,63,72,87.5,,24,57,81,70.4,,11,60,71,84.5,,,
11,Buena Vista,05,6035,Sioux Central,8,23,31,74.2,,7,29,36,80.6,,6,43,49,87.8,,9,29,38,76.3,,13,39,52,75.0,,11,34,45,75.6,,7,37,44,84.1,,,
97,Woodbury,12,6039,Sioux City,341,700,1041,67.2,,354,672,1026,65.5,,277,669,946,70.7,,293,685,978,70.0,,249,689,938,73.5,,250,626,876,71.5,,213,642,855,75.1,,,
13,Calhoun,05,6091,South Central Calhoun,4,46,50,92.0,,13,56,69,81.2,,13,55,68,80.9,,15,42,57,73.7,,12,48,60,80.0,,14,53,67,79.1,,8,54,62,87.1,,,
52,Johnson,10,6093,Solon,6,81,87,93.1,,21,107,128,83.6,,9,80,89,89.9,,16,99,115,86.1,,11,92,103,89.3,,6,89,95,93.7,,7,81,88,92.0,,,
91,Warren,11,6094,Southeast Warren,7,35,42,83.3,,10,19,29,65.5,,5,31,36,86.1,,6,28,34,82.4,,5,33,38,86.8,,8,21,29,72.4,,6,32,38,84.2,,,
40,Hamilton,05,6095,South Hamilton,5,33,38,86.8,,6,43,49,87.8,,6,30,36,83.3,,11,39,50,78.0,,12,41,53,77.4,,10,44,54,81.5,,8,42,50,84.0,,,
94,Webster,05,6096,Southeast Webster Grand,10,27,37,73.0,,0,36,36,100.0,,16,44,60,73.3,,20,63,83,75.9,,14,54,68,79.4,,15,61,76,80.3,,0,0,0,,,,
73,Page,13,6097,South Page,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,20,74,94,78.7,,33,75,108,69.4,,39,55,94,58.5,,37,63,100,63.0,,31,73,104,70.2,,30,62,92,67.4,,31,60,91,65.9,,,
71,O'Brien,12,6099,South O'Brien,7,26,33,78.8,,11,27,38,71.1,,9,35,44,79.5,,11,25,36,69.4,,7,33,40,82.5,,5,38,43,88.4,,7,39,46,84.8,,,
96,Winneshiek,01,6100,South Winneshiek,2,25,27,92.6,,9,18,27,66.7,,9,21,30,70.0,,12,20,32,62.5,,4,18,22,81.8,,7,21,28,75.0,,11,44,55,80.0,,,
77,Polk,11,6101,Southeast Polk,92,387,479,80.8,,98,399,497,80.3,,67,440,507,86.8,,67,344,411,83.7,,130,368,498,73.9,,109,349,458,76.2,,78,362,440,82.3,,,
21,Clay,05,6102,Spencer,20,112,132,84.8,,33,111,144,77.1,,24,115,139,82.7,,29,107,136,78.7,,26,102,128,79.7,,28,103,131,78.6,,25,99,124,79.8,,,
30,Dickinson,05,6120,Spirit Lake,13,68,81,84.0,,8,56,64,87.5,,9,92,101,91.1,,20,42,62,67.7,,16,53,69,76.8,,9,71,80,88.8,,14,95,109,87.2,,,
57,Linn,10,6138,Springville,5,18,23,78.3,,3,18,21,85.7,,7,17,24,70.8,,8,22,30,73.3,,10,22,32,68.8,,6,15,21,71.4,,3,27,30,90.0,,,
69,Montgomery,13,6165,Stanton,1,19,20,95.0,,2,12,14,85.7,,0,18,18,100.0,,3,11,14,78.6,,6,15,21,71.4,,5,11,16,68.8,,3,24,27,88.9,,,
